Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYC_M_R
85,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
86,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
87,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
88,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
89,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
90,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
91,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
92,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
93,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
94,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
95,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
96,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
97,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
98,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
99,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
100,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
101,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
102,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
103,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
104,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
105,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
106,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
107,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
