Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDF_M_R
1098,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1099,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1100,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1101,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
1102,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1103,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1104,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
1105,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1106,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1107,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1108,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1109,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1110,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Water
1111,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1112,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1113,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1114,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1115,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1116,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
1117,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1118,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1119,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
1120,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1121,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1122,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1123,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1124,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1125,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1126,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
1127,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1128,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
1129,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1130,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1131,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1132,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1133,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
1134,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1135,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1136,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1137,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1138,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1139,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1140,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1141,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1142,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1143,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1144,NULL,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1145,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1146,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1147,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1148,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
1149,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Water,Water
1150,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1151,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1152,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1153,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1154,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1155,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1156,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1157,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1158,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1159,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1160,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1161,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1162,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1163,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1164,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1165,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1166,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1167,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1168,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
1169,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1170,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Bareland
1171,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1172,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1173,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1174,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1175,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1176,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1177,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1178,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1179,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1180,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1181,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
1182,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1183,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1184,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1185,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1186,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1187,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1188,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1189,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1190,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1191,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1192,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1193,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1194,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1195,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1196,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1197,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1198,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1199,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1200,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1201,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
1202,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1203,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1204,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1205,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1206,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1207,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1208,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1209,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
1210,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1211,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1212,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1213,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1214,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1215,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1216,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1217,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1218,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1219,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1220,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1221,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1222,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1223,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1224,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1225,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1226,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1227,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1228,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1229,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1230,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1231,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1232,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1233,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
1234,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1235,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1236,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1237,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1238,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1239,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1240,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1241,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
1266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
1270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
1285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Water
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1372,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1373,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1374,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1375,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
1376,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1377,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1378,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1379,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1380,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1381,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
1382,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1383,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1384,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1385,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1386,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1387,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1388,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1389,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1390,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1391,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1392,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1393,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
1394,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1395,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
1396,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1397,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1398,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1399,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1400,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1401,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1402,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,NULL
1403,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1404,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1405,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
1406,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
1407,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1408,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
