Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGL_M_R
6056,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6057,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6058,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6059,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6060,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6061,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6062,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6063,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6064,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6065,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
6066,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6067,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6068,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
6069,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
6070,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6071,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6072,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6073,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6074,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6075,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6076,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6077,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6078,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
6079,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6080,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
6081,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
6082,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
6083,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Wetland,Wetland
6084,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
6085,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Forest,Wetland
6086,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6087,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6088,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
6089,Grassland,Cropland,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
6090,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Water
6091,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
6092,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
6093,Grassland,Cropland,Forest,Water,Non_Wetland,Water,Grassland,Grassland
6094,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
6095,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6096,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6097,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6098,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6099,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6100,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6101,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6102,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
6103,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
6104,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6105,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6106,Grassland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6107,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6108,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6109,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6110,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6111,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6112,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6113,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6114,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
6115,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6116,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6117,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6118,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
6119,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6120,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6121,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6122,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6123,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6124,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6125,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6126,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6127,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6128,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6129,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6130,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
6131,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6132,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6133,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6134,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
6135,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
6136,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6137,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
6138,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6139,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
6140,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6141,Grassland,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6142,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6143,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6144,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Water
6145,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
6146,Grassland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
6147,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6148,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6149,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6150,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6151,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6152,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6153,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6154,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6155,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6156,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
6157,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6158,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6159,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6160,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
6161,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6162,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6163,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6164,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6165,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6166,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6167,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Water
6168,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
6169,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6170,Grassland,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6171,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
6172,Grassland,Water,Water,NULL,Water,Shrubland,NULL,Water
6173,Grassland,Water,Water,NULL,Water,Shrubland,Shrubland,Grassland
6174,Grassland,Water,Water,NULL,Water,Shrubland,Grassland,Forest
6175,Grassland,Water,Water,NULL,Water,Grassland,NULL,Grassland
6176,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Water
6177,Grassland,Water,Water,Water,Water,Wetland,NULL,Grassland
6178,Grassland,Water,Water,Water,Water,Wetland,NULL,Water
6179,Grassland,Water,Water,Water,Water,Wetland,Water,Water
6180,Grassland,Water,Water,Water,Water,Water,Water,Water
6181,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6182,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6183,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6184,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6185,Grassland,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
6186,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6187,Grassland,Water,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
6188,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6189,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6190,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6191,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6192,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6193,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6194,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6195,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6196,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6197,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6198,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6199,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6200,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6201,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6202,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6203,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6204,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6205,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6206,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6207,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6208,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6209,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6210,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6211,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6212,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6213,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6214,Grassland,Forest,NULL,Water,Non_Wetland,Wetland,Water,Water
6215,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6216,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6217,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6218,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6219,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6220,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
6221,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6222,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6223,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6224,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6225,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6226,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6227,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6228,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6229,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6230,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6231,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
6232,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6233,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6234,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6235,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6236,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6237,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6238,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6239,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6240,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6241,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6242,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6243,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6244,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
6245,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6246,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6247,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6248,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6249,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6250,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6251,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6252,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6253,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6254,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6255,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6256,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
6257,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
6258,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6259,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6260,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6261,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6262,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6263,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6264,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6265,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
6266,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6267,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6268,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6269,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6270,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6271,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
6272,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6273,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6274,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6275,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6276,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6277,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6278,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6279,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6280,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6281,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6282,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6283,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6284,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6285,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6286,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6287,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6288,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6289,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6290,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6291,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6292,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6293,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6294,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6295,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6296,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6297,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6298,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6299,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6300,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6301,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6302,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6303,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6304,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6305,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6306,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6307,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6308,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
6309,Grassland,Forest,Wetland,Water,Wetland,Water,Forest,Water
6310,Grassland,Forest,Water,NULL,Water,NULL,Shrubland,Grassland
6311,Grassland,Forest,Water,NULL,Water,Wetland,Shrubland,NULL
6312,Grassland,Forest,Water,NULL,Water,Bareland,Shrubland,Wetland
6313,Grassland,Forest,Water,Water,Water,Wetland,Water,Water
6314,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6315,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6316,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6317,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6318,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6319,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6320,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6321,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6322,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6323,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6324,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6325,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6326,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6327,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6328,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6329,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6330,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6331,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6332,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
6333,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6334,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6335,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6336,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6337,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6338,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6339,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6340,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6341,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6342,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6343,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6344,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6345,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6346,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6347,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6348,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6349,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6350,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6351,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6352,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6353,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6354,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6355,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6356,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6357,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6358,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6359,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6360,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6361,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6362,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6363,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6364,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6365,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6366,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6367,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6368,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6369,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6370,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6371,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6372,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6373,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6374,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
6375,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
