Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYE_M_R
1208,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1209,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1210,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1211,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1212,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1213,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1235,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1236,NULL,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1237,NULL,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
1238,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1239,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1240,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1241,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1242,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1243,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
1277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1365,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1366,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1367,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1368,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1369,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1370,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1371,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1373,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1374,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1375,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
1376,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1377,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1378,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1379,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1380,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1381,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1382,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1383,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
1384,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1385,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
1386,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1387,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1388,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1389,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1390,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1391,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1392,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1393,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1394,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1395,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1396,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1397,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1398,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1399,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1400,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1401,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1402,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1403,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1404,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1405,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1406,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1407,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1408,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1409,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1410,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
1411,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1412,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
1413,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
1414,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
1415,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
1416,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1417,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
1418,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
1419,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1420,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1421,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1422,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1423,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1424,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1425,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1426,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1427,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1428,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1429,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1430,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1431,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1432,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1433,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1434,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1435,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
1436,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1437,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1438,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1439,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1440,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1441,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1442,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1443,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1445,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1446,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1447,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1448,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1449,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1450,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1451,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1452,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1453,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1454,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1455,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1456,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1457,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1458,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1459,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1460,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1461,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1462,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1463,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1464,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1465,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1466,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1467,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1468,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1469,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1470,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1471,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1472,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1473,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1474,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1475,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
1476,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1477,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
1478,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
1479,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1480,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1481,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1482,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1483,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1484,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1485,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1486,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1487,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1488,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1489,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1490,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1491,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1492,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1493,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1494,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1495,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1496,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1497,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
1498,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
1499,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1500,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1501,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1502,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1503,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1504,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1505,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1506,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
1507,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1508,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1509,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1510,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1511,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1512,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1513,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1514,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1515,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1516,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1517,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1518,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1519,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
