Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHD_M_R
349,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
350,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
351,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
352,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
354,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
355,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
358,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
359,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
361,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
362,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
363,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
364,Bareland,Water,Water,Water,Water,NULL,NULL,Water
365,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
367,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
368,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
371,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
372,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
373,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
374,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
375,Bareland,Forest,Water,NULL,Water,NULL,NULL,Bareland
376,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
377,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
378,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
379,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
380,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
381,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
382,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
383,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
384,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
386,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
389,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
391,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
393,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
394,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
395,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
396,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
397,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
399,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
400,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
401,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
402,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
403,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
404,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
406,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
407,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
408,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
409,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
410,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
411,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
412,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
413,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
414,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
415,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
416,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
417,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
418,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
419,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
420,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
421,Water,NULL,Water,NULL,Water,NULL,NULL,Water
422,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
423,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
424,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
425,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
426,Water,NULL,Water,Water,Water,NULL,NULL,Water
427,Water,NULL,Water,Water,Water,NULL,NULL,Forest
428,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
429,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
430,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
431,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
432,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
433,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
435,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
436,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
437,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
439,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
441,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
442,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
443,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
444,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
445,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
446,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
447,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
448,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
449,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
450,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
451,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
452,Water,Wetland,Water,Water,Water,NULL,NULL,Water
453,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
454,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
455,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
456,Water,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
457,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
458,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
459,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
460,Water,Bareland,Water,Water,Water,NULL,NULL,Water
461,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
462,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
463,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
465,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
467,Water,Built-up,Water,Water,Water,NULL,NULL,Water
468,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
469,Water,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
470,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
471,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
472,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
474,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
475,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
477,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
478,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
479,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
480,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
481,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
484,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
485,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
486,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
487,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
488,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
489,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
490,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
491,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
492,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
493,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
494,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
495,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
496,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
497,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
498,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
499,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
500,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
501,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
502,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
503,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
504,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
505,Water,Water,Water,NULL,Water,NULL,NULL,Water
506,Water,Water,Water,NULL,Water,NULL,NULL,Forest
507,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
508,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
509,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
510,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
511,Water,Water,Water,Water,Water,NULL,NULL,Grassland
512,Water,Water,Water,Water,Water,NULL,NULL,Wetland
513,Water,Water,Water,Water,Water,NULL,NULL,Water
514,Water,Water,Water,Water,Water,NULL,NULL,Forest
515,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
517,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
518,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
519,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
520,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
521,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
522,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
523,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
524,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
525,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
526,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
527,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
528,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
529,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
530,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
533,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
534,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
537,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
538,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
539,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
541,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
542,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
543,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
544,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
545,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
546,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
547,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
548,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
549,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
550,Water,Forest,Water,NULL,Water,NULL,NULL,Water
551,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
552,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
553,Water,Forest,Water,Water,Water,NULL,NULL,Water
554,Water,Forest,Water,Water,Water,NULL,NULL,Forest
555,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
556,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
557,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
558,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
559,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
561,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
562,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
563,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
565,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
566,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
568,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
569,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
570,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
571,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
572,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
573,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
574,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
576,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
577,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
579,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
580,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
581,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
582,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Bareland
583,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
585,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
588,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
589,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Grassland
590,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Bareland
591,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
592,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
594,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
595,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
596,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
597,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
598,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
599,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
602,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
604,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
606,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
608,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
609,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
610,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
611,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
612,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
613,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
614,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
615,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
617,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
618,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
619,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
620,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
621,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
622,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
623,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
624,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
625,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
626,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
627,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
628,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
629,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
630,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
631,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
633,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
634,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
635,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
636,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
637,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
638,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
639,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
640,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
641,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
642,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
643,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
644,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
645,Forest,NULL,Water,Water,Water,NULL,NULL,Water
646,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
647,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
648,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
649,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
650,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
651,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
652,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
653,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
654,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
655,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
656,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
657,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
658,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
659,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
661,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
664,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
665,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
666,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
667,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
668,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
669,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
670,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
671,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
672,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
673,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
674,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
675,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
676,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
677,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
678,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
679,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
680,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
681,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
682,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
683,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
684,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
685,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
688,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
689,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
692,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
693,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
694,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
695,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
696,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
698,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
699,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
700,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
701,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
702,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
704,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
705,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
706,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
707,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
708,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
709,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
710,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
711,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
712,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
