Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWS_M_R
347,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
348,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
350,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
353,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
354,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
357,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
358,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
359,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
360,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
364,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
366,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
367,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
368,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
369,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
370,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
371,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
373,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
374,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
375,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
376,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
377,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
378,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
379,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
380,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
382,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
383,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
385,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
388,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
389,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
392,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
393,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
394,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
395,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
396,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
397,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
398,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
399,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
400,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
401,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
402,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
403,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
404,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
405,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
406,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
407,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
408,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
409,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
412,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
413,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
414,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
415,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
416,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
417,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
418,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
420,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
423,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
426,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
429,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
430,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
431,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
432,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
433,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
434,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
435,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
437,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
439,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
440,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
442,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
444,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
445,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
447,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
448,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
449,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
451,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
453,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
454,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
455,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
456,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
457,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
458,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
459,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
460,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
461,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
462,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
463,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
464,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
465,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
467,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
468,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
469,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
470,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
471,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
472,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
473,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
474,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
475,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
476,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
477,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
478,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
481,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
482,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
484,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
485,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
486,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
487,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
488,Grassland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
489,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
495,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
496,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
497,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
498,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
499,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
500,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
501,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
502,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
503,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
504,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
505,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
506,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
508,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
509,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
510,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
511,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
512,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
513,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
514,Grassland,Water,Water,Water,Water,NULL,NULL,Water
515,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
516,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
517,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
521,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
522,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
524,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
526,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
527,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
529,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
531,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
532,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
533,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
534,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
536,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
537,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
539,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
541,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
543,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
544,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
545,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
546,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
547,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
548,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
549,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
550,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
551,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
552,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
553,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
554,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
556,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
558,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
560,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
561,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
562,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
563,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
564,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
565,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
566,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
567,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
568,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
572,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
575,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
576,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
577,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
579,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
581,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
582,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
583,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
584,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
585,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
589,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
590,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
591,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
594,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
595,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
596,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
597,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
598,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
599,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
601,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
603,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
604,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
605,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
606,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
607,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
608,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
609,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
610,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
612,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
613,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
614,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
615,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
616,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
617,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
619,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
620,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
621,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
622,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
623,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
624,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
625,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
628,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
629,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
630,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
631,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
632,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
633,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
634,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
635,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
636,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
637,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
638,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
639,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
640,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
641,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
642,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
643,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
644,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
645,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
648,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
649,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
650,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
651,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
652,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
653,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
654,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
655,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
656,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
657,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
658,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
660,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
661,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
662,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
667,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
669,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
670,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
671,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
672,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
674,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
675,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
676,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
677,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
678,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
679,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
680,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
681,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
682,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
683,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
684,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
685,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
686,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
687,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
688,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
689,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
690,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
691,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
692,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
693,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
694,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
695,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
696,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
697,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
