Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVF_M_R
3362,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3363,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
3364,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3365,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3366,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3367,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3368,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3369,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3370,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3371,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3372,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3373,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3374,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3375,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3376,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3377,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
3378,NULL,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
3379,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3380,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3381,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3382,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3383,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3384,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3385,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3386,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3387,NULL,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
3388,NULL,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
3389,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3390,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3391,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3392,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3393,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3394,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3395,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3396,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3397,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3398,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3399,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3400,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3401,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3402,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3405,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3406,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3407,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3408,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3409,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3410,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3411,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3412,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3413,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3414,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3415,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3416,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3417,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3418,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3419,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3420,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3421,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3422,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3423,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3424,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3425,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3426,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3427,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3428,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3429,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3430,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3431,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3432,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3433,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3434,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3435,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3436,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3437,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3438,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3439,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3440,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3441,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3442,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3443,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3444,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3445,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3446,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3447,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3448,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3449,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3450,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3451,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3452,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3453,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3454,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3455,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3456,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3457,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3458,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3459,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3460,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3461,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3462,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3463,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
3464,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3465,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3466,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3467,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3468,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3469,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3470,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3471,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Water
3472,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3473,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
3474,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3475,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3476,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
3477,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3478,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3479,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3480,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3481,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3482,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Wetland
3483,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,Forest
3484,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3485,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3486,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
3487,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
3488,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3493,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3494,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3495,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3496,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3497,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3498,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3499,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3500,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3501,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3502,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3503,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3504,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
3505,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
3506,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3507,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3508,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3509,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
3510,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3511,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3512,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3513,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Wetland
3514,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3515,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3516,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3517,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
3518,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3519,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3520,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3521,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3522,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3523,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3524,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3525,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3526,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3527,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3528,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
3529,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3530,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3531,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3532,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3533,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3534,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3535,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3536,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3537,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3538,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3539,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3540,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3541,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3542,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3543,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3544,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3545,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
3546,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
3547,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3548,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3549,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3550,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3551,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Wetland
3552,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3553,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3554,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3555,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
3556,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
3557,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3558,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
3559,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3560,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Cropland
3561,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
3562,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3563,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3564,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3565,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3566,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
3567,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
3568,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3569,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3570,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3571,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3572,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3573,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3574,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3575,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
3576,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
3577,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3578,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3579,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
3580,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
3581,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3582,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3583,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3584,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3585,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3586,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3587,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3588,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
3589,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3590,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
3591,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Wetland
3592,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
3593,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3594,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
3595,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3596,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3597,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3598,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3599,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3600,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Wetland
3601,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
3602,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
3603,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
3604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3605,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
3606,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Grassland
3607,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Wetland,Wetland
3608,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
3609,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
3610,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
3611,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
3612,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
3613,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
3614,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
3615,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
3616,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3617,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
3618,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
3619,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
3620,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
3621,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
3622,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
3623,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
3624,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
3625,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
3626,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
3627,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Wetland,Forest
3628,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Forest,Grassland
3629,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3630,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3631,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3632,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3633,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3634,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3635,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3636,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3637,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3638,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3639,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3640,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
3641,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3642,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3643,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3644,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3645,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3646,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3647,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
3648,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
3649,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
3650,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3651,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3652,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3653,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3654,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3655,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
3656,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3657,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3658,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
3661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
3662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3663,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3664,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3665,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
3676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3678,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3679,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3680,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3681,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3682,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3683,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3684,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3685,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
3686,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
3687,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3688,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3689,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
