Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KNG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KNG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KNG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KNG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KNG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KNG_M_R
1084,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1085,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1088,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1089,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1090,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1095,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1096,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1097,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1098,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1100,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1101,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1102,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1103,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1104,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1105,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1106,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1107,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1108,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1116,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1118,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1120,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1121,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1123,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1126,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1127,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1128,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1129,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1130,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1131,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1132,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1133,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1135,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1136,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1137,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1138,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1140,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1141,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1142,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1145,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1146,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1147,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1148,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1149,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1150,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1151,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1152,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1155,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1156,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1157,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1158,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1159,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1160,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1161,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1162,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1163,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1164,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1165,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1166,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1167,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1168,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1169,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1170,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1171,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1173,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1174,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1175,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1176,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1177,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1178,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1179,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1180,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1181,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1182,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1183,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1184,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1185,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1186,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1187,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
1188,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1189,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1190,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1191,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1192,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1193,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1194,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1195,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1196,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1197,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1198,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1199,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1200,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1201,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1202,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1203,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1205,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1206,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1207,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1208,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1209,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1210,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1211,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1212,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1213,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1214,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1215,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1217,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1218,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1219,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1220,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1221,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1223,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1224,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1225,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1226,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1227,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1228,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1230,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1231,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1232,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1233,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,NULL
1234,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1235,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1236,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1237,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1238,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1239,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1240,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1241,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1242,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1243,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1244,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1245,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1246,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1247,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1248,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1249,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1250,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1251,Cropland,Cropland,Water,Water,Water,NULL,NULL,NULL
1252,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1253,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1254,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1255,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1256,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1257,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1258,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1259,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1260,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1261,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1262,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1264,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1265,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1266,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1267,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1269,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1270,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1271,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1272,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1273,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1274,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1275,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1276,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1277,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1278,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1279,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1280,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1283,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1284,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1285,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1286,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1287,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1288,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1289,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1290,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1292,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1293,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1294,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1295,Cropland,Wetland,Water,NULL,Water,NULL,NULL,NULL
1296,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1297,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1298,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
1299,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1300,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1301,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1302,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1303,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1304,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1305,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1306,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1307,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1308,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1309,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1310,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1312,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1313,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1314,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1315,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1316,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1317,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1318,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1320,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1321,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1322,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1323,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1324,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1325,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1326,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1327,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1329,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1330,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1331,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1332,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1336,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1337,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1339,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1340,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1341,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1343,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1345,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1346,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1347,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1350,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1351,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1353,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1355,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1356,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1357,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1358,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1359,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1360,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1361,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1363,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1364,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1365,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1366,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1367,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1369,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1370,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1371,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1372,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1373,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1374,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1376,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1377,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1378,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1379,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1380,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1381,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1382,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1383,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1384,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1385,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1386,Cropland,Water,Water,NULL,Water,NULL,NULL,Cropland
1387,Cropland,Water,Water,NULL,Water,NULL,NULL,Wetland
1388,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
1389,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1390,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1391,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1392,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1393,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1394,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1395,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1397,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1398,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1399,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1400,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1401,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1402,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1403,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1404,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1405,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1406,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1407,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1408,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1409,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1410,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1412,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1413,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1414,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1415,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
