Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LEK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LEK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LEK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LEK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LEK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LEK_M_R
1528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
1544,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
1545,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1546,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1547,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1548,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
1549,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1550,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1551,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1552,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
1553,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1554,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1555,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
1556,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1557,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1558,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1559,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
1560,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
1561,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1562,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1563,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
1564,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1565,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1566,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1567,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1568,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1569,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1570,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1571,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
1572,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1573,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1574,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1575,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1576,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1577,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
1578,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1579,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1580,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1581,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1582,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1583,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1584,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1585,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1586,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1587,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
1588,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1589,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
1590,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1591,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
1592,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
1593,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1594,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
1595,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1596,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1597,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1598,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1599,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1600,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1601,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1602,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1603,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1604,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1605,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1606,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
1607,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1608,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1609,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1610,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1611,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1612,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1613,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1614,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1615,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1616,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1617,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
1618,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
1619,Grassland,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
1620,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1621,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1622,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1623,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1624,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1625,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1626,Grassland,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
1627,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1628,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1629,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1630,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1631,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
1632,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1633,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1634,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
1635,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1636,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1637,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
1639,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1640,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1641,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
1642,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Bareland
1643,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
1644,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1645,Grassland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Water
1646,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Water,Grassland
1647,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Grassland,Grassland
1648,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Grassland
1649,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
1650,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1651,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1652,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1653,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1654,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Water
1655,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1656,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1657,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1658,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1659,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1660,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1661,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1662,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1663,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1664,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1665,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1666,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1667,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1668,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1669,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1670,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1671,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1672,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1673,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1674,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
1675,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
1676,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1677,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
1678,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1679,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1680,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1681,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1682,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1683,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1684,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1685,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
1686,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1687,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1688,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1689,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1690,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
1691,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1692,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1693,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1694,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
1695,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1696,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1697,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
1698,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1699,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1700,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
1701,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1702,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1703,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
1704,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
1705,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1706,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1707,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1708,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
1709,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Bareland
1710,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1711,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Forest
1712,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1713,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1714,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
1715,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1716,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1717,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1718,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1719,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1720,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1721,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1722,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1723,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1724,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1725,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1726,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1727,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1728,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1729,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1730,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1731,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1732,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1733,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
1734,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1735,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1736,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1737,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1738,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1739,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1740,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1741,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1742,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1743,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
1744,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
1745,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
1746,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1747,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1748,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1749,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1750,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1751,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1752,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1753,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1754,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
1755,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
1756,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1757,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Forest
1758,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1759,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1760,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Forest
1761,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1762,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Grassland,Forest
1763,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1764,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
1765,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Water
1766,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1767,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
1768,Grassland,NULL,Water,NULL,Water,Grassland,Wetland,Forest
1769,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1770,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Forest
1771,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
1772,Grassland,NULL,Water,NULL,Water,Grassland,Water,Forest
1773,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1774,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Forest
1775,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1776,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1777,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1778,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
1779,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
1780,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1781,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1782,Grassland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1783,Grassland,NULL,Water,NULL,Water,Bareland,Water,Grassland
1784,Grassland,NULL,Water,NULL,Water,Bareland,Water,Forest
1785,Grassland,NULL,Water,NULL,Water,Bareland,Forest,Grassland
1786,Grassland,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
1787,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
1788,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
1789,Grassland,NULL,Water,NULL,Water,Water,Grassland,Water
1790,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
1791,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
1792,Grassland,NULL,Water,NULL,Water,Water,Wetland,Forest
1793,Grassland,NULL,Water,NULL,Water,Water,Bareland,Grassland
1794,Grassland,NULL,Water,NULL,Water,Water,Bareland,Bareland
1795,Grassland,NULL,Water,NULL,Water,Water,Bareland,Forest
1796,Grassland,NULL,Water,NULL,Water,Water,Water,Grassland
1797,Grassland,NULL,Water,NULL,Water,Water,Water,Water
1798,Grassland,NULL,Water,NULL,Water,Water,Water,Forest
1799,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Bareland
1800,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
1801,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1802,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
1803,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
1804,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
1805,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1806,Grassland,NULL,Water,Non_Water,Water,Grassland,Forest,Wetland
1807,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1808,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1809,Grassland,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
1810,Grassland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1811,Grassland,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
1812,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
1813,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Bareland
1814,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Water
1815,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Forest
1816,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
1817,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
1818,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Forest
1819,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
1820,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
1821,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
1822,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
1823,Grassland,NULL,Water,Water,Water,NULL,Water,Water
1824,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
1825,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1826,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Bareland
1827,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
1828,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Forest
1829,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
1830,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Forest
1831,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
1832,Grassland,NULL,Water,Water,Water,Grassland,Forest,Forest
1833,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1834,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
1835,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Bareland
1836,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Forest
1837,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
1838,Grassland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1839,Grassland,NULL,Water,Water,Water,Bareland,Water,Grassland
1840,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
1841,Grassland,NULL,Water,Water,Water,Water,Grassland,Bareland
1842,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
1843,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
1844,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1845,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1846,Grassland,NULL,Water,Water,Water,Water,Water,Water
1847,Grassland,NULL,Water,Water,Water,Water,Water,Forest
1848,Grassland,NULL,Water,Water,Water,Water,Forest,Grassland
1849,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1850,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1851,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1852,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1853,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1854,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1855,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1856,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1857,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1858,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1859,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1860,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1861,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1862,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1863,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1864,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1865,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
