Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQV_M_R
340,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
341,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
344,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
345,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
349,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
350,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
351,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
352,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
359,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
360,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
361,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
364,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
365,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
366,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
367,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
368,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
369,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
370,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
372,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
373,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
375,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
376,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
378,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
379,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
380,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
381,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
382,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
383,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
385,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
386,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
387,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
388,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
389,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
390,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
392,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
393,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
394,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
396,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
397,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
398,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
399,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
402,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
408,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
411,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
412,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
416,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
417,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
419,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
420,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
421,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
422,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
426,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
428,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
430,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
432,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
433,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
434,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
435,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
436,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
438,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
439,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
440,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
441,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
442,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
443,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
444,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
445,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
446,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
447,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
448,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
449,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
451,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
452,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
453,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
454,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
455,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
456,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
457,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
458,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
459,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
460,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
461,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
462,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
463,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
464,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
465,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
466,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
467,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
468,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
469,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
470,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
471,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
472,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
474,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
479,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
480,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
481,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
482,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
483,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
484,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
486,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
487,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
491,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
493,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
494,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
495,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
497,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
499,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
500,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
501,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
504,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
505,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
508,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
509,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
510,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
511,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
512,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
513,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
515,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
516,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
518,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
520,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
523,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
524,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
525,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
526,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
527,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
528,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
529,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
530,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
531,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
532,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
533,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
534,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
535,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
536,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
537,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
539,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
542,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
544,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
545,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
546,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
547,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
549,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
551,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
553,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
554,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
555,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
557,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
559,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
560,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
561,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
562,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
563,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
564,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,NULL
565,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
566,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
567,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
568,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
570,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
571,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
573,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
577,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
578,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
579,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
581,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
583,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
584,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
585,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
586,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
587,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
588,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
589,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
590,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
591,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
597,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
601,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
602,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
603,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
604,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
605,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
606,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
607,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
608,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
609,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
611,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
612,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
613,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
616,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
617,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
621,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
623,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
624,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
629,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
631,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
632,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
633,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
634,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
635,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
636,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
637,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
638,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
639,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
640,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
641,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
642,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
643,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
644,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
645,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
646,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
647,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
648,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
649,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
650,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
651,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
652,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
653,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
654,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
655,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
656,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
657,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
659,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
660,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
661,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
664,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
665,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
666,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
667,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
669,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
670,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
671,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
672,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
673,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
674,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
675,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
676,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
677,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
678,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
679,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
680,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
681,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
682,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
683,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
684,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
