Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTR_M_R
121,NULL,NULL,Forest,Water,Non_Wetland,NULL
122,NULL,NULL,Forest,Water,Non_Wetland,Grassland
123,NULL,NULL,Forest,Water,Non_Wetland,Wetland
124,NULL,NULL,Forest,Water,Non_Wetland,Bareland
125,NULL,NULL,Forest,Water,Non_Wetland,Water
126,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL
127,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland
128,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland
129,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland
130,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up
131,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest
132,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL
133,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland
134,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland
135,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland
136,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up
137,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest
138,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL
139,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland
140,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland
141,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland
142,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up
143,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest
144,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL
145,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland
146,NULL,Cropland,Bareland,NULL,Non_Wetland,Cropland
147,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland
148,NULL,Cropland,Bareland,NULL,Non_Wetland,Built-up
149,NULL,Cropland,Bareland,NULL,Non_Wetland,Forest
150,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL
151,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland
152,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland
153,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland
154,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up
155,NULL,Cropland,Built-up,NULL,Non_Wetland,Forest
156,NULL,Cropland,Forest,NULL,Non_Wetland,NULL
157,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland
158,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland
159,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up
160,NULL,Cropland,Forest,NULL,Non_Wetland,Forest
161,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland
162,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL
163,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland
164,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland
165,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland
166,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water
167,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest
168,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland
169,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland
170,NULL,Wetland,Shrubland,Water,Non_Wetland,Water
171,NULL,Wetland,Shrubland,Water,Non_Wetland,Forest
172,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland
173,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland
174,NULL,Wetland,Water,NULL,Water,Grassland
175,NULL,Wetland,Water,NULL,Water,Wetland
176,NULL,Wetland,Water,NULL,Water,Bareland
177,NULL,Wetland,Water,NULL,Water,Water
178,NULL,Wetland,Water,Water,Water,NULL
179,NULL,Wetland,Water,Water,Water,Grassland
180,NULL,Wetland,Water,Water,Water,Bareland
181,NULL,Wetland,Water,Water,Water,Water
182,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland
183,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL
184,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland
185,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland
186,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland
187,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up
188,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water
189,NULL,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
190,NULL,Bareland,Shrubland,NULL,Non_Wetland,Forest
191,NULL,Bareland,Shrubland,Water,Non_Wetland,Grassland
192,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL
193,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland
194,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland
195,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland
196,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up
197,NULL,Bareland,Grassland,NULL,Non_Wetland,Water
198,NULL,Bareland,Grassland,NULL,Non_Wetland,Forest
199,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL
200,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland
201,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland
202,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland
203,NULL,Bareland,Cropland,NULL,Non_Wetland,Built-up
204,NULL,Bareland,Cropland,NULL,Non_Wetland,Forest
205,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
206,NULL,Bareland,Wetland,NULL,Wetland,Bareland
207,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL
208,NULL,Bareland,Bareland,NULL,Non_Wetland,Grassland
209,NULL,Bareland,Bareland,NULL,Non_Wetland,Cropland
210,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland
211,NULL,Bareland,Bareland,NULL,Non_Wetland,Built-up
212,NULL,Bareland,Bareland,NULL,Non_Wetland,Water
213,NULL,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
214,NULL,Bareland,Bareland,NULL,Non_Wetland,Forest
215,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL
216,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
217,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
218,NULL,Bareland,Bareland,Non_Water,Non_Wetland,Forest
219,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
220,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
221,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
222,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland
223,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
224,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up
225,NULL,Bareland,Built-up,NULL,Non_Wetland,Forest
226,NULL,Bareland,Water,NULL,NULL,Grassland
227,NULL,Bareland,Water,NULL,NULL,Bareland
228,NULL,Bareland,Water,NULL,NULL,Water
229,NULL,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
230,NULL,Bareland,Water,NULL,Water,Grassland
231,NULL,Bareland,Water,NULL,Water,Bareland
232,NULL,Bareland,Water,NULL,Water,Water
233,NULL,Bareland,Water,NULL,Water,Permanent_ice_and_snow
234,NULL,Bareland,Water,Water,Water,Grassland
235,NULL,Bareland,Water,Water,Water,Water
236,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
237,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
238,NULL,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
239,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
240,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
241,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland
242,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
243,NULL,Bareland,Forest,NULL,Non_Wetland,Built-up
244,NULL,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
245,NULL,Bareland,Forest,NULL,Non_Wetland,Forest
246,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water
252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
253,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland
254,NULL,Built-up,Shrubland,Water,Non_Wetland,Water
255,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
256,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
257,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
258,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
259,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
260,NULL,Built-up,Grassland,NULL,Non_Wetland,Water
261,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
262,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
264,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
265,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
266,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up
267,NULL,Built-up,Cropland,NULL,Non_Wetland,Water
268,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
269,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
270,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
271,NULL,Built-up,Bareland,NULL,Non_Wetland,Cropland
272,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
273,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
274,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
275,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
276,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
277,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland
278,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
279,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
280,NULL,Built-up,Built-up,NULL,Non_Wetland,Water
281,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
282,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
283,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
284,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
285,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland
286,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up
287,NULL,Built-up,Forest,NULL,Non_Wetland,Water
288,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
289,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
290,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
291,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
292,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
293,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
294,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up
295,NULL,Water,Shrubland,NULL,Non_Wetland,Water
296,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
297,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
298,NULL,Water,Shrubland,Non_Water,Non_Wetland,Lichens_and_Mosses
299,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
300,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water
301,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
302,NULL,Water,Shrubland,Water,Non_Wetland,NULL
303,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
304,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
305,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
306,NULL,Water,Shrubland,Water,Non_Wetland,Water
307,NULL,Water,Shrubland,Water,Non_Wetland,Forest
308,NULL,Water,Grassland,NULL,Non_Wetland,NULL
309,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
310,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
311,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
312,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
313,NULL,Water,Grassland,NULL,Non_Wetland,Water
314,NULL,Water,Grassland,NULL,Non_Wetland,Forest
315,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
316,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
317,NULL,Water,Grassland,Water,Non_Wetland,Grassland
318,NULL,Water,Grassland,Water,Non_Wetland,Bareland
319,NULL,Water,Grassland,Water,Non_Wetland,Water
320,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
321,NULL,Water,Cropland,NULL,Non_Wetland,Cropland
322,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
323,NULL,Water,Cropland,NULL,Non_Wetland,Water
324,NULL,Water,Cropland,NULL,Non_Wetland,Forest
325,NULL,Water,Wetland,NULL,Wetland,Water
326,NULL,Water,Wetland,Water,Wetland,Bareland
327,NULL,Water,Wetland,Water,Wetland,Water
328,NULL,Water,Bareland,NULL,Non_Wetland,NULL
329,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
330,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
331,NULL,Water,Bareland,NULL,Non_Wetland,Water
332,NULL,Water,Bareland,NULL,Non_Wetland,Forest
333,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
334,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
335,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
336,NULL,Water,Bareland,Water,Non_Wetland,Grassland
337,NULL,Water,Bareland,Water,Non_Wetland,Bareland
338,NULL,Water,Bareland,Water,Non_Wetland,Water
339,NULL,Water,Bareland,Water,Non_Wetland,Forest
340,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
341,NULL,Water,Water,NULL,Water,Grassland
342,NULL,Water,Water,NULL,Water,Cropland
343,NULL,Water,Water,NULL,Water,Wetland
344,NULL,Water,Water,NULL,Water,Bareland
345,NULL,Water,Water,NULL,Water,Water
346,NULL,Water,Water,NULL,Water,Forest
347,NULL,Water,Water,Non_Water,Water,Grassland
348,NULL,Water,Water,Non_Water,Water,Water
349,NULL,Water,Water,Water,Water,NULL
350,NULL,Water,Water,Water,Water,Grassland
351,NULL,Water,Water,Water,Water,Wetland
352,NULL,Water,Water,Water,Water,Bareland
353,NULL,Water,Water,Water,Water,Water
354,NULL,Water,Forest,NULL,Non_Wetland,NULL
355,NULL,Water,Forest,NULL,Non_Wetland,Grassland
356,NULL,Water,Forest,NULL,Non_Wetland,Bareland
357,NULL,Water,Forest,NULL,Non_Wetland,Water
358,NULL,Water,Forest,NULL,Non_Wetland,Forest
359,NULL,Water,Forest,Non_Water,Non_Wetland,Water
360,NULL,Water,Forest,Water,Non_Wetland,Grassland
361,NULL,Water,Forest,Water,Non_Wetland,Water
362,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
363,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
364,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
365,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
366,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
367,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
368,NULL,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
369,NULL,Permanent_ice_and_snow,Water,NULL,Water,Grassland
370,NULL,Permanent_ice_and_snow,Water,NULL,Water,Bareland
371,NULL,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
372,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
373,NULL,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
374,NULL,Forest,NULL,NULL,Non_Wetland,NULL
375,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
376,NULL,Forest,NULL,NULL,Non_Wetland,Forest
377,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
378,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
379,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
380,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
381,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
382,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up
383,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
384,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
385,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
386,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
387,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
388,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
389,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
390,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
391,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
392,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
393,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
394,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
395,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
396,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up
397,NULL,Forest,Cropland,NULL,Non_Wetland,Water
398,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
399,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
400,NULL,Forest,Cropland,Water,Non_Wetland,NULL
401,NULL,Forest,Cropland,Water,Non_Wetland,Forest
402,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
403,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
404,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
405,NULL,Forest,Bareland,NULL,Non_Wetland,Built-up
406,NULL,Forest,Bareland,NULL,Non_Wetland,Water
407,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
408,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
409,NULL,Forest,Bareland,Water,Non_Wetland,Forest
410,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
411,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
412,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up
413,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
414,NULL,Forest,Water,NULL,Water,Permanent_ice_and_snow
415,NULL,Forest,Water,NULL,Water,Forest
416,NULL,Forest,Water,Water,Water,Grassland
417,NULL,Forest,Forest,NULL,Non_Wetland,NULL
418,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
419,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
420,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
421,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
422,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
423,NULL,Forest,Forest,NULL,Non_Wetland,Water
424,NULL,Forest,Forest,NULL,Non_Wetland,Forest
425,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
426,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
427,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
