Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KPT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KPT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KPT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KPT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KPT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KPT_M_R
1017,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
1018,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Bareland
1019,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Water
1020,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1021,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1022,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1023,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
1024,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1025,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1026,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1027,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Bareland
1028,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1029,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1030,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1031,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
1032,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1033,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1034,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1035,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Forest
1036,NULL,NULL,Wetland,Water,Wetland,Built-up,Bareland,Cropland
1037,NULL,NULL,Wetland,Water,Wetland,Built-up,Bareland,Water
1038,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Forest
1039,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1040,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
1041,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Wetland
1042,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
1043,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1044,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1045,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
1046,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
1047,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1048,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1049,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1050,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1051,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1052,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
1053,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1054,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1055,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1056,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1057,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1058,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1059,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1060,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1061,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1062,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1063,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1064,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1065,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1066,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
1067,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1068,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1069,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
1070,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1071,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1072,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1073,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1074,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1075,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1076,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1077,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1078,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1079,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1080,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1081,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
1082,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Grassland
1083,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
1084,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Bareland
1085,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1086,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
1087,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
1088,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1089,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1090,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1091,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Built-up
1092,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Water
1093,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
1094,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1095,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1096,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1097,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1098,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1099,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1100,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1101,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1102,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1103,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1104,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1105,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1106,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1107,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1108,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1109,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
1110,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1111,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1112,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1113,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1114,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1115,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1116,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Water
1117,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1118,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1119,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1120,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
1121,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1122,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1123,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1124,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1125,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
1126,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
1127,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1128,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1129,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1130,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1131,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1132,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
1133,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1134,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
1135,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1136,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
1137,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
1138,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1139,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1140,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1141,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1142,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1143,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1144,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
1145,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1146,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1147,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1148,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1149,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1150,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1151,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
1152,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1153,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1154,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
1155,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1156,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Water
1157,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1158,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1159,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1160,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1161,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1162,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1163,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1164,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1165,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
1166,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1167,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
1168,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1169,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1170,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1171,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1172,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1173,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1174,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1175,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1176,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1177,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1178,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1179,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1180,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1181,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1182,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1183,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1184,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1185,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1186,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1187,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1188,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1189,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1190,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1191,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Wetland
1192,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1193,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1194,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1195,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1196,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1197,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1198,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1199,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1200,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1201,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1202,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1203,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1204,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1205,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Water
1206,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1207,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1208,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1209,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1210,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1211,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
1212,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1213,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1214,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1215,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1216,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Water
1217,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1218,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1219,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1220,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1221,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1222,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1223,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1224,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1225,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1226,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
1227,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1228,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1229,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1230,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
1231,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1232,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1233,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1234,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1235,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
1236,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1237,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1238,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
1239,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1240,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1241,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1242,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1243,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
1244,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1245,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
1246,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Bareland
1247,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
1248,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1249,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
1250,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
1251,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1252,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
1253,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1254,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
1255,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1256,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1258,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
1259,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1261,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1262,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
1263,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1264,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Built-up
1265,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Forest
1266,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
1267,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1268,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1269,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Forest
1270,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1271,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
1272,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1273,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1274,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1275,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
1276,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
1277,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Water
1278,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1279,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1280,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1281,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1282,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1283,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1284,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1285,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1286,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
1287,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1288,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1289,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
1290,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
1291,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1292,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1293,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1294,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1295,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1296,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1297,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Bareland
1298,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Forest
1299,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
1300,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
1301,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Bareland
1302,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
1303,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1304,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1305,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1306,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1307,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
1308,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
1309,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1310,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
1311,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Bareland
1312,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Grassland
1313,NULL,NULL,Built-up,Water,Non_Wetland,NULL,Water,Forest
1314,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Forest
1315,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
1316,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
1317,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
1318,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1319,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Bareland
1320,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
1321,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1322,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Cropland
1323,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1324,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Built-up
1325,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1326,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
1327,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
1328,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
1329,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Forest,Bareland
1330,NULL,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Water
1331,NULL,NULL,Water,NULL,Water,NULL,Grassland,Cropland
1332,NULL,NULL,Water,NULL,Water,NULL,Water,Grassland
1333,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1334,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1335,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1336,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1337,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1338,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1339,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1340,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
1341,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1342,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
1343,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Built-up
1344,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1345,NULL,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
1346,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
