Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LNH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LNH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LNH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LNH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LNH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LNH_M_R
340,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
342,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
343,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
346,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
347,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
349,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
350,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
351,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
352,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
353,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
354,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
355,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
356,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
357,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
358,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
361,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
362,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
365,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
368,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
370,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
371,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
372,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
374,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
375,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
376,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
379,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
380,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
384,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
385,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
386,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
387,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
389,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
391,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
392,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
393,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
394,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
395,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
396,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
397,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
398,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
400,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
401,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
402,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
403,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
404,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
405,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
406,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
407,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
408,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
409,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
411,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
412,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
414,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
417,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
420,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
422,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
423,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
424,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
426,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
429,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
431,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
432,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
433,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
434,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
436,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
437,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
438,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
441,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
443,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
447,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
449,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
450,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
451,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
452,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
453,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
454,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
455,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
456,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
457,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
458,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
459,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
461,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
462,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
468,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
470,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
475,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
477,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
480,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
482,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
485,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
486,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
487,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
489,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
491,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
495,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
496,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
497,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
498,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
499,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
500,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
501,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
502,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
503,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
504,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
506,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
507,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
510,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
511,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
512,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
514,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
515,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
516,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
517,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
519,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
520,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
521,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
522,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
524,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
525,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
529,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
531,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
532,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
533,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
534,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
535,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
537,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
538,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
541,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
542,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
543,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
544,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
545,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
546,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
547,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
548,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
551,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
552,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
553,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
555,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
556,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
557,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
559,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
560,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
561,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
562,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
564,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
565,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
566,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
572,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
573,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
575,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
576,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
578,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
581,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
584,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
585,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
586,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
587,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
588,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
590,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
591,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
593,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
594,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
595,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
596,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
597,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
598,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
599,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
600,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
601,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
602,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
603,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
604,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
605,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
606,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
607,Wetland,NULL,Water,NULL,Water,NULL,NULL,Water
608,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
609,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
610,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
611,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
613,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
614,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
615,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
616,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
617,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
618,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
619,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
620,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
621,Wetland,Water,Water,NULL,Water,NULL,NULL,Wetland
622,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
623,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Water
624,Wetland,Water,Water,Water,Water,NULL,NULL,Water
625,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
627,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
628,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
629,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
630,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
631,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
632,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
634,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
635,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
636,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
638,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
641,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
642,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
643,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
644,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
645,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
646,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
647,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
648,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
649,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
652,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
653,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
654,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
655,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
656,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
657,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
658,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
661,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
662,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
664,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
665,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
666,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
669,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
670,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
671,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
672,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
674,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
675,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
678,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
680,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
681,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
682,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
