Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZR_M_R
25,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
26,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
27,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
31,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
32,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
33,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
34,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
35,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
36,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
37,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
38,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
39,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
40,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
41,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
42,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
43,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
44,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
45,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
46,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
47,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
48,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
49,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
51,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
52,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
53,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
54,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
55,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
56,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
57,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
58,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
59,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
60,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
61,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
62,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
63,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
64,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
65,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
66,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
67,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
68,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
69,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
70,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
71,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
72,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
73,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
74,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
75,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
76,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
77,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
78,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
79,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
81,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
82,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
83,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
84,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
85,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
86,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
87,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
88,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
89,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
90,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
91,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
92,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Forest
93,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Bareland
94,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Water,Forest
95,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Water
96,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
97,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
98,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
99,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
100,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
101,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
102,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
103,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
104,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
105,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
106,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
107,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
108,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
109,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
110,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
111,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
112,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
113,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
114,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
115,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
116,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
117,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
118,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
119,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
120,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
121,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
122,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
123,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
124,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
125,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
126,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
127,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
128,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
129,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
130,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
131,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
132,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
133,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
134,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
135,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
136,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
137,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
138,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
139,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
140,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
141,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
142,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
143,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
144,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
145,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
146,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
147,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
148,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
149,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
150,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
151,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
152,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
153,NULL,NULL,Water,NULL,Water,Water,Water,Water
154,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Forest
155,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
156,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
157,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
158,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
159,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
160,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Forest
161,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
162,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
163,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
164,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
165,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
166,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
167,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
168,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
169,NULL,NULL,Water,Water,Water,Grassland,Water,Water
170,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
171,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
172,NULL,NULL,Water,Water,Water,Bareland,Wetland,Forest
173,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
174,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
175,NULL,NULL,Water,Water,Water,Bareland,Water,Water
176,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
177,NULL,NULL,Water,Water,Water,Bareland,Forest,Forest
178,NULL,NULL,Water,Water,Water,Water,Water,Grassland
179,NULL,NULL,Water,Water,Water,Water,Water,Water
180,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
181,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
182,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
183,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
184,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
185,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
186,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
187,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
188,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
189,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
190,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
191,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
192,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
193,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
194,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Built-up
195,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
196,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
197,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
198,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
199,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
200,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
201,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
202,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
203,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
204,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
205,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
206,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
207,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
208,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
209,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
210,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
211,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
212,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
213,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
214,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
215,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
216,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
217,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
218,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
219,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
220,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
221,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
222,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
223,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
224,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
225,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
226,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
227,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
228,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
229,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
230,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
231,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
232,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
233,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
234,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
235,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
236,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
237,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
238,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
239,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
240,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
241,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
242,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
243,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
244,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
245,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
246,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
247,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
248,NULL,NULL,Forest,Water,Non_Wetland,Water,Bareland,Grassland
249,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
250,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
251,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
252,NULL,Cropland,Water,NULL,Water,Water,Grassland,Bareland
253,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
254,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
255,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
256,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
257,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
258,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
259,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
260,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
261,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
262,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
263,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
264,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
265,NULL,Bareland,Grassland,Water,Non_Wetland,Water,Bareland,Water
266,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
267,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Grassland
268,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
269,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
270,NULL,Bareland,Water,NULL,Water,Bareland,Water,Forest
271,NULL,Bareland,Water,NULL,Water,Water,Water,Forest
272,NULL,Bareland,Water,Non_Water,Water,Bareland,Forest,Water
273,NULL,Bareland,Water,Non_Water,Water,Water,Grassland,Bareland
274,NULL,Bareland,Water,Water,Water,Grassland,Water,Grassland
275,NULL,Bareland,Water,Water,Water,Bareland,Grassland,Bareland
276,NULL,Bareland,Water,Water,Water,Bareland,Water,Bareland
277,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
278,NULL,Bareland,Water,Water,Water,Water,Water,Water
279,NULL,Bareland,Water,Water,Water,Water,Water,Forest
280,NULL,Bareland,Water,Water,Water,Water,Forest,Water
281,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
282,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
283,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Water,Water
284,NULL,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Grassland
285,NULL,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
286,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
287,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
289,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
290,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
291,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
292,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
293,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
294,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
295,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
296,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
297,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
298,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
299,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
300,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
301,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Water
302,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
303,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
304,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
305,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
306,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
307,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
308,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Forest,Grassland
309,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Water,Forest
310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
324,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
325,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
326,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
327,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
328,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
329,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
330,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
331,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
332,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
333,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
334,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
