Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRU_M_R
342,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
343,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
345,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
346,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
350,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
351,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
352,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
353,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
358,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
359,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
363,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
366,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
367,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
368,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
370,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
372,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
373,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
375,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
376,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
377,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
378,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
379,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
380,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
381,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
382,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
383,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
384,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
385,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
386,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
387,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
388,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
389,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
390,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
391,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
392,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
393,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
394,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
395,NULL,Forest,Water,Non_Water,Water,NULL,NULL,NULL
396,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
397,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
398,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Forest
399,NULL,Forest,Water,Water,Water,NULL,NULL,Wetland
400,NULL,Forest,Water,Water,Water,NULL,NULL,Water
401,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
402,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
403,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
405,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
406,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
407,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
408,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
409,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
410,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
411,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
413,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
414,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
415,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
416,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
417,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
418,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
419,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
420,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
421,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
422,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
423,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
424,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
425,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
426,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
427,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
428,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
429,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
430,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
432,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
433,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
435,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
436,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
437,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
438,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
444,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
445,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
446,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
447,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
448,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
451,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
452,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
453,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
455,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
456,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
457,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
459,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
460,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
461,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
462,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
463,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
464,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
467,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
468,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
472,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
473,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
474,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
475,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
478,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
479,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
480,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
481,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
482,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
484,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
485,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
486,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
487,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
488,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
489,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
490,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
491,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
492,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
493,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
494,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
495,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
496,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
498,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
499,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
500,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
502,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
504,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
505,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
507,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
508,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
509,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
511,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
512,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
514,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
515,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
516,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
517,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
518,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
519,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
520,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
521,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
522,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
523,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
524,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
525,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
526,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
527,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
528,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
529,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
530,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
531,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
532,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
533,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
534,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
535,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
540,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
541,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
543,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
545,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
546,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
547,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
548,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
549,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
550,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
551,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
552,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
553,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
554,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
555,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
557,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
558,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
560,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
561,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
562,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
567,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
569,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
571,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
573,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
574,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
577,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
580,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
581,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
583,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
584,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
586,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
587,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
588,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
589,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
590,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
592,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
593,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
596,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
597,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
598,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
599,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
600,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
601,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
602,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
603,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
604,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
605,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
606,Grassland,Cropland,Water,Water,Water,NULL,NULL,Grassland
607,Grassland,Cropland,Water,Water,Water,NULL,NULL,Wetland
608,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
609,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
610,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
612,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
613,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
614,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
615,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
616,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
618,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
619,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
620,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
621,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
622,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
623,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
624,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
626,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
629,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
631,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
632,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
633,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
634,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
635,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
636,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
637,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
638,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
639,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
640,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
641,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
642,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
643,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
644,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
645,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
646,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
647,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
648,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
649,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
650,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
651,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
652,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
653,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
654,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
655,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
656,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
657,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
658,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
659,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
660,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
661,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
662,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
663,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
664,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
665,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
666,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
667,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
668,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
669,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
670,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
673,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
674,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
675,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
676,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
677,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
679,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
680,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
681,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
682,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Cropland
683,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
684,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
685,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
686,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
687,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
