Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGS_M_R
328,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
329,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
330,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
331,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
332,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
333,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
334,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
335,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
336,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
337,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
338,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
339,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
340,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
341,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
342,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
343,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
344,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
345,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
346,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
347,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
349,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
350,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
351,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
353,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
354,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
355,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
356,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
357,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
358,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
360,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
361,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
362,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
364,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
365,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
366,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
367,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
368,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
369,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
370,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
371,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
372,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
373,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
375,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
376,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
377,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
378,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
379,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
380,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
381,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
382,Bareland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
383,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
384,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
385,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
386,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
389,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
390,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
391,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
392,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
393,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
394,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
395,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
396,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
397,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
398,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
399,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
400,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
401,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
403,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
404,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
405,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
406,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
408,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
409,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
410,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
411,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
412,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
413,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
414,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
415,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
416,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
417,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
418,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
419,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
420,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
421,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
422,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
423,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
424,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
425,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
426,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
428,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
429,Bareland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
430,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
431,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
432,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
433,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
434,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
435,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
437,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
438,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
439,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
440,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
441,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
442,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
443,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
444,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
445,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
446,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
447,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
448,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
449,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
450,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
451,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
452,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
453,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
454,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
455,Bareland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
456,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
457,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
459,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
460,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
461,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
462,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
463,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
464,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
465,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
466,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
467,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
468,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
469,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
470,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
472,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
473,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
474,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
475,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
476,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
477,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
478,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
479,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
480,Bareland,Water,Water,Water,Water,NULL,NULL,Water
481,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
482,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
483,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
484,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
485,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
486,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
487,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
488,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
490,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
492,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
493,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
494,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
495,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
496,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
497,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
499,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
500,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
501,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
502,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
503,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
504,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
505,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
506,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
507,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
508,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
509,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
510,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
511,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
513,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
514,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
516,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
517,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
518,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
520,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
521,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
522,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
523,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
524,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
525,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
526,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
527,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
528,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
530,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
531,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
532,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
533,Water,NULL,Water,NULL,Water,NULL,NULL,Water
534,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
535,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
536,Water,NULL,Water,Water,Water,NULL,NULL,Water
537,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
538,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
539,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
540,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
541,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
544,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
545,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
547,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
548,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
549,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
551,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
552,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
553,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
554,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
555,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
556,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
557,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
558,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
559,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
560,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
561,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
562,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
564,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
565,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
566,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
567,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
568,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
569,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
570,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
571,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
572,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
573,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
574,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
575,Water,Bareland,Water,Water,Water,NULL,NULL,Water
576,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
577,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
578,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
580,Water,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
581,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
584,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
585,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
586,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
587,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
588,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
589,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
590,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
591,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
594,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
595,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
596,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
597,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
598,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
599,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
600,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
601,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
602,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
603,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
604,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
605,Water,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
606,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
607,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
608,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
609,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
610,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
611,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
612,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
613,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
614,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
615,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
616,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
617,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
618,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
619,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
620,Water,Water,Water,NULL,Water,NULL,NULL,Water
621,Water,Water,Water,Water,Water,NULL,NULL,Grassland
622,Water,Water,Water,Water,Water,NULL,NULL,Bareland
623,Water,Water,Water,Water,Water,NULL,NULL,Water
624,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
627,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
628,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
629,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
630,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
631,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
632,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
633,Permanent_ice_and_snow,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
634,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
636,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
637,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
638,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
639,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
640,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
641,Permanent_ice_and_snow,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
642,Permanent_ice_and_snow,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
643,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
644,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
645,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
646,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
647,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
648,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
650,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
651,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
652,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
654,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
656,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
657,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
658,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
659,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
660,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
661,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
662,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
664,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
