Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LWL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LWL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LWL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LWL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LWL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LWL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LWL_M_R
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
158,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
159,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
160,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
161,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
162,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
174,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
175,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
176,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
177,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
178,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
179,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
180,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
181,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
183,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
184,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
185,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
186,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
187,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
188,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
189,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
190,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
191,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
192,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
193,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
194,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
195,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
197,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
198,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
199,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
200,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
201,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
202,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
204,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
205,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
206,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
207,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
208,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
209,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
210,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
211,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
212,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
213,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
215,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
217,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
219,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
220,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
221,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
223,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
224,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
225,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
227,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
228,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
229,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
231,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
232,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
233,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
234,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
235,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
236,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
243,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
244,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
245,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
248,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
249,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
250,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
251,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
252,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
253,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
254,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
255,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
256,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
257,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
258,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
259,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
260,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
261,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Water
262,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
263,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
264,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
265,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
266,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
267,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
268,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
269,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
270,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
271,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
272,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
273,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
274,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
275,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
276,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
277,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
278,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
280,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
282,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
283,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
284,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
285,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
286,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
287,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
288,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
289,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
290,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
291,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
292,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
293,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
294,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
295,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
296,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
297,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
298,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Bareland
299,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
300,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
301,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Grassland
302,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
303,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
304,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
305,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
306,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
307,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
308,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
309,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
310,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
311,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Forest
312,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
313,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,NULL
314,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Grassland
315,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
316,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
317,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
318,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
319,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
320,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
321,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
322,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
