Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNJ_M_R
2828,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2829,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2830,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2831,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2832,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2833,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2834,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2835,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2836,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2837,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
2838,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2839,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2840,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2841,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2842,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
2843,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2844,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2845,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2846,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2847,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2848,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2849,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2850,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2851,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2852,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2853,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2854,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2855,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
2856,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2857,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2858,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2859,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
2860,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2861,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2862,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2863,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2864,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2865,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2866,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2867,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2868,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2869,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2870,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2871,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2872,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
2873,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
2874,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2875,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2876,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2877,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2878,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2879,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2880,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2881,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2882,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2883,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2884,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2885,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2886,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2887,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2888,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2889,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2890,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2891,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
2892,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2893,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
2894,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
2895,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
2896,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2897,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2898,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2899,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2900,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2901,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2902,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2903,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
2904,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2905,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2906,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2907,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2908,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2909,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2910,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2911,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2912,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2913,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2914,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2915,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2916,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2917,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2918,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
2919,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
2920,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
2921,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2922,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2923,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2924,NULL,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
2925,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2926,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2927,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
2928,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2929,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2930,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
2931,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2932,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2933,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
2934,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
2935,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
2936,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2937,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2938,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2939,NULL,Water,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2940,NULL,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2941,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
2942,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2943,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
2944,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2945,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2946,NULL,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
2947,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2948,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2949,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2950,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2951,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2952,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2953,NULL,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2954,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
2955,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
2956,NULL,Water,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
2957,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2958,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2959,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2960,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2961,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2962,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2963,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2964,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2965,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2966,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2967,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2968,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2969,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2970,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2971,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2972,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2973,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2974,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2975,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2976,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2977,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2978,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2979,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2980,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2981,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2982,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2983,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2984,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
2985,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2986,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2987,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2988,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2989,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2990,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
2991,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2992,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2993,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2994,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2995,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2996,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2997,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2998,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2999,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3000,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3001,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3002,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3003,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3004,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
3005,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3006,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3007,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3008,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3009,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3010,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3011,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3012,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3013,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3014,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3015,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3016,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3017,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3018,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3019,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3020,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3021,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3022,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3023,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3024,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3025,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3026,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3027,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3028,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3029,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3030,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3031,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3032,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3033,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3034,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3035,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3036,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3037,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3038,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3039,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3040,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3041,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3042,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3043,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3044,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3045,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3046,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3047,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3048,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3049,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3050,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3051,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3052,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3053,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3054,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3055,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3056,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3057,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3058,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3059,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3060,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3061,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3062,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3063,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3064,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3065,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3066,NULL,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3067,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3068,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3069,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3070,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3071,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3072,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3073,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3074,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3075,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3076,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3077,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3078,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3079,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3080,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3081,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3082,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3083,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3084,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3085,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3086,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3087,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3088,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3089,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3090,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3091,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3092,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3093,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3094,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3095,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3096,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3097,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3098,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3099,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3100,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3101,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3102,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3103,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3104,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3105,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3106,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3107,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3108,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3109,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3110,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3111,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3112,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3113,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3114,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3115,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3116,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3117,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3118,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3119,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3120,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3121,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3122,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3123,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3124,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3125,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3126,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3127,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3128,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3129,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3130,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3131,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3132,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3133,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3134,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3135,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3136,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3137,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3138,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3139,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3140,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3141,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3142,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3143,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3144,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3145,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3146,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3147,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3148,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3149,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
