Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LTQ_M_R
1347,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1348,Bareland,Bareland,NULL,NULL,Non_Wetland,Water
1349,Bareland,Bareland,NULL,NULL,Non_Wetland,Permanent_ice_and_snow
1350,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1351,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1352,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1353,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1354,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1355,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1356,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1357,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1358,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL
1359,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1360,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1361,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1362,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1363,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1364,Bareland,Bareland,Shrubland,Water,Non_Wetland,Forest
1365,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
1366,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1367,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1368,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1369,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
1370,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
1371,Bareland,Bareland,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1372,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1373,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1374,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1375,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
1376,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1377,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1378,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
1379,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
1380,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1381,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1382,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1383,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
1384,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
1385,Bareland,Bareland,Wetland,NULL,Wetland,Water
1386,Bareland,Bareland,Wetland,NULL,Wetland,Permanent_ice_and_snow
1387,Bareland,Bareland,Wetland,Water,Wetland,Bareland
1388,Bareland,Bareland,Wetland,Water,Wetland,Water
1389,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
1390,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1391,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1392,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
1393,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
1394,Bareland,Bareland,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1395,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
1396,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
1397,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1398,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
1399,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1400,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
1401,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
1402,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
1403,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
1404,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
1405,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
1406,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
1407,Bareland,Bareland,Bareland,Water,Non_Wetland,Permanent_ice_and_snow
1408,Bareland,Bareland,Bareland,Water,Non_Wetland,Forest
1409,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
1410,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1411,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1412,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
1413,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
1414,Bareland,Bareland,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1415,Bareland,Bareland,Built-up,NULL,Non_Wetland,Forest
1416,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
1417,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1418,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Water
1419,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
1420,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
1421,Bareland,Bareland,Water,NULL,NULL,Grassland
1422,Bareland,Bareland,Water,NULL,NULL,Bareland
1423,Bareland,Bareland,Water,NULL,NULL,Water
1424,Bareland,Bareland,Water,NULL,NULL,Permanent_ice_and_snow
1425,Bareland,Bareland,Water,NULL,NULL,Forest
1426,Bareland,Bareland,Water,NULL,Water,Grassland
1427,Bareland,Bareland,Water,NULL,Water,Bareland
1428,Bareland,Bareland,Water,NULL,Water,Built-up
1429,Bareland,Bareland,Water,NULL,Water,Water
1430,Bareland,Bareland,Water,NULL,Water,Permanent_ice_and_snow
1431,Bareland,Bareland,Water,NULL,Water,Forest
1432,Bareland,Bareland,Water,Non_Water,Water,Bareland
1433,Bareland,Bareland,Water,Non_Water,Water,Water
1434,Bareland,Bareland,Water,Water,NULL,Grassland
1435,Bareland,Bareland,Water,Water,NULL,Bareland
1436,Bareland,Bareland,Water,Water,NULL,Permanent_ice_and_snow
1437,Bareland,Bareland,Water,Water,Water,Grassland
1438,Bareland,Bareland,Water,Water,Water,Bareland
1439,Bareland,Bareland,Water,Water,Water,Water
1440,Bareland,Bareland,Water,Water,Water,Permanent_ice_and_snow
1441,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1442,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1443,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1444,Bareland,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1445,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Bareland
1446,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Water
1447,Bareland,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,Permanent_ice_and_snow
1448,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL
1449,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
1450,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
1451,Bareland,Bareland,Forest,NULL,Non_Wetland,Water
1452,Bareland,Bareland,Forest,NULL,Non_Wetland,Permanent_ice_and_snow
1453,Bareland,Bareland,Forest,Water,Non_Wetland,Bareland
1454,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1455,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1456,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1457,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1458,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1459,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Water
1460,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Forest
1461,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1462,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1463,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
1464,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
1465,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1466,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1467,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1468,Bareland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1469,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
1470,Bareland,Built-up,Shrubland,Water,Non_Wetland,Water
1471,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
1472,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1473,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1474,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1475,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
1476,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
1477,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
1478,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
1479,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
1480,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1481,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
1482,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
1483,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
1484,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1485,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1486,Bareland,Built-up,Wetland,Water,Wetland,Grassland
1487,Bareland,Built-up,Wetland,Water,Wetland,Bareland
1488,Bareland,Built-up,Wetland,Water,Wetland,Water
1489,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
1490,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1491,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
1492,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
1493,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
1494,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
1495,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
1496,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1497,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1498,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Water
1499,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1500,Bareland,Built-up,Bareland,Water,Non_Wetland,NULL
1501,Bareland,Built-up,Bareland,Water,Non_Wetland,Grassland
1502,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
1503,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
1504,Bareland,Built-up,Bareland,Water,Non_Wetland,Forest
1505,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
1506,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1507,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
1508,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
1509,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1510,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
1511,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
1512,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
1513,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
1514,Bareland,Built-up,Built-up,Water,Non_Wetland,Grassland
1515,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
1516,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
1517,Bareland,Built-up,Built-up,Water,Non_Wetland,Water
1518,Bareland,Built-up,Water,NULL,Water,Bareland
1519,Bareland,Built-up,Water,NULL,Water,Water
1520,Bareland,Built-up,Water,Water,Water,Bareland
1521,Bareland,Built-up,Water,Water,Water,Water
1522,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
1523,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
1524,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
1525,Bareland,Built-up,Forest,Non_Water,Non_Wetland,Forest
1526,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
1527,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
1528,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
1529,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
1530,Bareland,Water,Shrubland,NULL,Non_Wetland,Built-up
1531,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
1532,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
1533,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL
1534,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1535,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1536,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
1537,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1538,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
1539,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
1540,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
1541,Bareland,Water,Shrubland,Water,Non_Wetland,Built-up
1542,Bareland,Water,Shrubland,Water,Non_Wetland,Water
1543,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
1544,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
1545,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
1546,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
1547,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
1548,Bareland,Water,Grassland,NULL,Non_Wetland,Water
1549,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
1550,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
1551,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
1552,Bareland,Water,Grassland,Water,Non_Wetland,Water
1553,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
1554,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
1555,Bareland,Water,Cropland,NULL,Non_Wetland,Water
1556,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
1557,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
1558,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
1559,Bareland,Water,Wetland,NULL,Wetland,Bareland
1560,Bareland,Water,Wetland,NULL,Wetland,Water
1561,Bareland,Water,Wetland,NULL,Wetland,Permanent_ice_and_snow
1562,Bareland,Water,Wetland,Non_Water,Wetland,Water
1563,Bareland,Water,Wetland,Water,Wetland,NULL
1564,Bareland,Water,Wetland,Water,Wetland,Grassland
1565,Bareland,Water,Wetland,Water,Wetland,Bareland
1566,Bareland,Water,Wetland,Water,Wetland,Water
1567,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
1568,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
1569,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
1570,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
1571,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
1572,Bareland,Water,Bareland,NULL,Non_Wetland,Water
1573,Bareland,Water,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1574,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
1575,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL
1576,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
1577,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
1578,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
1579,Bareland,Water,Bareland,Water,Non_Wetland,NULL
1580,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
1581,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
1582,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
1583,Bareland,Water,Bareland,Water,Non_Wetland,Built-up
1584,Bareland,Water,Bareland,Water,Non_Wetland,Water
1585,Bareland,Water,Bareland,Water,Non_Wetland,Forest
1586,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
1587,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
1588,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
1589,Bareland,Water,Built-up,NULL,Non_Wetland,Water
1590,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
1591,Bareland,Water,Built-up,Non_Water,Non_Wetland,Grassland
1592,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland
1593,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
1594,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
1595,Bareland,Water,Built-up,Water,Non_Wetland,Water
1596,Bareland,Water,Water,NULL,NULL,Bareland
1597,Bareland,Water,Water,NULL,NULL,Permanent_ice_and_snow
1598,Bareland,Water,Water,NULL,Water,Grassland
1599,Bareland,Water,Water,NULL,Water,Bareland
1600,Bareland,Water,Water,NULL,Water,Built-up
1601,Bareland,Water,Water,NULL,Water,Water
1602,Bareland,Water,Water,Non_Water,Water,Bareland
1603,Bareland,Water,Water,Non_Water,Water,Water
1604,Bareland,Water,Water,Water,Water,Grassland
1605,Bareland,Water,Water,Water,Water,Bareland
1606,Bareland,Water,Water,Water,Water,Water
1607,Bareland,Water,Water,Water,Water,Forest
1608,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1609,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1610,Bareland,Water,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1611,Bareland,Water,Permanent_ice_and_snow,Water,Non_Wetland,Water
1612,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
1613,Bareland,Water,Forest,NULL,Non_Wetland,Forest
1614,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
1615,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Grassland
1616,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland
1617,Bareland,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1618,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Grassland
1619,Bareland,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,Bareland
1620,Bareland,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland
1621,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Grassland
1622,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
1623,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1624,Bareland,Permanent_ice_and_snow,Bareland,Non_Water,Non_Wetland,Bareland
1625,Bareland,Permanent_ice_and_snow,Bareland,Water,Non_Wetland,Bareland
1626,Bareland,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland
1627,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Grassland
1628,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Bareland
1629,Bareland,Permanent_ice_and_snow,Water,NULL,NULL,Permanent_ice_and_snow
1630,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Grassland
1631,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Bareland
1632,Bareland,Permanent_ice_and_snow,Water,NULL,Water,Permanent_ice_and_snow
1633,Bareland,Permanent_ice_and_snow,Water,Water,Water,Bareland
1634,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Grassland
1635,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Bareland
1636,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Water
1637,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,Permanent_ice_and_snow
1638,Bareland,Permanent_ice_and_snow,Permanent_ice_and_snow,Non_Water,Non_Wetland,Bareland
1639,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
1640,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1641,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1642,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
1643,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
1644,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
1645,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
1646,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
1647,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
1648,Bareland,Forest,Water,NULL,Water,Bareland
1649,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
1650,Water,NULL,NULL,NULL,Non_Wetland,Grassland
1651,Water,NULL,NULL,NULL,Non_Wetland,Lichens_and_Mosses
1652,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
1653,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
1654,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
1655,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
1656,Water,NULL,Shrubland,NULL,Non_Wetland,Lichens_and_Mosses
1657,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
1658,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
1659,Water,NULL,Shrubland,NULL,Non_Wetland,Water
1660,Water,NULL,Shrubland,NULL,Non_Wetland,Permanent_ice_and_snow
1661,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
1662,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1663,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1664,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1665,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1666,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
1667,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1668,Water,NULL,Shrubland,Water,Non_Wetland,NULL
1669,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
1670,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
1671,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
1672,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
1673,Water,NULL,Shrubland,Water,Non_Wetland,Built-up
1674,Water,NULL,Shrubland,Water,Non_Wetland,Water
1675,Water,NULL,Shrubland,Water,Non_Wetland,Permanent_ice_and_snow
1676,Water,NULL,Shrubland,Water,Non_Wetland,Forest
1677,Water,NULL,Grassland,NULL,Non_Wetland,NULL
1678,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
1679,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
1680,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
1681,Water,NULL,Grassland,NULL,Non_Wetland,Lichens_and_Mosses
1682,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
1683,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
1684,Water,NULL,Grassland,NULL,Non_Wetland,Water
1685,Water,NULL,Grassland,NULL,Non_Wetland,Permanent_ice_and_snow
1686,Water,NULL,Grassland,NULL,Non_Wetland,Forest
1687,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1688,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
1689,Water,NULL,Grassland,Water,Non_Wetland,NULL
1690,Water,NULL,Grassland,Water,Non_Wetland,Grassland
1691,Water,NULL,Grassland,Water,Non_Wetland,Cropland
1692,Water,NULL,Grassland,Water,Non_Wetland,Bareland
1693,Water,NULL,Grassland,Water,Non_Wetland,Water
1694,Water,NULL,Grassland,Water,Non_Wetland,Forest
1695,Water,NULL,Cropland,NULL,Non_Wetland,NULL
1696,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
1697,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
1698,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
1699,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
1700,Water,NULL,Cropland,NULL,Non_Wetland,Water
1701,Water,NULL,Cropland,NULL,Non_Wetland,Forest
1702,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1703,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
1704,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
1705,Water,NULL,Cropland,Water,Non_Wetland,Grassland
1706,Water,NULL,Cropland,Water,Non_Wetland,Water
1707,Water,NULL,Wetland,NULL,Wetland,Grassland
1708,Water,NULL,Wetland,NULL,Wetland,Wetland
1709,Water,NULL,Wetland,NULL,Wetland,Bareland
1710,Water,NULL,Wetland,NULL,Wetland,Permanent_ice_and_snow
1711,Water,NULL,Wetland,NULL,Wetland,Forest
1712,Water,NULL,Wetland,Non_Water,Wetland,Wetland
1713,Water,NULL,Wetland,Water,Wetland,NULL
1714,Water,NULL,Wetland,Water,Wetland,Grassland
1715,Water,NULL,Wetland,Water,Wetland,Wetland
1716,Water,NULL,Wetland,Water,Wetland,Bareland
1717,Water,NULL,Wetland,Water,Wetland,Water
1718,Water,NULL,Wetland,Water,Wetland,Forest
1719,Water,NULL,Bareland,NULL,Non_Wetland,NULL
1720,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
1721,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
1722,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
1723,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
1724,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
1725,Water,NULL,Bareland,NULL,Non_Wetland,Water
1726,Water,NULL,Bareland,NULL,Non_Wetland,Permanent_ice_and_snow
1727,Water,NULL,Bareland,NULL,Non_Wetland,Forest
1728,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL
1729,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1730,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1731,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
1732,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
1733,Water,NULL,Bareland,Water,Non_Wetland,NULL
1734,Water,NULL,Bareland,Water,Non_Wetland,Grassland
1735,Water,NULL,Bareland,Water,Non_Wetland,Bareland
1736,Water,NULL,Bareland,Water,Non_Wetland,Water
1737,Water,NULL,Bareland,Water,Non_Wetland,Forest
1738,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
1739,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
1740,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
1741,Water,NULL,Built-up,NULL,Non_Wetland,Water
1742,Water,NULL,Built-up,NULL,Non_Wetland,Permanent_ice_and_snow
1743,Water,NULL,Built-up,NULL,Non_Wetland,Forest
1744,Water,NULL,Built-up,Water,Non_Wetland,NULL
1745,Water,NULL,Built-up,Water,Non_Wetland,Grassland
1746,Water,NULL,Built-up,Water,Non_Wetland,Bareland
1747,Water,NULL,Built-up,Water,Non_Wetland,Water
1748,Water,NULL,Built-up,Water,Non_Wetland,Forest
1749,Water,NULL,Water,NULL,NULL,Grassland
1750,Water,NULL,Water,NULL,NULL,Bareland
1751,Water,NULL,Water,NULL,NULL,Water
1752,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
