Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNE_M_R
1879,NULL,Cropland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Cropland
1880,NULL,Cropland,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
1881,NULL,Cropland,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
1882,NULL,Cropland,NULL,Water,Non_Wetland,Water,Grassland,Grassland
1883,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1884,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1885,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1886,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1887,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1888,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1889,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1890,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1891,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1892,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1893,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
1894,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1895,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1896,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1897,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1898,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1899,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1900,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
1901,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1902,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1903,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
1904,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1905,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1906,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1907,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1908,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1909,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
1910,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1911,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1912,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1913,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1914,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1915,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1916,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1917,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1918,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1919,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1920,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1921,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1922,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
1923,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
1924,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1925,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1926,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1927,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1928,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1929,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1930,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1931,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1932,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1933,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1934,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1935,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1936,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1937,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1938,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1939,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1940,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1941,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1942,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1943,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1944,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1945,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1946,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1947,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1948,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1949,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1950,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1951,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1952,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1953,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1954,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1955,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1956,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1957,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1958,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1959,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1960,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1961,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1962,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1963,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1964,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
1965,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1966,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1967,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1968,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1969,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1970,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
1971,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
1972,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
1973,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
1974,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1975,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
1976,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1977,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
1978,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
1979,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
1980,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1981,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
1982,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1983,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1984,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1985,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1986,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1987,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1988,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1989,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1990,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1991,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1992,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1993,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1994,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1995,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1996,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1997,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
1998,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1999,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
2000,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
2001,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2002,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Water
2003,NULL,Cropland,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
2004,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
2005,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Water,Water
2006,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2007,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2008,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2009,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2010,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2011,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
2012,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2013,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2014,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
2015,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2016,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2017,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2018,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2019,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2020,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2021,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2022,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2023,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
2024,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2025,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2026,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2027,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2028,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2029,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2030,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2031,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2032,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2033,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2034,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2035,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
2036,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2037,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2038,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
2039,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2040,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
2041,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
2042,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2043,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
2044,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2045,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2046,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2047,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2048,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2049,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2050,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2051,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2052,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2053,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2054,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2055,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2056,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2057,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2058,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2059,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2060,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2061,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2062,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2063,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2064,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2065,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2066,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2067,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2068,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2069,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2070,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2071,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2072,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2073,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2074,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2075,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2076,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2077,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2078,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2079,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
2080,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2081,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2082,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
2083,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2084,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
2085,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2086,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2087,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2088,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2089,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2090,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2091,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2092,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2093,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2094,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2095,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2096,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
2097,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2098,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2099,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2100,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2101,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2102,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2103,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2104,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2105,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2106,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2107,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2108,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2109,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2110,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2111,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2112,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2113,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2114,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
2115,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2116,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2117,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2118,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2119,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2120,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2121,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2122,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2123,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2124,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2125,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2126,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2127,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2128,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2129,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2130,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2131,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2132,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2133,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2134,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
2135,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2136,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2137,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2138,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2139,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2140,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
2141,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
2142,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
2143,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
2144,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
2145,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2146,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2147,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2148,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2149,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2150,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2151,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2152,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2153,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2154,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2155,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2156,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2157,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2158,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
2159,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
2160,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2161,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2162,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2163,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
2164,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2165,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2166,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
2167,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
2168,NULL,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
2169,NULL,Cropland,Cropland,Water,Non_Wetland,Water,Water,Water
2170,NULL,Cropland,Cropland,Water,Non_Wetland,Forest,Water,Grassland
2171,NULL,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
2172,NULL,Cropland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
2173,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2174,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
2175,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
2176,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2177,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2178,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
2179,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
2180,NULL,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
2181,NULL,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
2182,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2183,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2184,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2185,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2186,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2187,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2188,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2189,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2190,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
