Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCR_M_R
2331,Forest,Forest,Wetland,Water,Wetland,Shrubland,Water,Grassland
2332,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2333,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
2334,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
2335,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
2336,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2337,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2338,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2339,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
2340,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2341,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2342,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
2343,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
2344,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
2345,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2346,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
2347,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2348,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2349,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2350,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2351,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
2352,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2353,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2354,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2355,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2356,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2357,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2358,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
2359,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2360,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2361,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2362,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2363,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2364,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2365,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2366,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2367,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2368,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2369,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2370,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2371,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2372,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
2373,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
2374,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2375,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2376,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2377,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2378,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
2379,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2380,Forest,Forest,Water,NULL,Water,NULL,Shrubland,Forest
2381,Forest,Forest,Water,NULL,Water,NULL,Grassland,Forest
2382,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
2383,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2384,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2385,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2386,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2387,Forest,Forest,Water,NULL,Water,Shrubland,Wetland,Forest
2388,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
2389,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2390,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
2391,Forest,Forest,Water,NULL,Water,Grassland,Bareland,Forest
2392,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
2393,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
2394,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
2395,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2396,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2397,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2398,Forest,Forest,Water,NULL,Water,Water,Shrubland,Forest
2399,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
2400,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
2401,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2402,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
2403,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2404,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2405,Forest,Forest,Water,NULL,Water,Forest,Shrubland,Forest
2406,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
2407,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
2408,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2409,Forest,Forest,Water,NULL,Water,Forest,Bareland,Forest
2410,Forest,Forest,Water,NULL,Water,Forest,Water,Water
2411,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2412,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2413,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
2414,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2415,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2416,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2417,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2418,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
2419,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2420,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2421,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
2422,Forest,Forest,Water,Non_Water,Water,Forest,Grassland,Forest
2423,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2424,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2425,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2426,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2427,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2428,Forest,Forest,Water,Water,Water,NULL,Water,Water
2429,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2430,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2431,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2432,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2433,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
2434,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2435,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2436,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2437,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2438,Forest,Forest,Water,Water,Water,Water,Grassland,Forest
2439,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2440,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2441,Forest,Forest,Water,Water,Water,Water,Bareland,Forest
2442,Forest,Forest,Water,Water,Water,Water,Water,Water
2443,Forest,Forest,Water,Water,Water,Water,Water,Forest
2444,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2445,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2446,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2447,Forest,Forest,Water,Water,Water,Forest,Water,Water
2448,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2449,Forest,Forest,Water,Water,Water,Forest,Forest,Water
2450,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2451,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2452,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2453,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2454,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2455,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2456,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2457,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2458,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2459,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2460,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2461,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2462,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
2463,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2464,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2465,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2466,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2467,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2468,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2469,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2470,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2471,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2472,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2473,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2474,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2475,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2476,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2477,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2478,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2479,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2480,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2481,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2482,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2483,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2484,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2485,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2486,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2487,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2488,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2489,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2490,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2491,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2492,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2493,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2494,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2495,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2496,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2497,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2498,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2499,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2500,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2501,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2502,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2503,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2504,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2505,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2506,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2507,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2508,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2509,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2510,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2511,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2512,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2513,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2514,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2515,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2516,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2517,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2518,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2519,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2520,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
2521,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2522,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2523,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2524,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2525,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2526,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2527,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2528,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2529,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2530,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2531,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2532,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2533,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2534,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2535,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2536,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2537,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2538,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2539,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2540,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2541,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2542,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2543,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2544,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
2545,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2546,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2547,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2548,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2549,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2550,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,NULL
2551,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2552,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2553,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2554,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2555,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2556,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2557,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2558,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2559,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2560,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2561,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2562,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2563,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2564,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2565,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2566,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
2567,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2568,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2569,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2570,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2571,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2572,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2573,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2574,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2575,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2576,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2577,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2578,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2579,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2580,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2581,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2582,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2583,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2584,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2585,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2586,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2587,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2588,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2589,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2590,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2591,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
2592,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
2593,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
2594,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2595,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2596,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2597,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2598,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
2599,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2600,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2601,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2602,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2603,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
