Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LMJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LMJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LMJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LMJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LMJ_M_R
1993,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
1994,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
1995,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1996,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
1997,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
1998,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1999,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2000,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2001,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2002,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2004,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2005,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2006,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2007,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2008,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
2009,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
2010,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
2011,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
2012,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2013,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2014,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2015,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2016,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2017,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2018,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2019,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2020,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2021,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2022,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2023,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2024,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2025,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2026,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
2027,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
2028,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
2029,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2030,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2031,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2032,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2033,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2034,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2035,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2036,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2037,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2038,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2039,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2040,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2041,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2042,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2043,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2044,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2045,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2046,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2047,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2048,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2049,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2050,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2051,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2052,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2053,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2054,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2055,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2056,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2057,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2058,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2059,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2060,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2061,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2062,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2063,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
2064,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2065,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2066,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2067,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2068,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2069,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2070,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2071,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2072,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2073,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2074,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2075,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2076,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2077,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2078,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2079,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2080,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2081,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2082,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2083,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2084,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2085,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2086,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2087,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2088,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2089,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2090,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2091,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
2092,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2093,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2094,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
2095,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2096,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2097,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2098,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2099,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2100,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2111,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
2116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2138,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2139,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2140,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2141,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2142,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
2143,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2144,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2145,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2146,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2147,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2148,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2149,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
2150,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
2153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
2154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2164,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2165,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,NULL
2166,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2167,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2168,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2169,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
2170,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2171,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2172,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2173,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2174,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2175,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2176,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2177,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2178,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2179,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2180,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2181,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2182,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
2183,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2184,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
2185,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2186,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2187,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2188,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2189,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2190,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2191,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2192,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2193,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2194,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2195,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2196,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2197,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2198,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2199,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2200,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2201,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2202,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2203,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2205,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2206,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2207,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2208,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2209,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2210,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2211,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2212,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2213,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2214,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2215,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2216,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2217,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2218,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2219,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2220,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2221,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2222,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2223,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2224,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2225,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2226,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2227,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2228,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2229,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2230,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2231,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2232,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2233,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2234,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2235,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2236,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2237,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
2238,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2239,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2240,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2241,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
2242,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2243,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2244,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2245,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2246,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2247,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2248,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2249,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2251,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2252,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2253,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2254,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2255,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2256,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2257,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2258,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2259,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2260,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2261,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2262,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2263,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2264,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2265,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2266,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2267,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2268,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2269,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2270,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2271,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2272,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
2273,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2274,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2275,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2276,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2277,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2278,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2279,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2280,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2281,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
2282,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2283,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2284,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
2285,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2286,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2287,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2288,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2289,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2290,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2291,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2292,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2293,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2294,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2295,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2296,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2297,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2298,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2299,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2300,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2301,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2302,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2303,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
