Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NQM_M_R
342,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
343,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
344,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
346,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
347,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
349,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
350,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
353,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
354,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
355,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
356,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
357,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
358,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
359,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
360,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
361,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
362,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
363,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
364,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
366,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
367,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
368,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
370,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
371,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
374,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
375,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
376,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
377,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
378,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
379,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
380,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
381,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
382,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
383,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
384,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
385,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
386,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
387,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
388,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
389,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
390,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
391,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
392,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
393,NULL,Water,Water,NULL,Water,NULL,NULL,Water
394,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
395,NULL,Water,Water,Non_Water,Water,NULL,NULL,Grassland
396,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
397,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
398,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
399,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
400,NULL,Water,Water,Water,Water,NULL,NULL,Water
401,NULL,Water,Water,Water,Water,NULL,NULL,Forest
402,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
404,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
405,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
406,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
408,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
409,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
413,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
414,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
420,NULL,Permanent_ice_and_snow,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
422,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
423,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
424,NULL,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
425,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
426,NULL,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Forest
427,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
428,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
429,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
430,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
431,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
432,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
433,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
434,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
435,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
437,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
438,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
439,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
440,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
441,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
442,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
446,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
447,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
449,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
451,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
452,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
453,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
454,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
455,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
456,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
457,NULL,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
458,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
462,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
463,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
464,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
465,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
466,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
467,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
468,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
469,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
470,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
471,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
473,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
474,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
475,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
477,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
478,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
479,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
480,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
481,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
482,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
485,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
488,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
489,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
490,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
492,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
493,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
494,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
495,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
496,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
497,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
498,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
500,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
502,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
503,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
504,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
505,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
506,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
510,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
511,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
514,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
519,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Grassland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
524,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
525,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
527,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
528,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
529,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
530,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
531,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
532,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
535,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
536,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
537,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
539,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
545,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
546,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
547,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
548,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
549,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
551,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
553,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
554,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
555,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
557,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
558,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
559,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
560,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
561,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
565,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
566,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
567,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
569,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
572,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
573,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
574,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
577,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
580,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
581,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
582,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
586,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
587,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
590,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
594,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
595,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
596,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
600,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
601,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
602,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
603,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
604,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
605,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
609,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
610,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
611,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
612,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
613,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
615,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
616,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
617,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
618,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
619,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
620,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
621,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
622,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
623,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
624,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
625,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
626,Cropland,Water,Water,Water,Water,NULL,NULL,Water
627,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
628,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
629,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
630,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
631,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
633,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
634,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
635,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
636,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
637,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
639,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
640,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
642,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
644,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
645,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
646,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
647,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
649,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
650,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
651,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
652,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
653,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
654,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
656,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
657,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
658,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
659,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
660,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
661,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
662,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
664,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
665,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
666,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
667,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
668,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
670,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
672,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
673,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
674,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
675,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
676,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
677,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
678,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
679,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
680,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
681,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
682,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
683,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
684,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
685,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
686,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
688,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
