Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVU_M_R
38,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
39,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
40,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
41,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
42,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
43,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
44,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
45,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
46,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
47,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
48,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
49,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
50,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
51,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
52,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
53,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
54,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
55,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Bareland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
90,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
91,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
92,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
93,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
94,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
95,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
96,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
97,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
98,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
99,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
100,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
101,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
102,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
103,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
104,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
105,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
106,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
107,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
108,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
109,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
110,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Water
111,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
112,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
113,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
114,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
115,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
116,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
117,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
120,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
122,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
123,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
124,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
125,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
126,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
127,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
129,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
131,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
132,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
133,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
135,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
136,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
137,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
138,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
139,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
140,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
141,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
142,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
143,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
144,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
145,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
146,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
147,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
148,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
149,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
150,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
151,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
152,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
153,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
154,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
155,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
156,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
157,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
158,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
159,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
160,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
161,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
162,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
163,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
164,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
165,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
166,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
167,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
168,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
169,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
170,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
171,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
172,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
173,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
174,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
175,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
176,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
177,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
178,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
179,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
180,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
181,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
182,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
183,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
184,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
185,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
186,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
187,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
188,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
189,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
190,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
191,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
192,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
193,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
194,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
195,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
196,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
197,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
198,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
199,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
200,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
201,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
202,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
203,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
204,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
205,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
206,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
207,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
208,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
209,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
210,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
211,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
212,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
213,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Grassland,Grassland
214,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
215,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
216,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
217,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
218,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
220,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
221,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
222,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
223,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
224,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
225,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
226,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
227,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
228,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
229,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
230,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
231,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
232,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
233,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
234,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
235,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
236,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
237,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
238,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
239,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
240,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
241,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
242,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
243,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
245,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
246,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
247,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
248,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
249,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
250,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
251,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
252,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
253,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
254,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
255,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
256,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
257,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
258,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Bareland
259,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
260,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
261,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
262,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
263,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
264,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
265,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Bareland
266,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
267,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
268,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
269,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
270,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
271,NULL,NULL,Water,Water,Water,Grassland,Wetland,Wetland
272,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
273,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
274,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
275,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
276,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
277,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
278,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
279,NULL,NULL,Water,Water,Water,Wetland,Forest,Grassland
280,NULL,NULL,Water,Water,Water,Wetland,Forest,Forest
281,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
282,NULL,NULL,Water,Water,Water,Water,Water,Wetland
283,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
284,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
285,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
286,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
287,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
288,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
289,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
290,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
291,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
292,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
293,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
294,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
295,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
296,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
297,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
298,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
299,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
300,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
301,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
302,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
304,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
305,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
306,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
307,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
308,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
309,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
310,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
311,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
312,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
313,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
314,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
318,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
319,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
320,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
321,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
322,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
323,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
324,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
327,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
328,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
329,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
330,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
331,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
332,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
333,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
334,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
