Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWR_M_R
1776,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1777,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
1778,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1779,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1780,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1781,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1782,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1783,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1784,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1785,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1786,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
1787,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1788,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1789,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1790,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1791,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1792,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1793,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1794,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1795,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
1796,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1797,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1798,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1799,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1800,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1801,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1802,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1803,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1804,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1805,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1806,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
1807,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1808,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1809,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1810,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1811,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1812,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1813,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1814,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1815,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1816,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1817,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1818,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1819,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
1820,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1821,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1822,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1823,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1824,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1825,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1826,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1827,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1828,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1829,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1830,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1831,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1832,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1833,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1834,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1835,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1836,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
1837,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1838,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1839,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
1840,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
1841,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
1842,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1843,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1844,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1845,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1846,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1847,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1848,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1849,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1850,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1851,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1852,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1853,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1854,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1855,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1856,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
1857,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1858,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1859,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1860,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1861,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1862,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1863,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1864,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1865,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1866,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1867,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
1868,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
1869,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1870,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
1871,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1872,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1873,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1874,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1875,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
1876,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
1877,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
1878,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1879,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1880,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1881,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1882,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1883,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1884,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1885,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1886,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1887,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1888,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1889,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
1890,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1891,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1892,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1893,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1894,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1895,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1896,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1897,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1898,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1899,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1900,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1901,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1902,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1903,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1904,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1905,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1906,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
1907,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1908,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
1909,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
1910,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1911,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1912,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1913,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
1914,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1915,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1916,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
1917,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1918,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1919,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
1920,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1921,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1922,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1923,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1924,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1925,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1926,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1927,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1928,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1929,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1930,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
1931,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1932,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1933,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1934,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1935,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1936,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1937,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1938,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1939,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1940,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
1941,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
1942,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
1943,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
1944,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1945,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1946,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1947,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1948,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1949,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1950,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1951,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1952,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1953,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1954,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1955,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1956,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1957,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
1958,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1959,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1960,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1961,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1962,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1963,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1964,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1965,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1966,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1967,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1968,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1969,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1970,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
1971,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1972,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1973,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1974,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1975,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1976,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
1977,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1978,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1979,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1980,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
1981,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,NULL
1982,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1983,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
1984,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
1985,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1986,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1987,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
1988,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
1989,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1990,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1991,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1992,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1993,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
1994,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1995,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1996,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1997,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1998,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,NULL
1999,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2000,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2001,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2002,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2003,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2004,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2005,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2006,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2007,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2008,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2009,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Cropland
2010,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
2011,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
2012,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
2013,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
2014,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
2015,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2016,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
2017,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2018,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2019,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2020,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,NULL,Water
2021,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2022,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2023,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2024,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
2025,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
2026,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Grassland
2027,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Forest
2028,NULL,Built-up,Water,NULL,Water,NULL,Water,NULL
2029,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
2030,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Built-up
2031,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
2032,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
2033,NULL,Built-up,Water,NULL,Water,Grassland,Built-up,NULL
2034,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Cropland
2035,NULL,Built-up,Water,NULL,Water,Wetland,Grassland,Forest
2036,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
2037,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
2038,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
2039,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Grassland
2040,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
2041,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2042,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2043,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
2044,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
2045,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
2046,NULL,Built-up,Water,NULL,Water,Bareland,Water,Bareland
2047,NULL,Built-up,Water,NULL,Water,Bareland,Forest,NULL
2048,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Forest
2049,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
2050,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Forest
2051,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Forest
2052,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2053,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
2054,NULL,Built-up,Water,NULL,Water,Forest,NULL,Grassland
2055,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
2056,NULL,Built-up,Water,NULL,Water,Forest,Grassland,Forest
2057,NULL,Built-up,Water,Water,Water,Bareland,NULL,Bareland
2058,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2059,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2060,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2061,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2062,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2063,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2064,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2065,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2066,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2067,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Built-up
2068,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2069,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2070,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
2071,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2072,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2073,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2074,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2075,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2076,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2077,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2078,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2079,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
2080,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Water
2081,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2082,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2083,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2084,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2085,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2086,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2087,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2088,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2089,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2090,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2091,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2092,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2093,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2094,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2095,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2096,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2097,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2098,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2099,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2100,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
