Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTE_M_R
3635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3641,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3642,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3643,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3644,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3645,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3646,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3647,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3651,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3652,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3653,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3654,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3655,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3656,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3657,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3658,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3659,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3660,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3661,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3662,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3663,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3664,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3665,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3666,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3667,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3668,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3669,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3670,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3671,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3672,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3673,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3674,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3675,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3676,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3677,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3678,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3679,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3680,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3681,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3682,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3683,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3684,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3685,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3686,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3687,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3688,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3689,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3690,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3691,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3692,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3693,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3694,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3695,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
3696,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3697,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3698,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3699,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3700,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3701,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3702,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3703,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3704,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
3705,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3706,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3707,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3708,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3709,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3710,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3711,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3712,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3713,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3714,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3715,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3716,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3717,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3718,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3719,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3720,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3721,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3722,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3723,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3724,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3725,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3726,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3727,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3728,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3729,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3730,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3731,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3732,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3733,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3734,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3735,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3736,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3737,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3738,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3739,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3740,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3741,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3742,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3743,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3744,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3745,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3746,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3747,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3748,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3749,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3750,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3751,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3752,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3753,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3754,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3755,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3756,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
3757,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
3758,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
3759,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
3760,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3761,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3762,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3763,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3764,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3765,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3766,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
3767,Grassland,Cropland,Wetland,Water,Wetland,Water,Shrubland,Grassland
3768,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
3769,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
3770,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
3771,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
3772,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Cropland
3773,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
3774,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
3775,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3776,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3777,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3778,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3779,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
3780,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
3781,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3782,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
3783,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Cropland
3784,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Built-up
3785,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3786,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
3787,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Cropland
3788,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3789,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3790,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3791,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3792,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3793,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3794,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3795,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3796,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
3797,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
3798,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3799,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3800,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3801,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3802,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3803,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3804,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3805,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
3806,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3807,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3808,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3809,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3810,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3811,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3812,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3813,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3814,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3815,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3816,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3817,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3818,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3819,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3820,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3821,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3822,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
3823,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
3824,Grassland,Cropland,Water,NULL,Water,NULL,Shrubland,Forest
3825,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
3826,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Forest
3827,Grassland,Cropland,Water,NULL,Water,NULL,Bareland,Forest
3828,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Forest
3829,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
3830,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Forest
3831,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
3832,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
3833,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Forest
3834,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
3835,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
3836,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Water
3837,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Forest
3838,Grassland,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
3839,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
3840,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Wetland
3841,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
3842,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3843,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3844,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3845,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3846,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3847,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3848,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3849,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3850,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3851,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3852,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3853,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3854,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3855,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3856,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3857,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3858,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3859,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3860,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3861,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3862,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3863,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3864,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3865,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3866,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3867,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3868,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3869,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3870,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3871,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3872,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3873,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3874,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3875,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3876,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3877,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3878,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3879,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3880,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3881,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3882,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3883,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3884,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3885,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3886,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3887,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3888,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3889,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3890,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3891,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3892,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3893,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3894,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3895,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3896,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3897,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3898,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3899,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3900,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3901,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3902,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3903,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3904,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3905,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3906,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3907,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3908,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3909,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3910,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3911,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3912,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3913,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3914,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3915,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3916,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
3917,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3918,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3919,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3920,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3921,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3922,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3923,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3924,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3925,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
3926,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3927,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3928,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3929,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3930,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
3931,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3932,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
3933,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3934,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3935,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3936,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3937,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3938,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3939,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3940,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3941,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3942,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3943,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3944,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3945,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3946,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3947,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
