Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUP_M_R
340,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
341,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
342,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
343,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
345,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
346,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
347,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
348,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
350,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
351,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
352,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
354,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
356,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
357,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
358,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
360,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
361,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
363,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
364,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
365,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
366,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
367,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
368,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
369,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
370,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
371,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
372,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
373,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
374,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
375,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
376,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
377,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
382,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
383,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
384,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
385,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
386,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
387,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
388,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,Water,NULL,Water,NULL,NULL,NULL
390,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
391,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
392,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
393,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
394,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
395,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
396,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
397,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
398,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
399,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
400,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
401,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
402,Grassland,NULL,Water,Water,Water,NULL,NULL,Cropland
403,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
404,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
405,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
406,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
407,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
408,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
409,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
410,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
411,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
412,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
413,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
414,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
416,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
418,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
419,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
421,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
422,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
423,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
424,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
425,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
426,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
427,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
429,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
430,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
431,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
432,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
433,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
440,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
441,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
442,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
444,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
445,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
446,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
447,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
449,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
450,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
451,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
452,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
453,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
454,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
455,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
456,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
457,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
458,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
460,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
461,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
462,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
463,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
464,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
465,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
466,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
467,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
468,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
469,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
470,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
471,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
472,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
475,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
476,Grassland,Cropland,Water,NULL,Water,NULL,NULL,NULL
477,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
478,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
479,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
480,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
481,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
482,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
483,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
484,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
485,Grassland,Cropland,Water,Water,Water,NULL,NULL,Cropland
486,Grassland,Cropland,Water,Water,Water,NULL,NULL,Water
487,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
488,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
489,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
490,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
491,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
492,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
493,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
494,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
495,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
496,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
497,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
499,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
500,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
501,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
502,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
503,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
505,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
506,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
507,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
508,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
509,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
511,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
512,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
513,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
514,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
515,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
516,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
517,Grassland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
521,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
522,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
523,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
524,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
525,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
527,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
528,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
529,Grassland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
531,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
532,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
533,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
534,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
536,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
537,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
539,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
540,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
541,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
542,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
543,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
544,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
546,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
547,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
549,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
550,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
551,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
552,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
553,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
555,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
556,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
557,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
558,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
559,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
560,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
561,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
562,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
563,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
564,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
565,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
566,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
567,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
568,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
569,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
570,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
571,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
572,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
573,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
574,Grassland,Forest,Water,NULL,Water,NULL,NULL,Cropland
575,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
576,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
577,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
578,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
579,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
580,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
581,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
582,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
583,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
584,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
585,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
586,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
587,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
588,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
590,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
591,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
592,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
593,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
594,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
595,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
596,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
597,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
598,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
600,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
601,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
602,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
603,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
604,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
605,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
607,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
608,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
609,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
610,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
612,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
613,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
614,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
615,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
616,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
617,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
618,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
619,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
620,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
621,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
622,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
623,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
624,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
625,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
626,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
627,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
628,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
629,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
630,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
631,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
632,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
633,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
634,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
635,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
636,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
637,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
638,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
639,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
640,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
641,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
642,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
643,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
644,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
645,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
646,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
647,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
648,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
649,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
650,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
653,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
654,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
655,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
656,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
657,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
658,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
659,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
660,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
661,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
663,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
664,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
668,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
669,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
670,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
671,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
672,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
674,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
675,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
677,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
678,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
679,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
680,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
681,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
682,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
683,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
684,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
685,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
