Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYU_M_R
3469,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3470,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3471,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3472,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3473,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3474,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3475,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3476,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3477,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3478,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3479,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3480,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3481,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3482,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3483,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3484,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3485,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3486,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3487,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3488,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3489,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3490,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3491,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3492,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3493,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3494,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3495,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3496,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3497,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3498,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3499,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3500,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3501,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3502,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3503,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3504,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3505,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3506,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3507,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3508,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3509,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3510,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3511,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3512,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3513,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3514,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3515,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3516,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3517,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3518,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3519,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3520,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3521,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3522,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3523,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3524,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3525,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3526,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3527,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3528,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3529,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3530,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3531,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3532,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3533,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3534,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3535,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3536,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3537,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3538,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3539,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3540,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3541,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3542,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3543,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3544,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3545,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3546,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3547,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3548,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3549,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3550,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
3551,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3552,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3553,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3554,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
3555,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3556,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3557,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3558,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3559,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
3560,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3561,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3562,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3563,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3564,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3565,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3566,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3567,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
3568,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
3569,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3570,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3571,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3572,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3573,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3574,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3575,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3576,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3577,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
3578,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3579,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3580,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3581,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3582,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3583,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3584,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3585,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3586,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3587,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3588,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
3589,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3590,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
3591,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
3592,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
3593,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3594,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3595,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3596,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3597,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3598,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3599,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3600,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3601,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3602,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3603,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3604,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3605,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3606,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3607,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3608,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3609,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3610,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3611,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3612,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3613,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3614,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3615,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3616,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
3617,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3618,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
3619,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3620,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
3621,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
3622,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
3623,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3624,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3625,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
3626,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3627,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3628,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3629,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3630,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3631,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3632,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
3633,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3634,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3635,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3636,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3637,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3638,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3639,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
3640,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
3641,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3642,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3643,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3644,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3645,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3646,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3647,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3648,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3649,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3650,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
3651,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3652,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3653,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3654,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3655,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3656,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3657,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
3658,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
3659,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
3660,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3661,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3662,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3663,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3664,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3665,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3666,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
3667,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
3668,Grassland,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
3669,Grassland,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
3670,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3671,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3672,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3673,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3674,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3675,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3676,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3677,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3678,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
3679,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3680,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3681,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3682,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3683,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3684,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3685,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3686,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3687,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3688,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3689,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3690,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3691,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3692,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3693,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3694,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
3695,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3696,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
3697,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3698,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3699,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3700,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3701,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3702,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3703,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
3704,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3705,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Wetland
3706,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Bareland
3707,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
3708,Grassland,NULL,Water,NULL,Water,NULL,Forest,NULL
3709,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3710,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Wetland
3711,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Forest
3712,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
3713,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3714,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
3715,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
3716,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3717,Grassland,NULL,Water,NULL,Water,Grassland,Forest,Grassland
3718,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Water
3719,Grassland,NULL,Water,NULL,Water,Water,NULL,Water
3720,Grassland,NULL,Water,NULL,Water,Water,Water,Wetland
3721,Grassland,NULL,Water,NULL,Water,Forest,Grassland,Forest
3722,Grassland,NULL,Water,NULL,Water,Forest,Forest,Forest
3723,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
3724,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Wetland
3725,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3726,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
3727,Grassland,NULL,Water,Non_Water,Water,Water,Water,Forest
3728,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
3729,Grassland,NULL,Water,Water,Water,Grassland,NULL,Grassland
3730,Grassland,NULL,Water,Water,Water,Forest,Forest,Forest
3731,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3732,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3733,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3734,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3735,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3736,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3737,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3738,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3739,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3740,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3741,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3742,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3743,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3744,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3745,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3746,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3747,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3748,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3749,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3750,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3751,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3752,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3753,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3754,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
3755,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3756,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3757,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3758,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3759,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3760,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3761,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3762,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3763,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3764,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3765,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3766,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3767,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3768,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3769,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3770,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3771,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3772,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3773,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3774,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3775,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3776,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3777,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3778,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3779,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3780,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3781,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3782,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3783,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3784,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3785,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3786,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3787,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3788,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3789,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3790,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3791,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3792,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3793,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3794,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
