Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUE_M_R
730,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
731,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
732,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
733,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
734,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Cropland
735,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
736,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
737,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
738,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
739,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
740,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
741,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
742,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
743,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
744,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
745,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
746,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
747,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
748,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
749,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
750,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
751,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
752,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
753,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
754,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
755,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
756,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
757,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
758,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
759,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
760,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
761,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
762,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
763,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
764,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
765,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
766,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
767,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,NULL
768,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
769,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
770,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
771,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
772,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
773,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
774,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
775,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
776,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
777,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
778,NULL,NULL,Water,NULL,Water,Wetland,Wetland,NULL
779,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
780,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
781,NULL,NULL,Water,NULL,Water,Wetland,Water,NULL
782,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
783,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
784,NULL,NULL,Water,NULL,Water,Water,Shrubland,Grassland
785,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
786,NULL,NULL,Water,NULL,Water,Forest,Forest,Forest
787,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Wetland
788,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
789,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
790,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
791,NULL,NULL,Water,Water,Water,Grassland,Water,Water
792,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
793,NULL,NULL,Water,Water,Water,Wetland,Water,Water
794,NULL,NULL,Water,Water,Water,Water,Wetland,Water
795,NULL,NULL,Water,Water,Water,Water,Water,Grassland
796,NULL,NULL,Water,Water,Water,Water,Water,Wetland
797,NULL,NULL,Water,Water,Water,Water,Water,Water
798,NULL,NULL,Water,Water,Water,Forest,Forest,Forest
799,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
800,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
801,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
802,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
803,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
804,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
805,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
806,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
807,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
808,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
809,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
810,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
811,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
812,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
813,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
814,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
815,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
816,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
817,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
818,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
819,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
820,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
821,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
822,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
823,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
824,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
825,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
826,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
827,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
828,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
829,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
830,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
831,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
832,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
833,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
834,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
835,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
836,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
837,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
838,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
839,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
840,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
841,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
842,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
843,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
844,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
845,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
846,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
847,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
848,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
849,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
850,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
851,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
852,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
853,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
854,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
855,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
856,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
857,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
858,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
859,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
860,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
861,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
862,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
863,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
864,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
865,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
866,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
867,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
868,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
869,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
870,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
871,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
872,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
873,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
874,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
875,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
876,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
877,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
878,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
879,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
880,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
881,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
882,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
883,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
884,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
885,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
886,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
887,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
888,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
889,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
890,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
891,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
892,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
893,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
894,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
895,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
896,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
897,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
898,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
899,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
900,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
901,NULL,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
902,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
903,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
904,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
905,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
906,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
907,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
908,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
909,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
910,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
911,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
912,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
913,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
914,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
915,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
916,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
917,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
918,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
919,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
920,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
921,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
922,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
923,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
924,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
925,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
926,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
927,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
928,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
929,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
930,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
931,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
932,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
933,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
934,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
935,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
936,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
937,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
938,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
939,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
940,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
941,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
942,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
943,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
944,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
945,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
946,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
947,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
948,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
949,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
950,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
951,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
952,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
953,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
954,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
955,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
956,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
957,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
958,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
959,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
960,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
961,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
962,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
963,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
964,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
965,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
966,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
967,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
968,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
969,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
970,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
971,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
972,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
973,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
974,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
975,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
976,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
977,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
978,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
979,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
980,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
981,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
982,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Bareland
983,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
984,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
985,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
986,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
987,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
988,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
989,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
990,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
991,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
992,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
993,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Bareland
994,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
995,NULL,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
996,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
997,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
998,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
999,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1000,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1002,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1003,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1004,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1005,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1006,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1007,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1008,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1009,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1010,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1011,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1012,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1013,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1014,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1015,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1016,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1017,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1018,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1019,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1020,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1021,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1022,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1023,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1024,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1025,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1026,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1027,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1028,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1029,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1030,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1031,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1032,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1033,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1034,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1035,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
1036,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1037,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1038,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
1039,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1040,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1041,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1042,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1043,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1044,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1045,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1046,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1047,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1048,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1049,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1050,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1051,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1052,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1053,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1054,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1055,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1056,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1057,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1058,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1059,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1060,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1061,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1062,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
