Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NPH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPH_M_R
2486,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2487,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2488,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2489,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2490,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2491,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2492,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2493,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2494,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
2495,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2496,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2497,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2498,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2499,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2500,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2501,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2502,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2503,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2504,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2505,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2506,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2507,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2508,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2509,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2510,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2511,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2512,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2513,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2514,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2515,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2516,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2517,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2518,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2519,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2520,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2521,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2522,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2523,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2524,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2525,Grassland,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2526,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2527,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2528,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
2529,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2530,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2531,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2532,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2533,Grassland,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2534,Grassland,Forest,Water,NULL,Water,NULL,Wetland,Forest
2535,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2536,Grassland,Forest,Water,NULL,Water,Grassland,Forest,Forest
2537,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2538,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2539,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2540,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2541,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2542,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2543,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2544,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2545,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2546,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2547,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2548,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2549,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2550,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2551,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2552,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2553,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2554,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2555,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2556,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2557,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2558,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2559,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2560,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2561,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2562,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2563,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2564,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2565,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2566,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2567,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2568,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2569,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2570,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2571,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2572,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2573,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Wetland
2574,Grassland,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2575,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2576,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2577,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2578,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2579,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2580,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2581,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2582,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2583,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2584,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2585,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2586,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2587,Grassland,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2588,Grassland,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2589,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2590,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2591,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2592,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2593,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2594,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2595,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2596,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2597,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2598,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2599,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2600,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2601,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2602,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2603,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2604,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2605,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2606,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2607,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2608,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2609,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2610,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
2614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2618,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2619,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2620,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2621,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2622,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2623,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2624,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
2625,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2626,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2627,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
2636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2640,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2641,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2642,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2643,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2644,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2645,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2646,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2647,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2648,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2649,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
2651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2653,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2654,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2655,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2656,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2657,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2658,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2659,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2660,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2661,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2662,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2663,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2664,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
2665,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2666,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2667,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
2668,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2669,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2670,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2671,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2672,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2673,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2674,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2675,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2676,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
2677,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2678,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2679,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2680,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2681,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2682,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2683,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
2684,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2685,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2686,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2687,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2688,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2689,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2690,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2691,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2692,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
2693,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2694,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2695,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2696,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
2697,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2698,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2699,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2700,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2701,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2702,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2703,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2704,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2705,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Wetland
2706,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2707,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
2708,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2709,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2710,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2711,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2712,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2713,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2714,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2715,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2716,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2717,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2718,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2719,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2720,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2721,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2722,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2723,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2724,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
2725,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2726,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2727,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2728,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2729,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2730,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2731,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2732,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2733,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2734,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2735,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
2736,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Water,Built-up
2737,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2738,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2739,Cropland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2740,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2741,Cropland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2742,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2743,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2744,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2745,Cropland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2746,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2747,Cropland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2748,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2749,Cropland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2750,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2751,Cropland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2752,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2753,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2754,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
2755,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
2756,Cropland,NULL,Water,NULL,Water,Water,Water,Grassland
2757,Cropland,NULL,Water,Water,Water,Water,Water,Grassland
2758,Cropland,NULL,Water,Water,Water,Water,Forest,Forest
2759,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2760,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2761,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2762,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2763,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2764,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2765,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2766,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2767,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2768,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2769,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2770,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2771,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2772,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2773,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2774,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2775,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2776,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2777,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2778,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2779,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2780,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2781,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2782,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2783,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2784,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2785,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2786,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2787,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2788,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2789,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2790,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2791,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2792,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2793,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2794,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2795,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2796,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2797,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2798,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2799,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2800,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2801,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2802,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2803,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2804,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2805,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2806,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2807,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2808,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
