Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDT_M_R
20,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
21,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
22,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
23,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Water
40,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
41,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
42,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
44,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
56,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
57,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
67,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
68,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
69,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
70,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
71,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
72,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
73,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
75,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
76,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
77,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
78,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
79,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
83,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
85,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
88,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
89,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
91,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
94,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
96,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
99,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
100,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
101,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
102,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
103,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
104,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
105,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
106,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
107,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
108,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
109,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
110,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
111,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
112,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
113,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
114,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
115,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
116,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
117,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
118,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
123,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
246,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
247,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
248,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
249,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
250,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
251,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
252,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
253,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
254,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
255,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
256,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
257,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
258,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
259,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
260,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
261,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
262,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
263,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
264,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
265,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
267,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
268,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
269,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
270,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
271,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
272,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
273,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
274,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
275,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
276,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
277,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
278,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
279,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
280,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
281,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
282,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
283,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
284,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
285,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
286,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
287,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
288,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
290,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
291,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
292,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
294,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
296,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
298,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
299,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
300,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
302,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
303,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
304,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
306,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
307,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
308,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
309,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
310,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
312,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
313,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
314,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
317,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
318,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
