Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTB_M_R
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
46,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
48,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
49,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
50,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
51,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Water
52,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Wetland
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Water
77,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
80,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
82,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
85,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
86,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
88,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
89,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
90,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
91,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
92,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Built-up,Forest
93,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Water,Forest
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
97,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Water
98,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
99,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
100,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
101,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
102,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
103,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
104,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
105,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
106,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
107,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
108,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
109,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
119,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
120,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
122,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
124,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
125,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
126,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
127,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
128,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
129,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
130,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
131,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
132,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
134,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Built-up
135,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
136,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
137,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
138,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
139,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
140,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
141,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
142,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
143,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Water
144,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
145,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
146,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
147,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
148,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
149,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
150,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
151,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
152,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
153,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
154,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
155,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
156,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
157,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
158,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Water
159,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
160,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Grassland
161,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Built-up
162,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Water
163,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Water,Forest
164,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
165,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
166,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
167,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Water
168,NULL,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
169,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
170,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
171,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
172,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Bareland
173,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Built-up
174,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Water
175,NULL,NULL,NULL,NULL,Non_Wetland,Water,Built-up,Forest
176,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
177,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Built-up
178,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
179,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
180,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
181,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
182,NULL,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
183,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
184,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
185,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
186,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
187,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
188,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Built-up
189,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
190,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
191,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
192,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
193,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
194,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
195,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
196,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
197,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
198,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
199,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
200,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
201,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
202,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
203,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
204,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
205,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Cropland
206,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
207,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
208,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
209,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Forest
210,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
211,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Built-up
212,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
213,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
214,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
215,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Cropland
216,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
217,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Bareland
218,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
219,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
220,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
221,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
222,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
223,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
224,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
225,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
226,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
227,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
228,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
229,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
230,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
231,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
232,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
233,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
234,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
235,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
236,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
237,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
238,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
239,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
240,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
241,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
242,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
243,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
244,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
245,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
246,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
247,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
248,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
249,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
250,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
251,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
252,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,NULL,Forest
253,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
254,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
255,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Water
256,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
257,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Built-up
258,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
259,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
260,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
261,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Water
262,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
263,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
264,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
265,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
266,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
268,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
269,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Built-up
270,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
271,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
272,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
273,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
274,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
275,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Built-up
276,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
277,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
278,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
279,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Cropland
280,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
281,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Water
282,NULL,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Forest
283,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Water
284,NULL,NULL,NULL,Water,Non_Wetland,NULL,Built-up,Forest
285,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
286,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Cropland
287,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
288,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Bareland
289,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Built-up
290,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
291,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
292,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
293,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Cropland
294,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
295,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
296,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
297,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
298,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
299,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
300,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
301,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
302,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Cropland
303,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
304,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
305,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
306,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
307,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Forest
308,NULL,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
309,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
310,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
311,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
312,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
313,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
314,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
315,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Forest
316,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
317,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
318,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Forest
319,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
320,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Built-up
321,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Forest
322,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Water,Built-up
323,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Water,Water
324,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Water,Forest
325,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
326,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
327,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
328,NULL,NULL,NULL,Water,Non_Wetland,Water,Built-up,Water
329,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
330,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
331,NULL,NULL,NULL,Water,Non_Wetland,Forest,Grassland,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
