Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBK_M_R
46,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
47,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
48,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
49,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
50,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
51,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
52,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
53,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
54,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
55,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
56,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
57,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
58,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
59,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
60,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
61,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
63,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
64,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Bareland
65,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
66,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
67,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
68,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
69,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
70,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
71,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
72,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
73,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
74,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
75,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
76,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
77,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
78,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
79,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
81,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
82,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
83,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Forest
84,NULL,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
85,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
86,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
87,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
88,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
89,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
90,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
91,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
92,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
93,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Forest
94,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
95,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
96,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
97,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
98,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
99,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
100,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
101,NULL,NULL,Water,NULL,Water,Water,Water,Water
102,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
103,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Bareland
104,NULL,NULL,Water,Non_Water,Water,Water,Bareland,Grassland
105,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
106,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
107,NULL,NULL,Water,Water,Water,NULL,NULL,Water
108,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
109,NULL,NULL,Water,Water,Water,Water,Grassland,Water
110,NULL,NULL,Water,Water,Water,Water,Water,Bareland
111,NULL,NULL,Water,Water,Water,Water,Water,Water
112,NULL,NULL,Water,Water,Water,Water,Water,Forest
113,NULL,NULL,Water,Water,Water,Water,Forest,Water
114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
120,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
121,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
122,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
123,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
124,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
125,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
126,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
127,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
128,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
129,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
130,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
131,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
132,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
133,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
134,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
135,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
136,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
137,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
138,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
139,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
140,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
141,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
142,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
143,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
144,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
145,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
146,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
147,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
148,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
149,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
150,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
151,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
152,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
153,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
154,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
155,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
156,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
157,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
158,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
159,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
160,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
161,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
162,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
163,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
164,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
166,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
167,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
168,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
169,NULL,Bareland,Grassland,Water,Non_Wetland,Water,Water,Grassland
170,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
171,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Bareland
172,NULL,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
173,NULL,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
174,NULL,Bareland,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
175,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
176,NULL,Bareland,Water,NULL,Water,NULL,NULL,Grassland
177,NULL,Bareland,Water,NULL,Water,Water,Water,Bareland
178,NULL,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
179,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
180,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
181,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
182,NULL,Bareland,Water,Water,Water,Water,Wetland,Bareland
183,NULL,Bareland,Water,Water,Water,Water,Wetland,Water
184,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
185,NULL,Bareland,Water,Water,Water,Water,Water,Bareland
186,NULL,Bareland,Water,Water,Water,Water,Water,Water
187,NULL,Bareland,Water,Water,Water,Water,Forest,Water
188,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Water,Forest
189,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
190,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
191,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
192,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
193,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
194,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
195,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
196,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
197,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
198,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Bareland
199,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
200,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
201,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
202,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
203,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
208,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
209,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
210,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
211,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
212,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
213,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
214,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
215,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
216,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
217,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
218,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
219,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
220,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
221,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
222,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
223,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
224,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
225,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
226,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
227,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
228,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
229,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
230,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
231,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
232,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Grassland,Grassland
233,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Grassland
234,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Water
235,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Bareland,Forest
236,NULL,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Bareland
237,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
238,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
239,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
240,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
241,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
242,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
243,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
244,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
245,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Bareland,Water
246,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
247,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
248,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
249,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
250,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
251,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
252,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
253,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
254,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
255,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Bareland,Forest
256,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
257,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
258,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
259,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
260,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
261,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
262,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
263,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
264,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
265,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
266,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
267,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
268,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
269,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
270,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
271,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
272,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
273,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
274,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
275,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
276,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
277,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
278,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
279,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
280,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Grassland,Grassland
281,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Grassland,Water
282,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
284,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
285,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
286,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
287,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
288,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
289,NULL,Water,NULL,NULL,Non_Wetland,Built-up,Bareland,Water
290,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
291,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
292,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
293,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
294,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
295,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
296,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
297,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Forest
298,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
299,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
300,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
301,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
302,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
303,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
304,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
305,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
306,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
307,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
308,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
309,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
310,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
311,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
312,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
313,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Bareland,Water
314,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
315,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
316,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
317,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Bareland
318,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
319,NULL,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
320,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
321,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
322,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
323,NULL,Water,Grassland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
324,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
325,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
326,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
327,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
328,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
329,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
330,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
331,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
332,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
333,NULL,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
334,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
335,NULL,Water,Water,NULL,Water,Grassland,Forest,Forest
336,NULL,Water,Water,NULL,Water,Built-up,Water,Water
337,NULL,Water,Water,NULL,Water,Water,Grassland,Grassland
338,NULL,Water,Water,NULL,Water,Water,Grassland,Forest
