Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZA_M_R
1532,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1533,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1534,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1535,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1536,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1537,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1538,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1539,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1540,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1541,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1542,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
1543,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1544,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1545,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1546,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1547,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1548,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1549,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1550,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1551,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1552,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Grassland
1553,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
1554,Forest,NULL,Water,NULL,Water,Bareland,Built-up,Forest
1555,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
1556,Forest,NULL,Water,NULL,Water,Built-up,Built-up,Forest
1557,Forest,NULL,Water,NULL,Water,Water,Built-up,Water
1558,Forest,NULL,Water,NULL,Water,Water,Built-up,Forest
1559,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1560,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
1561,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1562,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
1563,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1564,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
1565,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1566,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
1567,Forest,NULL,Water,Water,Water,Water,NULL,Grassland
1568,Forest,NULL,Water,Water,Water,Water,NULL,Water
1569,Forest,NULL,Water,Water,Water,Water,Water,Water
1570,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1571,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1572,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1573,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1574,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1575,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1576,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1577,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1578,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
1579,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1580,Forest,NULL,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1581,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1582,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1583,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1584,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1585,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1586,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1587,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1588,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1589,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1590,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1593,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1594,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1595,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1597,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1598,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1599,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1600,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1601,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1602,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1603,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1604,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1605,Forest,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1606,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
1607,Forest,Cropland,Water,Water,Water,NULL,NULL,Water
1608,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1609,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1610,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1611,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1612,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1613,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1614,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1616,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1617,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1618,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1619,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1620,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1621,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1622,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1623,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1624,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1626,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1628,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1629,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1630,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1631,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1632,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1633,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1634,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1635,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1636,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1637,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1638,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1639,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1640,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1641,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1642,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1643,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1644,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1645,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
1646,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1647,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1648,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1649,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1650,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1651,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1652,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1653,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1654,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1655,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
1656,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
1657,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1658,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1659,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1660,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1661,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
1662,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
1663,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
1664,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
1665,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1666,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1668,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1669,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1670,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1671,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1672,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1673,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1674,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1675,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1676,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1677,Forest,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Water
1678,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
1679,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1680,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1681,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1682,Forest,Bareland,Water,NULL,Water,Bareland,Built-up,Grassland
1683,Forest,Bareland,Water,Non_Water,Water,Water,NULL,Water
1684,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
1685,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1686,Forest,Bareland,Water,Water,Water,Water,Wetland,Water
1687,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1688,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1689,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1690,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1691,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1692,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1693,Forest,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1694,Forest,Built-up,NULL,Water,Non_Wetland,Water,Water,Forest
1695,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1696,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1697,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1698,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1699,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1700,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1701,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1702,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1703,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1704,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1705,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1706,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1707,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1708,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1709,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1710,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
1714,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1715,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1716,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1717,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1718,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1719,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1720,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1721,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1722,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1723,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1724,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1725,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1726,Forest,Built-up,Grassland,Water,Non_Wetland,Built-up,Water,Forest
1727,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1728,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1729,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1730,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1731,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1732,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1733,Forest,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
1734,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1735,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1736,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1737,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1738,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1739,Forest,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1740,Forest,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1741,Forest,Built-up,Bareland,Water,Non_Wetland,Water,Water,Forest
1742,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1743,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1744,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1745,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1746,Forest,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
1747,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1748,Forest,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1749,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1750,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
1751,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1752,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
1753,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
1754,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
1755,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1756,Forest,Built-up,Water,Water,Water,NULL,NULL,Grassland
1757,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
1758,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
1759,Forest,Built-up,Water,Water,Water,Built-up,Built-up,Forest
1760,Forest,Built-up,Water,Water,Water,Water,Built-up,Forest
1761,Forest,Built-up,Water,Water,Water,Water,Water,Water
1762,Forest,Built-up,Water,Water,Water,Water,Water,Forest
1763,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1765,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1766,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
1767,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1768,Forest,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
1769,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1770,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1771,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
1772,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1773,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1774,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1775,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1776,Forest,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Forest
1777,Forest,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Forest
1778,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1779,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1780,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1781,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1782,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1783,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
1784,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
1785,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1786,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1787,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1788,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1789,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
1790,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1791,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1792,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1793,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1794,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1795,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1796,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1797,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
1798,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
1799,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1800,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1801,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1802,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1803,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1804,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1805,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1806,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1807,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1808,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1809,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
1810,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1811,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1812,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1813,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
1814,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
1815,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
1816,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1817,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1818,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1819,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
1820,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1821,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1822,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1823,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
1824,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
1825,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1826,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1827,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1828,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1829,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1830,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1831,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1832,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1833,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1834,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1835,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
1836,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
1837,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
1838,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1839,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1840,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
1841,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
1842,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1843,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1844,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1845,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
1846,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1847,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
1848,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
1849,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
1850,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1851,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1852,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1853,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1854,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
1855,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
1856,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1857,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1858,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1859,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1860,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Water
1861,Forest,Water,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1862,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1863,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1864,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1865,Forest,Water,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1866,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1867,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1868,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1869,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Forest
1870,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1871,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1872,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1873,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
1874,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1875,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1876,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1877,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1878,Forest,Water,Grassland,Water,Non_Wetland,Built-up,Water,Water
1879,Forest,Water,Grassland,Water,Non_Wetland,Water,NULL,Water
