Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHV_M_R
336,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
337,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
338,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
339,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
340,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
341,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
342,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
343,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
344,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,NULL
345,Wetland,NULL,Water,NULL,Water,Wetland,Water,NULL
346,Wetland,NULL,Water,NULL,Water,Water,Water,NULL
347,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
348,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
349,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
350,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
351,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
352,Bareland,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
353,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,NULL
354,Bareland,NULL,Water,NULL,Water,Bareland,Water,NULL
355,Bareland,NULL,Water,NULL,Water,Water,Wetland,NULL
356,Bareland,NULL,Water,NULL,Water,Water,Water,NULL
357,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
358,Bareland,Wetland,Water,NULL,Water,Bareland,Wetland,NULL
359,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
360,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
361,Bareland,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
362,Bareland,Bareland,Water,NULL,Water,Water,Water,NULL
363,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
364,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
365,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
366,Bareland,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
367,Bareland,Water,Water,NULL,Water,Water,Water,NULL
368,Water,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
369,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
370,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
371,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
372,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
373,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
374,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
375,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
376,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
377,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
378,Water,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
379,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
380,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
382,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
383,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
384,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
385,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
386,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
387,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
388,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
389,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
390,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
391,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
392,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
393,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
394,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
395,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
396,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
397,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
398,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
399,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
400,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
401,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
402,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
403,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
404,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
405,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
406,Water,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
407,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
408,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
409,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
410,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
411,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
412,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
413,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
414,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
415,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
416,Water,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
417,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
418,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
419,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
420,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
421,Water,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
422,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,NULL
423,Water,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
424,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
425,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
426,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,NULL
427,Water,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
428,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
429,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,NULL
430,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
431,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
432,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
433,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
434,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,NULL
435,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,NULL
436,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,NULL
437,Water,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,NULL
438,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
439,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
440,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
441,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
442,Water,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
443,Water,NULL,Built-up,NULL,Non_Wetland,Water,Water,NULL
444,Water,NULL,Water,NULL,Water,NULL,Wetland,NULL
445,Water,NULL,Water,NULL,Water,NULL,Water,NULL
446,Water,NULL,Water,NULL,Water,Grassland,Wetland,NULL
447,Water,NULL,Water,NULL,Water,Grassland,Water,NULL
448,Water,NULL,Water,NULL,Water,Wetland,Wetland,NULL
449,Water,NULL,Water,NULL,Water,Wetland,Water,NULL
450,Water,NULL,Water,NULL,Water,Wetland,Forest,NULL
451,Water,NULL,Water,NULL,Water,Bareland,Wetland,NULL
452,Water,NULL,Water,NULL,Water,Bareland,Water,NULL
453,Water,NULL,Water,NULL,Water,Water,Grassland,NULL
454,Water,NULL,Water,NULL,Water,Water,Wetland,NULL
455,Water,NULL,Water,NULL,Water,Water,Water,NULL
456,Water,NULL,Water,NULL,Water,Water,Forest,NULL
457,Water,NULL,Water,NULL,Water,Forest,Water,NULL
458,Water,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
459,Water,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
460,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
461,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
462,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
463,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
464,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
465,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
466,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
467,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
468,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
469,Water,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
470,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
471,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
472,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
473,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
474,Water,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
475,Water,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
476,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
477,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
478,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
479,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
480,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
481,Water,Wetland,Water,NULL,Water,Wetland,Wetland,NULL
482,Water,Wetland,Water,NULL,Water,Wetland,Water,NULL
483,Water,Wetland,Water,NULL,Water,Water,Wetland,NULL
484,Water,Wetland,Water,NULL,Water,Water,Water,NULL
485,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
486,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
487,Water,Bareland,Wetland,NULL,Wetland,Bareland,Water,NULL
488,Water,Bareland,Wetland,NULL,Wetland,Water,Water,NULL
489,Water,Bareland,Bareland,NULL,Non_Wetland,Water,Water,NULL
490,Water,Bareland,Water,NULL,Water,Bareland,Water,NULL
491,Water,Bareland,Water,NULL,Water,Water,Water,NULL
492,Water,Bareland,Forest,NULL,Non_Wetland,Water,Water,NULL
493,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,NULL
494,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
495,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
496,Water,Built-up,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
497,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
498,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
499,Water,Built-up,Grassland,NULL,Non_Wetland,Water,Water,NULL
500,Water,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
501,Water,Built-up,Wetland,NULL,Wetland,Wetland,Water,NULL
502,Water,Built-up,Wetland,NULL,Wetland,Bareland,Water,NULL
503,Water,Built-up,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
504,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
505,Water,Built-up,Bareland,NULL,Non_Wetland,Water,Water,NULL
506,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,NULL
507,Water,Built-up,Water,NULL,Water,Water,Water,NULL
508,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
509,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Water,NULL
510,Water,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
511,Water,Built-up,Forest,NULL,Non_Wetland,Water,Water,NULL
512,Water,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
513,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
514,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,NULL
515,Water,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
516,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
517,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
518,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
519,Water,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
520,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
521,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,NULL
522,Water,Water,Grassland,NULL,Non_Wetland,NULL,Water,NULL
523,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
524,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
525,Water,Water,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
526,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
527,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,NULL
528,Water,Water,Grassland,NULL,Non_Wetland,Water,Forest,NULL
529,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,NULL
530,Water,Water,Wetland,NULL,Wetland,NULL,Bareland,NULL
531,Water,Water,Wetland,NULL,Wetland,NULL,Water,NULL
532,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
533,Water,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
534,Water,Water,Wetland,NULL,Wetland,Bareland,Wetland,NULL
535,Water,Water,Wetland,NULL,Wetland,Bareland,Water,NULL
536,Water,Water,Wetland,NULL,Wetland,Water,Grassland,NULL
537,Water,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
538,Water,Water,Wetland,NULL,Wetland,Water,Bareland,NULL
539,Water,Water,Wetland,NULL,Wetland,Water,Water,NULL
540,Water,Water,Wetland,NULL,Wetland,Water,Forest,NULL
541,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,NULL
542,Water,Water,Wetland,NULL,Wetland,Forest,Water,NULL
543,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
544,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
545,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
546,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
547,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,NULL
548,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
549,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,NULL
550,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,NULL
551,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
552,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,NULL
553,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
554,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,NULL
555,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,NULL
556,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,NULL
557,Water,Water,Water,NULL,Water,NULL,Water,NULL
558,Water,Water,Water,NULL,Water,Wetland,Wetland,NULL
559,Water,Water,Water,NULL,Water,Wetland,Water,NULL
560,Water,Water,Water,NULL,Water,Wetland,Forest,NULL
561,Water,Water,Water,NULL,Water,Bareland,Water,NULL
562,Water,Water,Water,NULL,Water,Water,Wetland,NULL
563,Water,Water,Water,NULL,Water,Water,Water,NULL
564,Water,Water,Water,NULL,Water,Water,Forest,NULL
565,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
566,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
567,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
568,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
569,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,NULL
570,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
571,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,NULL
572,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,NULL
573,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,NULL
574,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,NULL
575,Water,Water,Forest,NULL,Non_Wetland,Water,Water,NULL
576,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
577,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
578,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
579,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
580,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
581,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,NULL
582,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland,Wetland,NULL
583,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland,Water,NULL
584,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland,Water,NULL
585,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
586,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
587,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
588,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
589,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
590,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
591,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
592,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
593,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
594,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,NULL
595,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
596,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
597,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
598,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
599,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
600,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
601,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
602,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
603,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
604,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
605,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,NULL
606,Forest,NULL,NULL,NULL,Non_Wetland,Water,Water,NULL
607,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,NULL
608,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
609,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
610,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Water,NULL
611,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
612,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
613,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
614,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
615,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
616,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
617,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
618,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
621,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
623,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
624,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
625,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
626,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
627,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
628,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
629,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
630,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
631,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
632,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
633,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
634,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
635,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
636,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
637,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
638,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
639,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
640,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Water,NULL
641,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
642,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
643,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
644,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
645,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
646,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
647,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
648,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
649,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
650,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
651,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,NULL
652,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,NULL
653,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
654,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
655,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
656,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
657,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
658,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
659,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
660,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,NULL
661,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,NULL
662,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,NULL
663,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,NULL
664,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
665,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
666,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Water,NULL
667,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
668,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
669,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
670,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
671,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
672,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
673,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
674,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
675,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
677,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
678,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
679,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
680,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
681,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
682,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
683,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
684,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
685,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
686,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
687,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
688,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
689,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
690,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
691,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
692,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
693,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
694,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
695,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
696,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
697,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
698,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
699,Forest,NULL,Wetland,NULL,Wetland,Water,Water,NULL
