Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWU_M_R
6824,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6825,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6826,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6827,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6828,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6829,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
6830,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6831,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6832,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
6833,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
6834,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6835,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Cropland
6836,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Grassland
6837,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
6838,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
6839,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6840,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6841,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6842,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
6843,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
6844,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6845,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
6846,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
6847,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
6848,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
6849,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
6850,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Cropland
6851,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
6852,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
6853,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
6854,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
6855,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Shrubland,Grassland
6856,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
6857,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Cropland
6858,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Wetland
6859,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest,Grassland
6860,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6861,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
6862,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Wetland
6863,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Forest,Grassland
6864,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
6865,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6866,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
6867,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Wetland
6868,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Wetland
6869,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
6870,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Water
6871,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Wetland
6872,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Water
6873,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Grassland
6874,Grassland,NULL,Grassland,Water,Non_Wetland,Forest,Grassland,Wetland
6875,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6876,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6877,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6878,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6879,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6880,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
6881,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6882,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6883,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6884,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6885,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6886,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6887,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
6888,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6889,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6890,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6891,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6892,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
6893,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6894,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
6895,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
6896,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6897,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
6898,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6899,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,NULL
6900,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6901,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6902,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6903,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6904,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
6905,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6906,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6907,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6908,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6909,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6910,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
6911,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
6912,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6913,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6914,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6915,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6916,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6917,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6918,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6919,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6920,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6921,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6922,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
6923,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6924,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6925,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6926,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
6927,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6928,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Cropland
6929,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6930,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6931,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
6932,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Wetland
6933,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6934,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6935,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6936,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6937,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6938,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6939,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6940,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6941,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6942,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6943,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6944,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6945,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6946,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6947,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6948,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6949,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6950,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6951,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
6952,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6953,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6954,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6955,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6956,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6957,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Water
6958,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6959,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6960,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6961,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6962,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6963,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6964,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6965,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6966,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6967,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6968,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6969,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6970,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6971,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6972,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6973,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6974,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6975,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6976,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6977,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6978,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6979,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6980,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6981,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Wetland
6982,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6983,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6984,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6985,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6986,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6987,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6988,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
6989,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
6990,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
6991,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6992,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
6993,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6994,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6995,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6996,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6997,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6998,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6999,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
7000,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
7001,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7002,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7003,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
7004,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7005,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
7006,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7007,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7008,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7009,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
7010,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7011,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7012,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7013,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
7014,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
7015,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
7016,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7017,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
7018,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
7019,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
7020,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
7021,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
7022,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7023,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7024,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7025,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7026,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
7027,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7028,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7029,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7030,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7031,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7032,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Water
7033,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7034,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7035,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7036,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7037,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
7038,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7039,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7040,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7041,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
7042,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
7043,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7044,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
7045,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
7046,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
7047,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7048,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7049,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7050,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7051,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
7052,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7053,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7054,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7055,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7056,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7057,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7058,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7059,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7060,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7061,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
7062,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7063,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7064,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
7065,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7066,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
7067,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7068,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7069,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7070,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7071,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7072,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7073,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
7074,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7075,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
7076,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7077,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7078,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7079,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7080,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
7081,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
7082,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
7083,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Bareland
7084,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
7085,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
7086,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7087,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7088,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Water
7089,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7090,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Water
7092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
7093,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7094,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7095,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7096,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
7097,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7098,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7099,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7100,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7101,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7102,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7103,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7104,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7105,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7106,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7107,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7108,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
7109,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Grassland
7110,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Cropland
7111,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
7112,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7113,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7114,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
7115,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
7116,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7117,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7118,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7119,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
7120,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7121,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
7122,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7123,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Water
7124,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7125,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
7126,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
7127,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
7128,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
7129,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
7130,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
7131,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7132,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7133,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
7134,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
7135,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
7136,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
7137,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
