Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MBQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MBQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MBQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MBQ_M_R
4058,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4059,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4060,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4061,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4062,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4063,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4064,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4065,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4066,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4067,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4068,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4069,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4070,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4071,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4072,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
4073,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4074,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
4075,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4076,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4077,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4078,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4079,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4080,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4081,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4082,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4083,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4084,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4085,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4086,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4087,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4088,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4089,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4090,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4091,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4092,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4093,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4094,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4095,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4096,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4097,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4098,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4099,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4100,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4101,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4102,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4103,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4104,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4105,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4106,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4107,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4108,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4109,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4110,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4111,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4112,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4113,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
4114,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4115,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
4116,Cropland,Cropland,Wetland,NULL,Wetland,NULL,Forest,Cropland
4117,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
4118,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4119,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
4120,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4121,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Cropland
4122,Cropland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
4123,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Cropland
4124,Cropland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
4125,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
4126,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4127,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
4128,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4129,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
4130,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4131,Cropland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4132,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
4133,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
4134,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
4135,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
4136,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,NULL
4137,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Cropland
4138,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
4139,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
4140,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
4141,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4142,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4143,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4144,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4145,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4146,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
4147,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4148,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
4149,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4150,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4151,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
4152,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
4153,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4154,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4155,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4156,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4157,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4158,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4159,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4160,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4161,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4162,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4163,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4164,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4165,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4166,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4167,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4168,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4169,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4170,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4171,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4172,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4173,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4174,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4175,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4176,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4177,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4178,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4179,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4180,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4181,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4182,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4183,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4184,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4185,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4186,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4187,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4188,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
4189,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4190,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4191,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4192,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4193,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4194,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4195,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4196,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4197,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4198,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4199,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4200,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4201,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4202,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4203,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4204,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4205,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
4206,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
4207,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4208,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
4209,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4210,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4211,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4212,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4213,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4214,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4215,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
4216,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
4217,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
4218,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4219,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4220,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4221,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4222,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4223,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4224,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4225,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4226,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4227,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4228,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4229,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4230,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4231,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4232,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4233,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4234,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4235,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4236,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4237,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
4238,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4239,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4240,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4241,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4242,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4243,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4244,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4245,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4246,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4247,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4248,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4249,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4250,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4251,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4252,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4253,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4254,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
4255,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4256,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4257,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4258,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4259,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4260,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4261,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4262,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4263,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4264,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4265,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4266,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4267,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4268,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
4269,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4270,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
4271,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4272,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4273,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4274,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4275,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4276,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4277,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
4278,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4279,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4280,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
4281,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4282,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4283,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4284,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4285,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4286,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4287,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4288,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4289,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4290,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4291,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4292,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4293,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4294,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4295,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4296,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4297,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4298,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4299,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4300,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4301,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4302,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4303,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4304,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4305,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4306,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4307,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4308,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4309,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4310,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4311,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4312,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4313,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4314,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
4315,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4316,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
4317,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4318,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4319,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4320,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4321,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4322,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4323,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4324,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4325,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4326,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4327,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4328,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4329,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4330,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4331,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4332,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4333,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4334,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4335,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4336,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4337,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4338,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4339,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4340,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4341,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4342,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4343,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4344,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4345,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4346,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4347,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4348,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4349,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4350,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4351,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4352,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4353,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4354,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4355,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4356,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4357,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4358,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4359,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4360,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4361,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4362,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4363,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4364,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4365,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4366,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4367,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4368,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4369,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4370,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4371,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4372,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4373,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4374,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
