Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKC_M_R
332,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
333,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
334,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
335,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
336,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
337,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
338,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
339,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
340,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
341,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
343,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
344,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
345,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
346,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
347,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
348,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
349,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
350,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
351,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
352,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
354,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
356,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
357,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
358,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
360,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
361,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
363,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
364,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
365,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
366,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
367,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
368,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
369,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
370,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
371,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
372,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
373,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
374,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
376,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
377,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
378,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
379,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
382,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
383,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
384,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
385,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
386,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
387,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
388,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
389,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
390,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
391,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
392,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
393,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
394,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
397,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
398,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
399,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
401,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
402,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
403,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
404,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
406,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
407,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
408,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
409,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
410,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
411,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
416,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
418,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
425,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
427,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
428,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
429,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
430,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
431,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
432,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
433,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
434,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
435,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
439,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
440,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
441,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
442,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
443,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
444,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
445,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
447,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
448,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
449,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
450,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
451,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
452,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
454,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
455,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
458,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
459,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
460,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
461,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
462,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
464,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
466,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
467,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
468,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
469,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
471,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
473,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
475,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
477,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
479,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
480,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
481,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
483,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
484,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
486,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
487,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
489,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
491,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
494,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
496,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
497,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
498,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
499,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
500,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
501,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
502,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
503,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
504,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
505,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
506,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
507,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
508,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
509,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
510,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
512,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
515,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
516,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
517,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
518,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
519,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
520,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
521,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
522,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
525,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
527,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
528,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
529,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
530,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
531,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
532,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
533,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
535,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
536,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
537,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
538,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
539,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
540,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
542,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
543,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
544,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
545,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
548,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
549,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
550,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
551,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
552,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
553,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
554,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
555,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
556,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
558,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
559,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
560,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
561,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
562,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
563,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
568,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
569,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
571,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
573,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
574,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
575,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
576,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
577,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
581,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
582,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
583,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
586,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
587,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
588,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
589,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
590,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
591,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
592,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
593,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
594,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
595,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
596,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
597,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
598,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
599,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
600,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
601,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
602,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
603,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
604,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
605,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
606,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
607,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
608,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
609,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
610,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
611,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
612,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
613,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
614,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,NULL
615,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
616,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
617,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
618,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
619,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
620,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
621,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
623,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
624,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
625,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
626,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
628,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
629,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
630,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
631,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
632,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
633,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
634,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
635,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
636,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
637,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
638,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
639,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
640,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
641,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
642,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
643,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
644,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
645,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
647,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
648,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
649,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
650,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
651,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
652,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
653,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
654,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
655,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
656,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
657,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
658,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
659,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
660,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
661,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
662,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
663,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
664,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
