Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NFF_M_R
345,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
346,NULL,Forest,Water,NULL,Water,NULL,NULL,Water
347,NULL,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
348,NULL,Forest,Water,Water,Water,NULL,NULL,Grassland
349,NULL,Forest,Water,Water,Water,NULL,NULL,Bareland
350,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
351,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
353,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
356,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
357,NULL,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
358,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
361,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
362,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
369,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
371,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
373,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
376,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
377,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
378,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
379,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
382,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
384,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
385,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
386,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
387,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
388,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
389,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
390,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
391,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
392,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
394,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
395,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
396,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
397,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
398,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
399,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
400,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
401,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
402,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
403,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
405,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
406,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
407,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
408,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
409,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
410,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
411,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
412,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
413,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
414,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
415,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
416,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
417,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
418,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
419,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
420,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
421,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
422,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
424,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
426,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
427,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
429,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
430,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
431,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
434,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
435,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
436,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
439,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
442,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
443,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
444,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
445,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
446,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
447,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
448,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
450,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
451,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
452,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
453,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
454,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
455,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
456,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
457,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
458,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
459,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
460,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
461,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
462,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
463,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
464,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
465,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
466,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
467,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
469,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
470,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
471,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
472,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
473,Grassland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
475,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
476,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
478,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
479,Grassland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
480,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
481,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
482,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
483,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
485,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
486,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
489,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
490,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
491,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
492,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
493,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
494,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
495,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
496,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
497,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
498,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
499,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
500,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
502,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
503,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
504,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
505,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
506,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
507,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
508,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
509,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
511,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
512,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
514,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
515,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
517,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
519,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
520,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
521,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
522,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
523,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
524,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
525,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
527,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
528,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
531,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
533,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
534,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
535,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
536,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
541,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
543,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
544,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
548,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
549,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
550,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
551,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
552,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
553,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
555,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
556,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
557,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
558,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
559,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
560,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
561,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
565,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
570,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
571,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
572,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
573,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
574,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
577,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
578,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
579,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
581,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
583,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
585,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
586,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
589,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
590,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
591,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
594,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
595,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
596,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
597,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
598,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
599,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
601,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
602,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
603,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
604,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
606,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
607,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
608,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
609,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
610,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
611,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
612,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
613,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
614,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
615,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
617,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
618,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
619,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
620,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
621,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
622,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
623,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
624,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
626,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
627,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
628,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
629,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
630,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
631,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
632,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
633,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
634,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
635,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
636,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
637,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
638,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
639,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
640,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
641,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
642,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
644,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
645,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
646,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
647,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
648,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
649,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
650,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
651,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
652,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
653,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
654,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
655,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
656,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
657,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
658,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
660,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
661,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
662,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
663,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
664,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
665,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
667,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
668,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
669,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
670,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
673,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
674,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
675,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
676,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
677,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
678,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
679,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
680,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
681,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
682,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
683,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
684,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
685,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
686,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
687,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
