Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRD_M_R
3306,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3307,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3308,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3309,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3310,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3311,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3312,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Bareland,Wetland
3313,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3314,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3315,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
3316,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3317,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3318,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3319,Wetland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3320,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3321,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3322,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3323,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3324,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3325,Wetland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3326,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3327,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3328,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3329,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3330,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3331,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3332,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3333,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3334,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3335,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3336,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3337,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3338,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3339,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3340,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3341,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3342,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3343,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3344,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3345,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3346,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3347,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3348,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3349,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3350,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3351,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3352,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3353,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3354,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3355,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3356,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3357,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3358,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3359,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
3360,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3361,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3362,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3363,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3364,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3365,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3366,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3367,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
3368,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3369,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3370,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3371,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3372,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3373,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3374,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3375,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3376,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3377,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3378,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3379,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3380,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3381,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3382,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3383,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3384,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3385,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3386,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
3387,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Forest
3388,Wetland,NULL,Wetland,Water,Wetland,Water,Forest,Water
3389,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3390,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3391,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3392,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Grassland
3393,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
3394,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3395,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3396,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3397,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3398,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3399,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3400,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3401,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3402,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3403,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3404,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3405,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3406,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3407,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3408,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3409,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3410,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3411,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3412,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3413,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3414,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3415,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3416,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3417,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3418,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3419,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3420,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland,Water,Grassland
3421,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3422,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3423,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3424,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3425,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3426,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3427,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3428,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3429,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3430,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3431,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
3432,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3433,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3434,Wetland,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
3435,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3436,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3437,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3438,Wetland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3439,Wetland,NULL,Water,NULL,Water,Wetland,Water,Forest
3440,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
3441,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
3442,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
3443,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
3444,Wetland,NULL,Water,NULL,Water,Water,Water,Water
3445,Wetland,NULL,Water,NULL,Water,Water,Water,Forest
3446,Wetland,NULL,Water,NULL,Water,Water,Forest,Grassland
3447,Wetland,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
3448,Wetland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3449,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3450,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3451,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
3452,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3453,Wetland,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3454,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
3455,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
3456,Wetland,NULL,Water,Non_Water,Water,Water,Water,Water
3457,Wetland,NULL,Water,Non_Water,Water,Water,Water,Forest
3458,Wetland,NULL,Water,Water,Water,NULL,Water,Forest
3459,Wetland,NULL,Water,Water,Water,Wetland,Grassland,Grassland
3460,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3461,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3462,Wetland,NULL,Water,Water,Water,Wetland,Wetland,Forest
3463,Wetland,NULL,Water,Water,Water,Wetland,Bareland,Grassland
3464,Wetland,NULL,Water,Water,Water,Wetland,Water,Grassland
3465,Wetland,NULL,Water,Water,Water,Wetland,Water,Wetland
3466,Wetland,NULL,Water,Water,Water,Wetland,Water,Water
3467,Wetland,NULL,Water,Water,Water,Wetland,Water,Forest
3468,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
3469,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
3470,Wetland,NULL,Water,Water,Water,Water,Wetland,Grassland
3471,Wetland,NULL,Water,Water,Water,Water,Wetland,Wetland
3472,Wetland,NULL,Water,Water,Water,Water,Wetland,Water
3473,Wetland,NULL,Water,Water,Water,Water,Bareland,Grassland
3474,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
3475,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
3476,Wetland,NULL,Water,Water,Water,Water,Water,Water
3477,Wetland,NULL,Water,Water,Water,Water,Water,Forest
3478,Wetland,NULL,Water,Water,Water,Water,Forest,Grassland
3479,Wetland,NULL,Water,Water,Water,Water,Forest,Wetland
3480,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3481,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3482,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3483,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3484,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3485,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3486,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3487,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3488,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3489,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3490,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3491,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3492,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3493,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3494,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3495,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3496,Wetland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3497,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3498,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3499,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3500,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
3501,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3502,Wetland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3503,Wetland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
3504,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3505,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
3506,Wetland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
3507,Wetland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3508,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3509,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
3510,Wetland,NULL,Forest,Water,Non_Wetland,Water,Water,Water
3511,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3512,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3513,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3514,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3515,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3516,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
3517,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland,Water,Grassland
3518,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3519,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3520,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3521,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3522,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3523,Wetland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
3524,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3525,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
3526,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
3527,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3528,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Water
3529,Wetland,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
3530,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3531,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3532,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3533,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3534,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3535,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3536,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3537,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3538,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3539,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Water
3540,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3541,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
3542,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3543,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3544,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3545,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3546,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3547,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3548,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3549,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3550,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
3551,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
3552,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
3553,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
3554,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3555,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3556,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3557,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3558,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3559,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3560,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3561,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3562,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
3563,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3564,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3565,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3566,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3567,Wetland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
3568,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
3569,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Grassland
3570,Wetland,Wetland,Wetland,NULL,Wetland,Cropland,Water,Forest
3571,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3572,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3573,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3574,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3575,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3577,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3578,Wetland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3579,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3580,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3581,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3582,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3583,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3584,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
3585,Wetland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
3586,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3587,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3588,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3589,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3590,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3591,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3592,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3593,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3594,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3595,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3596,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3597,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3598,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3599,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3600,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3601,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3602,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3603,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
3604,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
3605,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
3606,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3607,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3608,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3609,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3610,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3611,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3612,Wetland,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3613,Wetland,Wetland,Wetland,Water,Wetland,Cropland,Water,Grassland
3614,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3615,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3616,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3617,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3618,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3619,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3620,Wetland,Wetland,Wetland,Water,Wetland,Wetland,Forest,Grassland
3621,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3622,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3623,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3624,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3625,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
3626,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3627,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3628,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3629,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
3630,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
3631,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3632,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3633,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3634,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3635,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3636,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3637,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3638,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3639,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3640,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
3641,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3642,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3643,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
