Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKC_M_R
6692,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6693,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6694,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6695,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6696,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6697,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6698,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6699,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
6700,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
6701,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6702,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6703,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
6704,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
6705,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6706,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6707,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6708,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6709,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6710,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6711,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6712,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6713,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6714,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6715,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6716,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6717,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
6718,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
6719,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
6720,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
6721,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
6722,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
6723,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6724,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6725,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6726,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6727,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
6728,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
6729,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6730,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6731,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6732,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6733,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
6734,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6735,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
6736,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6737,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6738,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
6739,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
6740,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
6741,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6742,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
6743,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6744,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6745,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
6746,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
6747,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
6748,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6749,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
6750,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6751,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6752,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
6753,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6754,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
6755,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6756,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6757,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
6758,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6759,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6760,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6761,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6762,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6763,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6764,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
6765,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6766,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6767,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6768,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6769,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6770,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6771,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
6772,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
6773,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
6774,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
6775,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6776,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6777,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
6778,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6779,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6780,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6781,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6782,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6783,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6784,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6785,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
6786,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6787,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6788,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
6789,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6790,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6791,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
6792,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
6793,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
6794,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6795,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6796,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
6797,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
6798,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6799,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
6800,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
6801,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
6802,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
6803,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6804,Grassland,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
6805,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
6806,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
6807,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6808,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6809,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6810,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6811,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
6812,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6813,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6814,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6815,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6816,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6817,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6818,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6819,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6820,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6821,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6822,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
6823,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
6824,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6825,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6826,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6827,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6828,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6829,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
6830,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6831,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
6832,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6833,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6834,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6835,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6836,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6837,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6838,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6839,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6840,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6841,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6842,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6843,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6844,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6845,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6846,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
6847,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6849,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6850,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
6851,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
6852,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
6853,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6854,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6855,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6856,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6857,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6858,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
6859,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6860,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
6861,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6862,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6863,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6864,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6865,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6866,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6867,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6868,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6869,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
6874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
6876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
6884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
6886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
6887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
6888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6894,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
6895,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
6896,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6897,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6898,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6899,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6900,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6901,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
6902,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6903,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6904,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
6905,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
6906,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6907,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
6908,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
6909,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6910,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
6911,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
6912,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
6913,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
6914,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6915,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
6916,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
6917,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
6918,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6919,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
6920,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
6921,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6922,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6923,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6924,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6925,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6926,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6927,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
6928,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6929,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6930,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6931,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
6932,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
6933,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
6934,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6935,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6936,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6937,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
6938,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6939,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6940,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6941,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6942,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6943,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6944,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6945,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6946,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6947,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6948,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
6949,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
6950,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
6951,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6952,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6953,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
6954,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
6955,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6956,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6957,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
6958,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6959,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6960,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6961,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,NULL
6962,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6963,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
6964,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
6965,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6966,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
6967,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6968,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6969,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6970,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6971,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
6972,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6973,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
6974,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6975,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6976,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6977,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6978,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6979,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
6980,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
6981,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
6982,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6983,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6984,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6985,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6986,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6987,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6988,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6989,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
6990,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6991,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6992,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6993,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6994,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6995,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6996,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
