Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDM_M_R
693,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
694,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
695,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
696,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
697,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
698,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
699,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
700,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
701,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
702,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
703,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
704,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
705,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
706,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
707,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
708,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
709,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
710,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
711,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
712,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
713,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
714,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
715,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
716,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
717,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
718,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
719,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
720,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
721,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
722,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
723,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
724,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
725,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
726,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
727,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
728,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
729,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
730,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
731,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
732,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
733,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
734,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
735,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
736,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
737,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
738,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
739,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
740,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
741,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
742,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
743,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
744,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
745,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
746,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
747,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
748,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
749,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
750,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
751,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
752,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
753,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
754,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
755,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
756,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
757,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
758,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
759,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
760,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
761,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
762,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
763,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
764,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
765,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
766,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
767,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
768,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
769,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
770,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
771,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
772,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
773,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
774,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
775,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
776,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
777,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
778,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
779,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
780,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
781,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
782,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
783,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
784,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
785,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
786,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
787,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
788,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
789,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
790,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
791,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
792,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
793,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
794,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
795,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
796,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
797,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
798,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
799,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
800,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
801,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
802,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
803,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
804,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
805,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
806,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
807,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
808,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Water
809,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
810,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
811,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
812,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
813,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
814,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
815,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
816,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
817,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
818,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
819,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
820,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
821,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
822,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
823,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
824,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
825,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
826,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
827,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
828,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
829,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
830,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
831,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
832,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
833,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
834,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
835,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
836,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
837,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
838,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
839,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
840,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
841,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
842,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
843,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
844,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
845,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
846,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
847,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
848,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
849,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
850,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
851,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
852,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
853,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
854,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
855,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
856,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
857,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
858,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
859,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
860,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
861,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
862,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
863,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
864,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
865,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
866,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
867,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
868,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
869,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
870,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
871,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
872,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
873,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
874,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
875,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
876,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
877,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
878,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
879,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
880,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
881,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
882,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
883,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
884,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
885,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
886,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
887,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
888,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
889,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
890,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
891,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
892,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
893,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
894,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
895,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
896,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
897,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
898,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
899,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
900,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
901,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
902,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
903,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,NULL
904,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
905,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
906,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
907,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,NULL
908,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
909,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
910,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
911,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
912,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
913,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
914,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
915,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
916,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
917,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
918,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
919,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
920,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,NULL
921,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
922,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
923,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
924,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
925,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
926,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
927,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
928,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
929,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
930,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
931,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
932,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
933,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
934,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
935,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
936,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
937,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
938,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
939,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
940,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
941,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
942,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
943,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
944,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
945,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
946,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
947,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
948,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
949,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
950,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
951,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
952,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
953,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
954,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
955,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
956,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
957,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
958,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
959,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
960,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
961,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
962,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
963,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
964,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
965,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
966,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
967,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
968,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
969,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
970,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
971,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
972,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
973,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
974,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
975,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
976,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
977,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
978,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
979,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
980,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
981,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
982,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
983,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
984,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
985,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
986,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
987,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
988,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
989,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
990,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
991,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
992,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
993,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
994,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
995,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
996,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
997,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
998,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
999,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
1000,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1001,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1002,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
1003,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1004,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
1005,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
1006,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
1007,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
1008,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1009,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1010,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1011,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
1012,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1013,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
1014,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1015,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1016,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
1017,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1018,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1019,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Bareland
1020,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
1021,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
1022,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1023,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
1024,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
1025,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
1026,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1027,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1028,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1029,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1030,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1031,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
1032,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
1033,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
1034,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Water
