Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLJ_M_R
29,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
30,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
31,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
32,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
33,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
34,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
35,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
36,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
38,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
39,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
40,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Bareland
41,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
43,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
44,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
45,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
48,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Water
50,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
51,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
57,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
58,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
59,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
61,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
62,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
63,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
64,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
65,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
67,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
69,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
71,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
72,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
73,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
74,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
75,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
77,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
78,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
79,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
80,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
81,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
82,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
84,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
85,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
86,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
87,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
88,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
89,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
90,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,NULL
91,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
92,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
93,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Water
94,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
95,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
96,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
97,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
98,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
99,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
100,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
101,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
102,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
103,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
104,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
105,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
106,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
107,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
108,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
109,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
110,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
111,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
112,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
113,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
114,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
115,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
116,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Water
117,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
118,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
119,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
120,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
121,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
122,NULL,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
123,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
124,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
125,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
126,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
127,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
128,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
129,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
130,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
131,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
132,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
133,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
134,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
135,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
136,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
137,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
138,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
139,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
140,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,NULL
141,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
142,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
143,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
144,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
145,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
146,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
147,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
148,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
149,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
150,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
151,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
152,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
153,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Water
154,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
155,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
156,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
157,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
158,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
159,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
160,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
161,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
162,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Water
163,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
164,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
165,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
168,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
169,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
173,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
175,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
179,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
180,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
181,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
182,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
183,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
187,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
188,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
199,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
200,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
201,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
202,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
203,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
204,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
205,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
206,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
207,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
208,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
209,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
210,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
211,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
212,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
213,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
214,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
215,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
216,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
217,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
218,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
219,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
220,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
221,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
222,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
223,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
224,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
225,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
226,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
227,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
228,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
229,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
230,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
231,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
232,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
233,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
234,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
235,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
236,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
237,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
239,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
240,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
241,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
242,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
243,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
245,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
246,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
247,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
248,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
249,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
250,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
251,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
252,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
253,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
254,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
255,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
256,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
257,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
258,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
259,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
260,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
261,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
262,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
263,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
264,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
265,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
266,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
267,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
268,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
269,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
270,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
271,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
272,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
273,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
274,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
275,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
276,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
277,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
278,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
279,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
280,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
281,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
282,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
283,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
284,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
285,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
286,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
287,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
288,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
289,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
290,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
291,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
292,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
293,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
294,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
295,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
296,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
297,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
298,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
299,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
300,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
301,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
302,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
303,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
304,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
305,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
306,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
307,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
308,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
309,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
310,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
311,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
312,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
313,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
314,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
315,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
316,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
317,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
318,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
319,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
320,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
321,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
