Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBL_M_R
55,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
56,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
57,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
58,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
61,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
72,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
73,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
74,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
75,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
76,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
77,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
78,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
79,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
80,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
81,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
82,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
83,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
84,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
85,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
86,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
87,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
88,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
89,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
90,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
91,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
92,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
93,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
94,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
95,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
96,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
97,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
98,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
99,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
100,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
101,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
102,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
103,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
105,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
106,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
108,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
110,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
112,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
113,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
114,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
115,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
116,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
117,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
118,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
119,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
120,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
121,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
122,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
123,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
124,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
125,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
126,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
127,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
128,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Built-up,Bareland
129,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
130,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
131,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
132,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
133,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
134,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
135,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
136,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
137,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
138,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
139,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
140,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
141,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
142,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
143,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
144,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
145,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
146,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
147,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
148,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
149,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
150,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
151,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
152,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
153,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
154,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
155,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
156,NULL,NULL,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
157,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
158,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Bareland
159,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
160,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
161,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Bareland
162,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Forest
163,NULL,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
164,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
165,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
166,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
167,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Water
168,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
169,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
170,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
171,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Water
172,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Grassland
173,NULL,NULL,Grassland,Water,Non_Wetland,Built-up,Water,Water
174,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
175,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
176,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
177,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
178,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
179,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
180,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
181,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
182,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
183,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
184,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
185,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
186,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
187,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
188,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
189,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
190,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
192,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
193,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
194,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
195,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
196,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
197,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
198,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
199,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
200,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
201,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
202,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
203,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
204,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
205,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
206,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
207,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
208,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Grassland
209,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Bareland,Bareland
210,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
211,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
212,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
213,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
214,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Bareland
215,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Bareland
216,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
217,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
218,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
219,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
220,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
221,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Water
222,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
223,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
224,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
225,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
226,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
227,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
228,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
229,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Bareland,Grassland
230,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
231,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
232,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
233,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
234,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
235,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
236,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
237,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
238,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
239,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
240,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
241,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
242,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
243,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
244,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
245,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
246,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
247,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
248,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
249,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
250,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
251,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
252,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
253,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Water,Water
254,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
255,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
256,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
257,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
258,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
259,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
260,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
261,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
262,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
263,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
264,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
265,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Forest
266,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
267,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Forest
268,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
269,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
270,NULL,NULL,Water,NULL,Water,Grassland,Forest,Water
271,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
272,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
273,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
274,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
275,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
276,NULL,NULL,Water,NULL,Water,Bareland,Water,Forest
277,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
278,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
279,NULL,NULL,Water,NULL,Water,Water,Grassland,Bareland
280,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
281,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
282,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
283,NULL,NULL,Water,NULL,Water,Water,Water,Forest
284,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Forest
285,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
286,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Bareland
287,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
288,NULL,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
289,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
290,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Forest
291,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
292,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Water
293,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
294,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
295,NULL,NULL,Water,Non_Water,Water,Bareland,Wetland,Water
296,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
297,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
298,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
299,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Forest
300,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Grassland
301,NULL,NULL,Water,Non_Water,Water,Bareland,Forest,Water
302,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
303,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Water
304,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
305,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
306,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
307,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
308,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
309,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
310,NULL,NULL,Water,Non_Water,Water,Water,Forest,Grassland
311,NULL,NULL,Water,Non_Water,Water,Forest,Forest,Forest
312,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
313,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
314,NULL,NULL,Water,Water,Water,Grassland,Grassland,Water
315,NULL,NULL,Water,Water,Water,Grassland,Wetland,Bareland
316,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
317,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
318,NULL,NULL,Water,Water,Water,Grassland,Water,Water
319,NULL,NULL,Water,Water,Water,Grassland,Water,Forest
320,NULL,NULL,Water,Water,Water,Grassland,Forest,Water
321,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
322,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
323,NULL,NULL,Water,Water,Water,Bareland,Grassland,Forest
324,NULL,NULL,Water,Water,Water,Bareland,Wetland,Bareland
325,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
326,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
327,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
328,NULL,NULL,Water,Water,Water,Bareland,Water,Water
329,NULL,NULL,Water,Water,Water,Bareland,Forest,Water
330,NULL,NULL,Water,Water,Water,Water,Grassland,Bareland
331,NULL,NULL,Water,Water,Water,Water,Grassland,Water
332,NULL,NULL,Water,Water,Water,Water,Wetland,Water
333,NULL,NULL,Water,Water,Water,Water,Bareland,Water
334,NULL,NULL,Water,Water,Water,Water,Water,Grassland
335,NULL,NULL,Water,Water,Water,Water,Water,Bareland
336,NULL,NULL,Water,Water,Water,Water,Water,Water
337,NULL,NULL,Water,Water,Water,Water,Water,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
