Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVM_M_R
9010,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9011,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9012,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9013,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9014,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9015,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9016,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
9017,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9018,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9019,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
9020,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
9021,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
9022,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
9023,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9024,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9025,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9026,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9027,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9028,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9029,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9030,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9031,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9032,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9033,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9034,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9035,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9036,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9037,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9038,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9039,Cropland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9040,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9041,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9042,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9043,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
9044,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9045,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9046,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9047,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9048,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9049,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9050,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9051,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9052,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9053,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
9054,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9055,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9056,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9057,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9058,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9059,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
9060,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
9061,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
9062,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
9063,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9064,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9065,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
9066,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9067,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
9068,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9069,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9070,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9071,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9072,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9073,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9074,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9075,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9076,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9077,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9078,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
9079,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9080,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
9081,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
9082,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9083,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
9084,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
9085,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9086,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
9087,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
9088,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9089,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
9090,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
9091,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
9092,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9093,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9094,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9095,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9096,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
9097,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9098,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9099,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9100,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9101,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9102,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9103,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
9104,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9105,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9106,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
9107,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9108,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9109,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9110,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9111,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
9112,Cropland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9113,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9114,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9115,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9116,Cropland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
9117,Cropland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
9118,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
9119,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9120,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9121,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Cropland
9122,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9123,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9124,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,NULL
9125,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Cropland
9126,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9127,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9128,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9129,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9130,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9131,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
9132,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
9133,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9134,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9135,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9136,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9137,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9138,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9139,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9140,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9141,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9142,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9143,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9144,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
9145,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9146,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9147,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9148,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9149,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9150,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
9151,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9152,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
9153,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9154,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9155,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9156,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9157,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
9158,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
9159,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
9160,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9161,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9162,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
9163,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9164,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9165,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9166,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9167,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9168,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
9169,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
9170,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
9171,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9172,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9173,Cropland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
9174,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
9175,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
9176,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
9177,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
9178,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
9179,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
9180,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
9181,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Cropland
9182,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Bareland
9183,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
9184,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Cropland
9185,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9186,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9187,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9188,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9189,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9190,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9191,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9192,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9193,Cropland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9194,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9195,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9196,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9197,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
9198,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9199,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Bareland,Wetland
9200,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9201,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,Forest,Forest
9202,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9203,Cropland,Bareland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9204,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9205,Cropland,Bareland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9206,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9207,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9208,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
9209,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9210,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
9211,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9212,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9213,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9214,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9215,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
9216,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9217,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
9218,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
9219,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
9220,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
9221,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
9222,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
9223,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
9224,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9225,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
9226,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9227,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9228,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9229,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9230,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9231,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9232,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
9233,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
9234,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9235,Cropland,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
9236,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9237,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9238,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9239,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
9240,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9241,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9242,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9243,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9244,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9245,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9246,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9247,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9248,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9249,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
9250,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9251,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9252,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9253,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
9254,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
9255,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
9256,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
9257,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
9258,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9259,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9260,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9261,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9262,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
9263,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9264,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9265,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9266,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9267,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9268,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
9269,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
9270,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
9271,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
9272,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
9273,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
9274,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
9275,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
9276,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
9277,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
9278,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9279,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
9280,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
9281,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
9282,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
9283,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
9284,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
9285,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
9286,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
9287,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
9288,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
9289,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
9290,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
9291,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9292,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
9293,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
9294,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
9295,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9296,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9297,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9298,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9299,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9300,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
9301,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9302,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9303,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9304,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9305,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
9306,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9307,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9308,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
9309,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9310,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
9311,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9312,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9313,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9314,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9315,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9316,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9317,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9318,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9319,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9320,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
