Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKS_M_R
1794,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1795,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1796,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1797,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1798,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1799,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1800,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1802,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1803,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1804,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1805,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1806,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1807,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1808,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1809,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1810,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1811,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1812,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1813,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1814,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1815,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1816,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1817,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1818,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
1819,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1820,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1821,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1822,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1823,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1824,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1825,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1826,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1827,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1828,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1829,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1830,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1831,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1832,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1833,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1834,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1835,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1836,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1837,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1838,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1839,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1840,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1841,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1842,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1843,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1844,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1845,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1846,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1847,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1848,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
1849,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1850,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
1851,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1852,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1853,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1854,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1855,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1856,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1857,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1858,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1859,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1860,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1861,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1862,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
1870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1875,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1876,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1877,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
1878,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1879,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1880,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1881,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1882,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1883,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1884,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1885,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
1886,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1887,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1888,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1889,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1890,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1891,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1892,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1893,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1894,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1895,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1896,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1897,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1898,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1899,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1900,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1901,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1902,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1903,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1904,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1905,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1906,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1907,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1908,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1909,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1910,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1911,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1912,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1913,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1914,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1915,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1916,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1917,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1918,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1919,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1920,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
1921,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
1922,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1923,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1924,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1925,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1926,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1927,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1928,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1929,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
1930,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1931,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1932,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1933,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1934,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1935,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1936,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1937,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
1938,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1939,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1940,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1941,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1942,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1943,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1944,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1945,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1946,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1947,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1948,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1949,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1950,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1951,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1952,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1953,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1954,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1955,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1956,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1957,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1958,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1959,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1960,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1961,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1962,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1963,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1964,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1965,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1966,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
1967,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
1968,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1969,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1970,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1971,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
1972,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
1973,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1974,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1975,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1976,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1977,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1978,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1979,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1980,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
1981,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1982,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1983,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1984,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1985,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1986,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1987,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1988,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1989,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1990,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
1991,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1992,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1993,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1994,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1995,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
1996,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
1997,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Water
1998,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
1999,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
2000,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
2001,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2002,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
2003,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
2004,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Forest
2005,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
2006,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
2007,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
2008,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2009,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2010,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2011,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2012,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2013,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2014,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2015,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2016,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2017,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2018,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
2019,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2020,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2021,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2022,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2023,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
2024,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2025,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2026,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
2027,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
2028,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
2029,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Water,Grassland
2030,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2031,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2032,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2033,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2034,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
2035,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2036,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
2037,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
2038,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2039,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2040,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2041,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2042,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
2043,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
2044,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
2045,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
2046,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
2047,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2048,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
2049,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
2050,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2051,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2052,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2053,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
2054,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2055,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2056,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
2057,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
2058,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2059,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2060,Grassland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2061,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2062,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2063,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2064,Grassland,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
2065,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2066,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
2067,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
2068,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
2069,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
2070,Grassland,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
2071,Grassland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2072,Grassland,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
2073,Grassland,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2074,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
2075,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
2076,Grassland,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
2077,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2078,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2079,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2080,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
2081,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
2082,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2083,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2084,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2085,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2086,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2087,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2088,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2089,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2090,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2091,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2092,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
2093,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2094,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2095,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
2096,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
2097,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
2098,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2099,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
2100,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2101,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2102,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2103,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2104,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2105,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
2106,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2107,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2108,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2109,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2110,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2111,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2112,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2113,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2114,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
