Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MWA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MWA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MWA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MWA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MWA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MWA_M_R
9571,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9572,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9573,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9574,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
9575,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9576,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9577,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9578,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9579,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9580,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9581,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9582,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
9583,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9584,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9585,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9586,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9587,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9588,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9589,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9590,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9591,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9592,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
9593,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9594,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9595,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
9596,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
9597,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
9598,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9599,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9600,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
9601,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
9602,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
9603,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
9604,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
9605,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
9606,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9607,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9608,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
9609,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9610,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9611,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
9612,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9613,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
9614,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9615,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9616,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9617,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9618,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
9619,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9620,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9621,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9622,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
9623,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
9624,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9625,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9626,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
9627,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9628,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9629,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
9630,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
9631,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
9632,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
9633,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
9634,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
9635,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9636,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9637,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9638,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
9639,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
9640,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9641,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
9642,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9643,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
9644,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
9645,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
9646,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
9647,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
9648,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
9649,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
9650,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
9651,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
9652,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
9653,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
9654,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9655,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9656,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
9657,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9658,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
9659,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9660,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
9661,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9662,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9663,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
9664,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9665,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9666,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
9667,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
9668,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
9669,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
9670,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9671,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
9672,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Grassland
9673,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Bareland
9674,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9675,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
9676,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
9677,Grassland,Cropland,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
9678,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
9679,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
9680,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
9681,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
9682,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
9683,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Grassland
9684,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Water,Water
9685,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
9686,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
9687,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Grassland
9688,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,Water,Grassland
9689,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
9690,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
9691,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Grassland
9692,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Cropland
9693,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
9694,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
9695,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
9696,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Grassland
9697,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Grassland
9698,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Water,Wetland
9699,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Water,Water
9700,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
9701,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Cropland
9702,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Wetland
9703,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
9704,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
9705,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
9706,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
9707,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
9708,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
9709,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
9710,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9711,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
9712,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
9713,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
9714,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
9715,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
9716,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
9717,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Water
9718,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
9719,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
9720,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
9721,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
9722,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
9723,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
9724,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Shrubland,Cropland
9725,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
9726,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
9727,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
9728,Grassland,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Water
9729,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
9730,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Cropland
9731,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
9732,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
9733,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Grassland
9734,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
9735,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
9736,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
9737,Grassland,Cropland,Wetland,Water,Wetland,Cropland,NULL,Wetland
9738,Grassland,Cropland,Wetland,Water,Wetland,Water,Shrubland,Water
9739,Grassland,Cropland,Wetland,Water,Wetland,Forest,NULL,Wetland
9740,Grassland,Cropland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
9741,Grassland,Cropland,Wetland,Water,Wetland,Forest,Shrubland,Cropland
9742,Grassland,Cropland,Wetland,Water,Wetland,Forest,Shrubland,Forest
9743,Grassland,Cropland,Wetland,Water,Wetland,Forest,Water,Wetland
9744,Grassland,Cropland,Wetland,Water,Wetland,Forest,Forest,Wetland
9745,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
9746,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
9747,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
9748,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
9749,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
9750,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9751,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9752,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9753,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
9754,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
9755,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9756,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
9757,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
9758,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9759,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Bareland,NULL
9760,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
9761,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9762,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9763,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
9764,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9765,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
9766,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9767,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
9768,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
9769,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9770,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
9771,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
9772,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
9773,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
9774,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
9775,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
9776,Grassland,Cropland,Water,NULL,Water,Forest,NULL,Grassland
9777,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Wetland
9778,Grassland,Cropland,Water,NULL,Water,Forest,Forest,Water
9779,Grassland,Cropland,Water,Non_Water,Water,Forest,Forest,Water
9780,Grassland,Cropland,Water,Water,Water,Forest,Water,Water
9781,Grassland,Cropland,Water,Water,Water,Forest,Forest,Wetland
9782,Grassland,Cropland,Water,Water,Water,Forest,Forest,Water
9783,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9784,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9785,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
9786,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
9787,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9788,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9789,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9790,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
9791,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9792,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9793,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9794,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
9795,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9796,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
9797,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
9798,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9799,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Cropland
9800,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
9801,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9802,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9803,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9804,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
9805,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9806,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9807,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9808,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9809,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9810,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9811,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9812,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9813,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9814,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9815,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9816,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9817,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9818,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9819,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9820,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9821,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9822,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9823,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
9824,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9825,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9826,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9827,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9828,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9829,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9830,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9831,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9832,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9833,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9834,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
9835,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9836,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
9837,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9838,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
9839,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9840,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9841,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9842,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9843,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9844,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
9845,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
9846,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9847,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
9848,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
9849,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
9850,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
9851,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
9852,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
9853,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
9854,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9855,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9856,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
9857,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9858,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9859,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9860,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9861,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9862,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9863,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
9864,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Wetland
9865,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9866,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9867,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
9868,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9869,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
9870,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
9871,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9872,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
9873,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9874,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
9875,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
9876,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
9877,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9878,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9879,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
9880,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
9881,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
9882,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
9883,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
9884,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
9885,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
9886,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Cropland
