Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LNC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LNC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LNC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LNC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LNC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LNC_M_R
6898,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6899,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
6900,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6901,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
6902,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6903,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6904,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
6905,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6906,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
6907,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
6908,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6909,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
6910,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6911,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6912,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
6913,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
6914,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Cropland
6915,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6916,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6917,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6918,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6919,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6920,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6921,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6922,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6923,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
6924,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6925,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6926,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6927,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6928,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6929,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6930,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
6931,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6932,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6933,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6934,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
6935,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6936,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6937,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
6938,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6939,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6940,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6941,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6942,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6943,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
6944,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6945,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6946,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Wetland
6947,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
6948,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
6949,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
6950,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6951,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6952,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
6953,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6954,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6955,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,NULL
6956,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Water
6957,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6958,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6959,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
6960,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
6961,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
6962,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
6963,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6964,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
6965,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Wetland,NULL
6966,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
6967,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6968,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6969,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
6970,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6971,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6972,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6973,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6974,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6975,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
6976,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6977,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6978,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6979,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6980,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6981,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6982,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6983,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6984,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6985,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6986,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6987,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6988,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6989,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6990,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6991,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
6992,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
6993,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
6994,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
6995,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
6996,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6997,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
6998,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
6999,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7000,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7001,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
7002,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7003,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,NULL
7004,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
7005,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
7006,Grassland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
7007,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
7008,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7009,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
7010,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
7011,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7012,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7013,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7014,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Grassland
7015,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7016,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
7017,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
7018,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7019,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
7020,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
7021,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7022,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7023,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7024,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7025,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7026,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7027,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
7028,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7029,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
7030,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
7031,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
7032,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7033,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7034,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Water
7035,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Forest
7036,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
7037,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
7038,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,NULL
7039,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Grassland
7040,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Wetland
7041,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Water
7042,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
7043,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7044,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
7045,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7046,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
7047,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
7048,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
7049,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
7050,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,NULL
7051,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
7052,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
7053,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
7054,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7055,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
7056,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7057,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,NULL
7058,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
7059,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7060,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,NULL
7061,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7062,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7063,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,NULL
7064,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
7065,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
7066,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,NULL
7067,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
7068,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
7069,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
7070,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
7071,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7072,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
7073,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7074,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,NULL
7075,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
7076,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest,Forest
7077,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7078,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7079,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7080,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7081,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
7082,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
7083,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
7084,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
7085,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7086,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
7087,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
7088,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
7089,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,NULL
7090,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7091,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7092,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Cropland
7093,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
7094,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Forest
7095,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
7096,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
7097,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7098,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,NULL
7099,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
7100,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Water
7101,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
7102,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
7103,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
7104,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
7105,Grassland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7106,Grassland,Wetland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Wetland
7107,Grassland,Wetland,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
7108,Grassland,Wetland,Water,NULL,Water,NULL,Shrubland,Forest
7109,Grassland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Forest
7110,Grassland,Wetland,Water,NULL,Water,Shrubland,Forest,Forest
7111,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7112,Grassland,Wetland,Water,Water,Water,NULL,Shrubland,Wetland
7113,Grassland,Wetland,Water,Water,Water,NULL,Forest,Water
7114,Grassland,Wetland,Water,Water,Water,Shrubland,Shrubland,Water
7115,Grassland,Wetland,Water,Water,Water,Wetland,Shrubland,Water
7116,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
7117,Grassland,Wetland,Water,Water,Water,Water,Water,Water
7118,Grassland,Wetland,Water,Water,Water,Water,Forest,Water
7119,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7120,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
7121,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
7122,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
7123,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
7124,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7125,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
7126,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
7127,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7128,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
7129,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7130,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7131,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7132,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
7133,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7134,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
7135,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
7136,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7137,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
7138,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
7139,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
7140,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7141,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7142,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
7143,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7144,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7145,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7146,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
7147,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7148,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7149,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7150,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7151,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
7152,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
7153,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
7154,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
7155,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
7156,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
7157,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
7158,Grassland,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
7159,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7160,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7161,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
7162,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
7163,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7164,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7165,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
7166,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
7167,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
7168,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
7169,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7170,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7171,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
7172,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
7173,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
7174,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
7175,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
7176,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
7177,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
7178,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7179,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
7180,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
7181,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7182,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
7183,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
7184,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7185,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
7186,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7187,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
7188,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7189,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
7190,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
7191,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
7192,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
7193,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
7194,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
7195,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
7196,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
7197,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7198,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
7199,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
7200,Grassland,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7201,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7202,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
7203,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7204,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
7205,Grassland,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
7206,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
7207,Grassland,Water,Wetland,Water,Wetland,Water,NULL,Cropland
7208,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Water
7209,Grassland,Water,Wetland,Water,Wetland,Water,Grassland,Forest
7210,Grassland,Water,Wetland,Water,Wetland,Water,Water,Cropland
7211,Grassland,Water,Wetland,Water,Wetland,Water,Water,Wetland
7212,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
7213,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
7214,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7215,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
7216,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
7217,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
7218,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
