Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCB_M_R
3830,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3831,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Water
3832,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
3833,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3834,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3835,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3836,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3837,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
3838,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Built-up
3839,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3840,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3841,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3842,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
3843,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
3844,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
3845,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Grassland
3846,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3847,Grassland,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
3848,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3849,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
3850,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
3851,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
3852,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3853,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
3854,Grassland,NULL,Water,NULL,Water,NULL,Water,Water
3855,Grassland,NULL,Water,NULL,Water,Wetland,NULL,Water
3856,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3857,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Water
3858,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3859,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3860,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3861,Grassland,NULL,Water,NULL,Water,Wetland,Water,Grassland
3862,Grassland,NULL,Water,NULL,Water,Wetland,Water,Water
3863,Grassland,NULL,Water,NULL,Water,Wetland,Water,Forest
3864,Grassland,NULL,Water,NULL,Water,Bareland,Wetland,Forest
3865,Grassland,NULL,Water,NULL,Water,Water,NULL,Water
3866,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3867,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Grassland
3868,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Cropland
3869,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Water
3870,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Grassland
3871,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
3872,Grassland,NULL,Water,Non_Water,Water,NULL,Forest,Cropland
3873,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
3874,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Cropland
3875,Grassland,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
3876,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,NULL
3877,Grassland,NULL,Water,Non_Water,Water,Wetland,Forest,Forest
3878,Grassland,NULL,Water,Non_Water,Water,Water,NULL,Cropland
3879,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Cropland
3880,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
3881,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
3882,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Cropland
3883,Grassland,NULL,Water,Non_Water,Water,Water,Forest,Wetland
3884,Grassland,NULL,Water,Non_Water,Water,Forest,Wetland,Water
3885,Grassland,NULL,Water,Non_Water,Water,Forest,Forest,Forest
3886,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
3887,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
3888,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
3889,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
3890,Grassland,NULL,Water,Water,Water,NULL,Water,Grassland
3891,Grassland,NULL,Water,Water,Water,NULL,Water,Wetland
3892,Grassland,NULL,Water,Water,Water,NULL,Water,Water
3893,Grassland,NULL,Water,Water,Water,Grassland,NULL,Water
3894,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3895,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
3896,Grassland,NULL,Water,Water,Water,Wetland,NULL,Grassland
3897,Grassland,NULL,Water,Water,Water,Wetland,NULL,Water
3898,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Wetland
3899,Grassland,NULL,Water,Water,Water,Wetland,Grassland,Water
3900,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
3901,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Forest
3902,Grassland,NULL,Water,Water,Water,Wetland,Water,Grassland
3903,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
3904,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
3905,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
3906,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Grassland
3907,Grassland,NULL,Water,Water,Water,Bareland,Grassland,Water
3908,Grassland,NULL,Water,Water,Water,Water,NULL,Wetland
3909,Grassland,NULL,Water,Water,Water,Water,NULL,Water
3910,Grassland,NULL,Water,Water,Water,Water,Water,Water
3911,Grassland,NULL,Water,Water,Water,Forest,Wetland,Water
3912,Grassland,NULL,Water,Water,Water,Forest,Wetland,Forest
3913,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3914,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3915,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3916,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3917,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3918,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3919,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3920,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3921,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3922,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3923,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3924,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3925,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3926,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3927,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3928,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3929,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3930,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3931,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3932,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3933,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3934,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3935,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3936,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3937,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3938,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
3939,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3940,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3941,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3942,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3943,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
3944,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3945,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3946,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3947,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3948,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3949,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3950,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3951,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3952,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3953,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3954,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3955,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3956,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3957,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3958,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3959,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
3960,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3961,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3962,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3963,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3964,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3965,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3966,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3967,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3968,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3969,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3970,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3971,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3972,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3973,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3974,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
3975,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
3976,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3977,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3978,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3979,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3980,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3981,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3982,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3983,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3984,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3985,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3986,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
3987,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3988,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3989,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3990,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3991,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3992,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3993,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
3994,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3995,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
3996,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3997,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3998,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3999,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
4000,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4001,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
4002,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4003,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4004,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
4005,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4006,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4007,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
4008,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4009,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4010,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4011,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4012,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4013,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4014,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4015,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4016,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
4017,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
4018,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
4019,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
4020,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4021,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
4022,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4023,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4024,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4025,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4026,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4027,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4028,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4029,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
4030,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4031,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
4032,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4033,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4034,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
4035,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4036,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
4037,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
4038,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
4039,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
4040,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
4041,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
4042,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4043,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4044,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
4045,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4046,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4047,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4048,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
4049,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4050,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4051,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4052,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
4053,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
4054,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Cropland
4055,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4056,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4057,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4058,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4059,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4060,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4061,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4062,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4063,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4064,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4065,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
4066,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4067,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4068,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4069,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
4070,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4071,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4072,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
4073,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4074,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
4075,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4076,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4077,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
4078,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4079,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4080,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4081,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4082,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4083,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4084,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
4085,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4086,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4087,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4088,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4089,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4090,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
4091,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Cropland
4092,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
4093,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4094,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
4095,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4096,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
4097,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
4098,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4099,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4100,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
4101,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4102,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
4103,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4104,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4105,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
4106,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
4107,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
4108,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
4109,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4110,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4111,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
4112,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
4113,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4114,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
4115,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Water
4116,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4117,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4118,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
4119,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
4120,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
4121,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
4122,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
4123,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
4124,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4125,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4126,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4127,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4128,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4129,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4130,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4131,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4132,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4133,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4134,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4135,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4136,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4137,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
4138,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4139,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4140,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4141,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4142,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4143,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4144,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4145,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4146,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4147,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4148,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4149,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4150,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4151,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Water
4152,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4153,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4154,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4155,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4156,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4157,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4158,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4159,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4160,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4161,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4162,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4163,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4164,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
