Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRV_M_R
2577,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2578,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2579,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
2580,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2581,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2582,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2583,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2584,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2585,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2586,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2587,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2588,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Cropland
2589,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2590,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2591,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
2592,NULL,Water,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
2593,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2594,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2595,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2596,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2597,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2598,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
2599,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
2600,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
2601,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2602,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2603,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
2604,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
2605,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
2606,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
2607,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
2608,NULL,Water,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
2609,NULL,Water,NULL,Water,Non_Wetland,Water,Built-up,Water
2610,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
2611,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2612,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2613,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2614,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
2615,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2616,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2617,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2618,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2619,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2620,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2621,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2622,NULL,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
2623,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2624,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2625,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2626,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2627,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
2628,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
2629,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
2630,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2631,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2632,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
2633,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
2634,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2635,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2636,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
2637,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
2638,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2639,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2640,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2641,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2642,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2643,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2644,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2645,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2646,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2647,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2648,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2649,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2650,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2651,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2652,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2653,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2654,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2655,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2656,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2657,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2658,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2659,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
2660,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2661,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2662,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
2663,NULL,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2664,NULL,Water,Cropland,NULL,Non_Wetland,Water,Built-up,Forest
2665,NULL,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
2666,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2667,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2668,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2669,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2670,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
2671,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2672,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2673,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2674,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2675,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2676,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
2677,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2678,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Water
2679,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
2680,NULL,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
2681,NULL,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
2682,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2683,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2684,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
2685,NULL,Water,Cropland,Water,Non_Wetland,Water,Grassland,Water
2686,NULL,Water,Cropland,Water,Non_Wetland,Water,Water,Water
2687,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2688,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2689,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2690,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Built-up
2691,NULL,Water,Wetland,NULL,Wetland,NULL,Water,Water
2692,NULL,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
2693,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2694,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2695,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2696,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2697,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2698,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Water
2699,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2700,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2701,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Built-up
2702,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
2703,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2704,NULL,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2705,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2706,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
2707,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2708,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
2709,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2710,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2711,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2712,NULL,Water,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
2713,NULL,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2714,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2715,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Cropland
2716,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2717,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2718,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
2719,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2720,NULL,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
2721,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
2722,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2723,NULL,Water,Wetland,Water,Wetland,NULL,Water,Grassland
2724,NULL,Water,Wetland,Water,Wetland,NULL,Water,Water
2725,NULL,Water,Wetland,Water,Wetland,NULL,Water,Forest
2726,NULL,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
2727,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2728,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
2729,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
2730,NULL,Water,Wetland,Water,Wetland,Built-up,Built-up,Forest
2731,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
2732,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
2733,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
2734,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2735,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2736,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2737,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2738,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2739,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2740,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
2741,NULL,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
2742,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2743,NULL,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
2744,NULL,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Water
2745,NULL,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
2746,NULL,Water,Water,NULL,Water,Grassland,Water,Grassland
2747,NULL,Water,Water,NULL,Water,Water,Grassland,Grassland
2748,NULL,Water,Water,NULL,Water,Water,Water,Water
2749,NULL,Water,Water,Non_Water,Water,NULL,NULL,Forest
2750,NULL,Water,Water,Non_Water,Water,NULL,Water,Water
2751,NULL,Water,Water,Non_Water,Water,NULL,Water,Forest
2752,NULL,Water,Water,Non_Water,Water,Water,NULL,Water
2753,NULL,Water,Water,Non_Water,Water,Water,Water,Water
2754,NULL,Water,Water,Non_Water,Water,Water,Water,Forest
2755,NULL,Water,Water,Water,Water,NULL,Grassland,Grassland
2756,NULL,Water,Water,Water,Water,NULL,Water,Grassland
2757,NULL,Water,Water,Water,Water,NULL,Water,Water
2758,NULL,Water,Water,Water,Water,NULL,Water,Forest
2759,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
2760,NULL,Water,Water,Water,Water,Water,Grassland,Forest
2761,NULL,Water,Water,Water,Water,Water,Water,Water
2762,NULL,Water,Water,Water,Water,Water,Water,Forest
2763,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2764,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2765,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2766,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2767,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2768,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2769,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2770,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
2771,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2772,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2773,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2774,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland,Water
2775,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2776,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2777,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2778,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2779,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2780,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2781,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2782,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2783,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2784,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2785,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
2786,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2787,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2788,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2789,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2790,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2791,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2792,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2793,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2794,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2795,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2796,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2797,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2798,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2799,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2800,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2801,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2802,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2803,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2804,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2805,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2806,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2807,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2808,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2809,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2810,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2811,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2812,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2813,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2814,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2815,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2816,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2817,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2818,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2819,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2820,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2821,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2822,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2823,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2824,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
2825,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2826,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2827,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
2828,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2829,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
2830,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2831,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2832,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2833,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2834,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2835,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2836,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2837,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2838,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2839,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2840,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
2841,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
2842,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
2843,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
2844,NULL,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2845,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2846,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2847,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2848,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2849,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2850,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2851,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2852,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2853,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
2854,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2855,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2856,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2857,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2858,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2859,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2860,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2861,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2862,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2863,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2864,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2865,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2866,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2867,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2868,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2869,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2870,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2871,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2872,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2873,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2874,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2875,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2876,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2877,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2878,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2879,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2880,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2881,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2882,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2883,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2884,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2885,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2886,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2887,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2888,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2889,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2890,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
2891,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2892,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2893,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2894,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2895,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2896,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2897,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2898,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
2899,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2900,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2901,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
2902,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
2903,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2904,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2905,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2906,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2907,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2908,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2909,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2910,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2911,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
2912,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
2913,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
2914,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
2915,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
2916,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2917,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2918,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2919,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2920,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
