Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMN_M_R
1067,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1068,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1069,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1070,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1071,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1072,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1073,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1074,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1075,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1076,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1077,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1078,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1079,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1080,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1081,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1082,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1083,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1084,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1085,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1086,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1087,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1088,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1089,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1090,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1091,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1092,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1093,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1094,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1095,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1096,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1097,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1098,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1099,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1100,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1101,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1102,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1103,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1104,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1105,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1106,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1107,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
1108,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1109,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1110,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1111,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1112,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
1113,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1114,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
1115,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1116,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1117,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1118,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1119,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1120,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1121,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1122,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1123,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1124,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1125,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1126,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1127,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1128,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1129,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1130,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1131,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1133,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1134,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1135,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1136,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1137,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1138,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1139,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1140,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1141,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1142,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1143,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1144,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1145,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1146,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1147,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1148,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1149,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1150,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1151,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1152,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1153,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1154,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1155,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1156,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
1157,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
1158,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
1159,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
1160,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1161,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1162,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1163,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1164,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1165,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
1166,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1167,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
1168,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1169,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1170,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1171,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
1172,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
1173,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1174,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1175,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1176,NULL,NULL,Forest,Water,Non_Wetland,Cropland,NULL,Grassland
1177,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
1178,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
1179,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1180,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1181,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1182,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1183,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1184,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
1185,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1186,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1187,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1188,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
1189,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1190,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
1191,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1192,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1193,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
1194,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1195,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1196,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
1197,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1198,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1199,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
1200,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1201,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1202,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1203,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1204,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1205,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1206,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1207,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1208,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1209,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1210,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1211,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1212,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1213,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1214,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1215,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1216,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1217,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1218,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1219,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1220,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1221,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1222,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1223,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1224,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1225,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1226,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1227,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1228,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1229,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1230,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1231,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1232,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1233,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1234,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1235,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1236,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1237,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1238,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1239,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1240,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1242,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1243,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1244,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1245,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1247,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1248,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1249,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1250,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1251,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1252,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1253,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1254,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1255,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1256,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
1257,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1258,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1259,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1260,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1261,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
1262,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1263,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
1264,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
1272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
1281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
1285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
1287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
1314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
1323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
1344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1362,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1363,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
1364,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1365,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1366,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1368,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1369,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1370,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1371,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
1372,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1373,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
1374,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1375,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1376,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1377,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1378,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1379,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1380,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1381,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1382,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1383,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1384,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
