Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYP_M_R
13092,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13093,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13094,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
13095,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13096,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
13097,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13098,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
13099,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
13100,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
13101,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13102,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13103,Cropland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
13104,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
13105,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13106,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13107,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13108,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13109,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13110,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13111,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13112,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13113,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
13114,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13115,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13116,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13117,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,NULL
13118,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13119,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13120,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13121,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
13122,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
13123,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
13124,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,NULL
13125,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
13126,Cropland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
13127,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
13128,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
13129,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
13130,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
13131,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
13132,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
13133,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
13134,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
13135,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
13136,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
13137,Cropland,NULL,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
13138,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
13139,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
13140,Cropland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
13141,Cropland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Cropland
13142,Cropland,NULL,NULL,Water,Non_Wetland,Cropland,NULL,Wetland
13143,Cropland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
13144,Cropland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
13145,Cropland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
13146,Cropland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
13147,Cropland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
13148,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
13149,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
13150,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
13151,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
13152,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
13153,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
13154,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
13155,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
13156,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13157,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13158,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
13159,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
13160,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
13161,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
13162,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
13163,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
13164,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
13165,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
13166,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
13167,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
13168,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
13169,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
13170,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
13171,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
13172,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
13173,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
13174,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
13175,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
13176,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
13177,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
13178,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
13179,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13180,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13181,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
13182,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13183,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13184,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13185,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13186,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13187,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13188,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13189,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
13190,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13191,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13192,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13193,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
13194,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
13195,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
13196,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
13197,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13198,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13199,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13200,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13201,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13202,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13203,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13204,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13205,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13206,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13207,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13208,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13209,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13210,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
13211,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13212,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13213,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13214,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13215,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13216,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
13217,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
13218,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
13219,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
13220,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
13221,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
13222,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
13223,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
13224,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
13225,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
13226,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13227,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13228,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
13229,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13230,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13231,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
13232,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
13233,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
13234,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
13235,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
13236,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
13237,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
13238,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
13239,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
13240,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
13241,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
13242,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
13243,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
13244,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13245,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
13246,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13247,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13248,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
13249,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
13250,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13251,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
13252,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
13253,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
13254,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13255,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13256,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13257,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13258,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13259,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13260,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
13261,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
13262,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13263,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
13264,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
13265,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
13266,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13267,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
13268,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13269,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13270,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
13271,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
13272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13273,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
13274,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13275,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13276,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
13277,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
13278,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
13279,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13280,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13281,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
13282,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
13283,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
13284,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
13285,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
13286,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13287,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13288,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
13289,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13290,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
13291,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13292,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
13293,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13294,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
13295,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
13296,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
13297,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
13298,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
13299,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
13300,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
13301,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
13302,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
13303,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
13304,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
13305,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
13306,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
13307,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
13308,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
13309,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
13310,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
13311,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
13312,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
13313,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
13314,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
13315,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
13316,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13317,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
13318,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Cropland
13319,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
13320,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
13321,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
13322,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
13323,Cropland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
13324,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13325,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13326,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13327,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
13328,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
13329,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
13330,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13331,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
13332,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13333,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
13334,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
13335,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
13336,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13337,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
13338,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
13339,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
13340,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13341,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
13342,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
13343,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
13344,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
13345,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Cropland
13346,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
13347,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
13348,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13349,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
13350,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13351,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
13352,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13353,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13354,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13355,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13356,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13357,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13358,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13359,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13360,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13361,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13362,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
13363,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13364,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13365,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
13366,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
13367,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13368,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13369,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13370,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
13371,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13372,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
13373,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13374,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13375,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
13376,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13377,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
13378,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13379,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
13380,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
13381,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
13382,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13383,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13384,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
13385,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13386,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13387,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
13388,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
13389,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
13390,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13391,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
13392,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13393,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
13394,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
13395,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
13396,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Wetland
13397,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
13398,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,NULL
13399,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
13400,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
13401,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
13402,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
13403,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13404,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
