Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KNA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KNA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KNA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KNA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KNA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KNA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KNA_M_R
3073,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3074,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3075,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3076,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3077,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
3078,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3079,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
3080,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3081,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
3082,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3083,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3084,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3085,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
3086,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3087,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3088,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3089,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3090,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3091,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3092,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3093,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3094,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3095,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3096,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3097,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3098,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3099,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3100,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3101,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3102,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3103,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3104,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3105,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3106,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3107,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3108,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3109,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3110,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3111,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3112,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3113,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3114,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3115,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3116,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3117,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3118,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3119,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3120,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3121,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3122,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3123,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3124,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3125,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3126,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
3127,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3128,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
3129,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3130,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
3131,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3132,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3133,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
3134,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
3135,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3136,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3137,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3138,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3139,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3140,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
3141,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
3142,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3143,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3144,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3145,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3146,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3147,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3148,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
3149,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3150,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3151,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3152,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3153,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3154,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
3155,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3156,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3157,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
3158,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3159,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
3160,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
3161,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
3162,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3163,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3164,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3165,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3166,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3167,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3168,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
3169,NULL,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3170,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3171,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3172,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3173,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
3174,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
3175,NULL,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3176,NULL,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
3177,NULL,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Water
3178,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3179,NULL,Wetland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3180,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3181,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3182,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3183,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3184,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3185,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3186,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3187,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3188,NULL,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3189,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3190,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3191,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3192,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3193,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
3194,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3195,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3196,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3197,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3198,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
3199,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3200,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3201,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
3202,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3203,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3204,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3205,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
3206,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3207,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3208,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3209,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3210,NULL,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3211,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3212,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3213,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3214,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3215,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3216,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
3217,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
3218,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3219,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
3220,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3221,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
3222,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
3223,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
3224,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,NULL
3225,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3226,NULL,Wetland,Wetland,Water,Wetland,Wetland,Shrubland,Water
3227,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3228,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
3229,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
3230,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3231,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Water,Forest
3232,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
3233,NULL,Wetland,Water,Water,Water,NULL,Shrubland,Water
3234,NULL,Wetland,Water,Water,Water,Wetland,NULL,Water
3235,NULL,Wetland,Water,Water,Water,Wetland,Shrubland,Water
3236,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
3237,NULL,Wetland,Water,Water,Water,Water,Water,Water
3238,NULL,Wetland,Water,Water,Water,Water,Water,Forest
3239,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3240,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3241,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3242,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3243,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3244,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3245,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3246,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3247,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
3248,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3249,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3250,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3251,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3252,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3253,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
3254,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3255,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
3256,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3257,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
3258,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3259,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3260,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
3261,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3262,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3263,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3264,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3265,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3266,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3267,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3268,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3269,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3270,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3271,NULL,Bareland,Wetland,Water,Wetland,Water,Grassland,Water
3272,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
3273,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3274,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3275,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
3276,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3277,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Cropland
3278,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
3279,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3280,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
3281,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
3282,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3283,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3284,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3285,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3286,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3287,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3288,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
3289,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3290,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3291,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3292,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3293,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3294,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
3295,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3296,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
3297,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3298,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3299,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3300,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3301,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3302,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Water
3303,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Water,Forest
3304,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3305,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3306,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3307,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3308,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3309,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3310,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3311,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3312,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3313,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3314,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3315,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3316,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
3317,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3318,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3319,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3320,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Water
3321,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
3322,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3323,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Water
3324,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3325,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3326,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3327,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3328,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3329,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
3330,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3331,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3332,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3333,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3335,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3336,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3337,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3338,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3339,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3340,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3341,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3342,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3343,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3344,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3345,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3346,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
3347,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
3348,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
3349,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3350,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
3351,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
3352,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
3353,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
3354,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3355,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3356,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3357,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
3358,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
3359,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3360,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3361,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
3362,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3363,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
3364,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
3365,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3366,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
3367,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3368,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
3369,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
3370,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Water
3371,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3372,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3373,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3374,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
3375,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3376,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3377,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3378,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3379,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3380,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3381,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
3382,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3383,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3384,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3385,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
3386,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3387,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
3388,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3389,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
3390,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3391,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
3392,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3393,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
3394,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
3395,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3396,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
