Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDR_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
25,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
26,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
27,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
28,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
29,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
30,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
31,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
34,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
35,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
37,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
40,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
42,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
43,NULL,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
47,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
48,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
49,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
50,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
51,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
62,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
63,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
66,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
68,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
70,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
71,NULL,NULL,NULL,NULL,Non_Wetland,Water,Forest,Wetland
72,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
73,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
75,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
76,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
80,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
82,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
83,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
84,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
85,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
188,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
189,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
190,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
191,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
192,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
193,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
194,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
195,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
196,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Grassland
197,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
198,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
199,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
200,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
201,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
202,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
203,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
204,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
207,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
208,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
209,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
210,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
212,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
213,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
214,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
216,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
217,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
218,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
220,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
221,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
225,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
226,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
227,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
228,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
229,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
230,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
232,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Bareland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
248,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
249,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
251,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
252,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
254,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
255,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
258,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
260,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
263,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
270,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
271,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
273,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
276,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
277,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
278,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
279,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
287,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
292,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
293,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
294,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
295,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
296,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
298,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
305,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
306,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Cropland
307,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
308,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
309,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
310,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
311,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
312,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
313,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
314,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
315,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
316,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
317,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
318,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
319,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
320,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
