Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMG_M_R
136,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
137,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
138,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
139,NULL,NULL,Water,Water,Water,Water,Water,Grassland
140,NULL,NULL,Water,Water,Water,Water,Water,Wetland
141,NULL,NULL,Water,Water,Water,Water,Water,Water
142,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
143,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
144,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
145,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
146,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
147,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
148,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
149,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
150,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
151,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
152,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
153,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
154,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
155,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
156,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
157,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
158,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
159,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
160,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
161,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
162,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
163,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
164,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
165,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
166,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
167,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
168,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
169,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
170,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
171,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
172,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
173,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
174,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
175,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
176,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
177,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
178,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
179,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
180,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
181,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
182,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
183,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
184,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
185,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
186,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
187,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
188,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
189,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
190,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
191,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
192,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
193,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
194,NULL,Bareland,Water,Water,Water,Water,Water,Water
195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
202,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
203,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
204,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
205,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Bareland
206,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
207,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
208,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
209,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
210,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
211,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
212,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
213,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
214,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
215,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
216,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
217,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
218,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
219,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
220,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
221,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
222,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
223,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
224,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
225,NULL,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
226,NULL,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
227,NULL,Water,Water,NULL,Water,Water,Water,Water
228,NULL,Water,Water,NULL,Water,Water,Water,Forest
229,NULL,Water,Water,NULL,Water,Water,Forest,Forest
230,NULL,Water,Water,Water,Water,Grassland,Wetland,Water
231,NULL,Water,Water,Water,Water,Water,Water,Water
232,NULL,Water,Water,Water,Water,Water,Water,Forest
233,NULL,Water,Water,Water,Water,Water,Forest,Wetland
234,NULL,Water,Water,Water,Water,Water,Forest,Water
235,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
236,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
237,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
238,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
239,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
240,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
241,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
242,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
243,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
244,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
245,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
246,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
247,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
248,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
249,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
250,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
251,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
252,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
253,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
254,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
255,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
256,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
257,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
258,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
259,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
260,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
261,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
262,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
263,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
264,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
265,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
266,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
267,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
268,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
269,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
270,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
271,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
272,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
273,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
274,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
275,NULL,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
276,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
277,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
278,NULL,Forest,Water,NULL,Water,Grassland,Forest,Forest
279,NULL,Forest,Water,Water,Water,Grassland,Wetland,Water
280,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
281,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
282,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
283,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
284,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
285,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
286,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
287,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
288,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
289,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
290,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
291,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
292,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
293,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
294,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
295,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
296,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
297,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
298,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
299,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
300,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
301,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
302,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
303,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
304,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
305,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
306,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
307,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
308,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
309,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
310,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
311,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
312,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
313,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
314,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
315,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
316,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
317,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
318,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
319,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
320,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
321,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
322,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
323,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
324,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
325,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
326,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
327,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
328,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
329,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
330,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
331,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
332,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
333,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
334,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
335,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Wetland
