Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTP_M_R
2084,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2085,NULL,Water,Water,Water,Water,Shrubland,Water,Grassland
2086,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2087,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water,NULL
2088,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2089,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2090,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2091,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2092,NULL,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2093,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2094,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2095,NULL,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2096,NULL,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2097,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2098,NULL,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2099,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2100,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2101,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2102,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2103,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2104,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2105,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2106,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2107,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2108,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
2109,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2110,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2111,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2112,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2113,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2114,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
2115,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
2116,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Water,NULL
2117,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
2118,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2119,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2120,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2121,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2122,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2123,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2124,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2125,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2126,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2127,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2128,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2129,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2130,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
2131,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
2132,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Bareland
2133,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2134,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2135,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2136,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2137,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2138,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2139,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2140,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2141,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2142,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2143,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2144,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2145,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
2146,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2147,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2148,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2149,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2150,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2151,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2152,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2153,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2154,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2155,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
2156,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2157,NULL,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
2158,NULL,Forest,NULL,NULL,Non_Wetland,Water,Bareland,NULL
2159,NULL,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2160,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
2161,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2162,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2163,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2164,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2165,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2166,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2167,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2168,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2169,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2170,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2171,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2172,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2173,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2174,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2175,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2176,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
2177,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2178,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
2179,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2180,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2181,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
2182,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2183,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
2184,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2185,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2186,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2187,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2188,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2189,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2190,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2191,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2192,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2193,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2194,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2195,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2196,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2197,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2198,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2199,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2200,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2201,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2202,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2203,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
2204,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2205,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
2206,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2207,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2208,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2209,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2210,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2211,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2212,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2213,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2214,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2215,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2216,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2217,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2218,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2219,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2220,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2221,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
2222,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2223,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2224,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2225,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2226,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2227,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2228,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2229,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2230,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2231,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2232,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2233,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2234,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
2235,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2236,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2237,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
2238,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2239,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
2240,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2241,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
2242,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
2243,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
2244,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
2245,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
2246,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Water,NULL
2247,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2248,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2249,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
2250,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2251,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2252,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2253,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
2254,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2255,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Water,NULL
2256,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
2257,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2258,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2259,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2260,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Water,NULL
2261,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2262,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2263,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2264,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2265,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2266,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2267,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2268,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2269,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,NULL
2270,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2271,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2272,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2273,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2274,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2275,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2276,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2277,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2278,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2279,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
2280,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2281,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2282,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2283,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2284,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2285,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2286,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2287,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2288,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2289,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
2290,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2291,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2292,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water,NULL
2293,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2294,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2295,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2296,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2297,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2298,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2299,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2300,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2301,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2302,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2303,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2304,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2305,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2306,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2307,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2308,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2309,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2310,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2311,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
2312,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
2313,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2314,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2315,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2316,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2317,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2318,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2319,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2320,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2321,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2322,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2323,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2324,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2325,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2326,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2327,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2328,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2329,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2330,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2331,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
2332,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2333,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2334,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2335,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2336,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2337,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2338,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2339,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2340,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2341,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2342,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2343,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2344,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2345,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2346,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2347,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2348,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2349,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2350,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
2351,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2352,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
2353,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
2354,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
2355,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
2356,NULL,Forest,Cropland,NULL,Non_Wetland,Water,Water,NULL
2357,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2358,NULL,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
2359,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
2360,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
2361,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2362,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
2363,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,NULL
2364,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
2365,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2366,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2367,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2368,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2369,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2370,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2371,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
2372,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
2373,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
2374,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
2375,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2376,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2377,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
2378,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2379,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2380,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Bareland
2381,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2382,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2383,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2384,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2385,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2386,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2387,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2388,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2389,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2390,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2391,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2392,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2393,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2394,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2395,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2396,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2397,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2398,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2399,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
2400,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
2401,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2402,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2403,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2404,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
