Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYD_M_R
2753,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2754,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2755,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
2756,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2757,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
2758,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2759,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2760,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2761,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2762,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2763,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2764,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2765,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2766,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2767,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2768,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2769,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2770,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2771,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
2772,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2773,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2774,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2775,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2776,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2777,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2778,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2779,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2780,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2781,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2782,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2783,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2784,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2785,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2786,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2787,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2788,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2789,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2790,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2791,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2792,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2793,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2794,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2795,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2796,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2797,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2798,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2799,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2800,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
2801,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
2802,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2803,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2804,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2805,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2806,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2807,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2808,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2809,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
2810,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2811,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2812,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2813,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2814,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Built-up
2815,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
2816,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Bareland
2817,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
2818,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2819,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
2820,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
2821,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2822,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2823,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2824,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2825,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2826,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
2827,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2828,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2829,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2830,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2831,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
2832,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2833,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2834,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2835,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2836,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2837,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2838,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2839,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2840,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2841,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2842,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2843,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
2844,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2845,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2846,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2847,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2848,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2849,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2850,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2851,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2852,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2853,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2854,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2855,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2856,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2857,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2858,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2859,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2860,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2861,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
2862,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2863,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2864,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
2865,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2866,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Bareland
2867,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
2868,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
2869,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,NULL
2870,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
2871,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Built-up
2872,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2873,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
2874,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Bareland,Built-up
2875,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Cropland,Water,Bareland
2876,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2877,NULL,Built-up,Water,NULL,Water,NULL,NULL,Cropland
2878,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
2879,NULL,Built-up,Water,NULL,Water,NULL,Shrubland,Bareland
2880,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Bareland
2881,NULL,Built-up,Water,NULL,Water,Shrubland,NULL,Grassland
2882,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Grassland
2883,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Cropland
2884,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Bareland
2885,NULL,Built-up,Water,NULL,Water,Cropland,NULL,Built-up
2886,NULL,Built-up,Water,NULL,Water,Cropland,Grassland,Bareland
2887,NULL,Built-up,Water,NULL,Water,Cropland,Bareland,Bareland
2888,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
2889,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Cropland
2890,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
2891,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Built-up
2892,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
2893,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Bareland
2894,NULL,Built-up,Water,NULL,Water,Bareland,Grassland,Built-up
2895,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2896,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2897,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
2898,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
2899,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Bareland
2900,NULL,Built-up,Water,NULL,Water,Bareland,Water,Grassland
2901,NULL,Built-up,Water,NULL,Water,Bareland,Forest,Forest
2902,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
2903,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Cropland
2904,NULL,Built-up,Water,NULL,Water,Forest,NULL,Forest
2905,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2906,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2907,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2908,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2909,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2910,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2911,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2912,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2913,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Built-up
2914,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2915,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2916,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2917,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2918,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2919,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2920,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2921,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2922,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2923,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2924,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2925,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2926,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2927,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2928,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2929,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2930,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2931,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2932,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2933,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2934,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2935,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2936,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2937,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2938,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2939,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2940,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2941,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2942,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2943,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2944,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2945,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2946,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2947,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2948,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2949,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2950,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2951,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2952,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2953,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2954,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2955,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2956,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2957,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2958,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2959,NULL,Built-up,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
2960,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2961,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2962,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
2963,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2964,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2965,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2966,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2967,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
2968,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2969,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2970,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2971,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2972,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2973,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2974,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2975,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2976,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2977,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2978,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2979,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2980,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2981,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2982,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
2983,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2984,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
2985,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2986,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2987,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
2988,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
2989,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
2990,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2991,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
2992,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2993,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2994,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2995,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2996,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2997,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2998,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2999,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3000,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3001,NULL,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
3002,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3003,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3004,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3005,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3006,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3007,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3008,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3009,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3010,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3011,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3012,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3013,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3014,NULL,Water,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
3015,NULL,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3016,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3017,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3018,NULL,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
3019,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
3020,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3021,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Water,Water
3022,NULL,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
3023,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
3024,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3025,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3026,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Water
3027,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
3028,NULL,Water,Water,NULL,Water,Shrubland,Water,Grassland
3029,NULL,Water,Water,NULL,Water,Water,NULL,Grassland
3030,NULL,Water,Water,Non_Water,Water,Shrubland,Grassland,Grassland
3031,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
3032,NULL,Water,Water,Water,Water,Bareland,Water,Bareland
3033,NULL,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3034,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3035,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3036,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
3037,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
3038,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
3039,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3040,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3041,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3042,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3043,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3044,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3045,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3046,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3047,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3048,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3049,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3050,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3051,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3052,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3053,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3054,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3055,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3056,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3057,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3058,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3059,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3060,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3061,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
3062,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3063,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3064,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3065,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3066,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3067,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3068,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3069,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3070,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3071,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3072,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3073,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3074,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3075,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3076,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
3077,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3078,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3079,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3080,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3081,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
