Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KKB_M_R
334,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
335,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
336,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
337,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
338,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
339,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
340,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
341,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
342,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
344,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
346,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
347,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
348,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
349,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
350,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
351,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
352,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
353,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
354,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
355,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
356,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
358,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
359,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
360,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
361,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
362,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
363,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
364,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
365,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
366,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
367,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
368,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
369,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
370,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
372,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
373,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
374,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
375,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
376,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
377,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
378,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
379,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
380,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
381,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
382,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
383,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
384,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
385,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
386,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
387,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
388,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
389,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
390,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
391,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
392,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
393,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
394,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
395,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
396,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
397,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
398,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
399,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
400,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
401,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
402,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
403,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
404,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
405,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
407,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
408,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
409,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
410,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
411,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
412,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
413,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
414,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
415,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
416,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
417,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
418,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
419,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
420,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
421,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
422,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
423,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
425,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
426,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
427,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
428,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
429,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
430,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
431,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
432,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
433,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
434,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
435,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
436,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
437,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
438,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
439,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
441,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
443,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
444,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
445,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
446,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
447,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
448,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
449,Bareland,NULL,Water,NULL,Water,NULL,NULL,Cropland
450,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
451,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
452,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
453,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
454,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
455,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
456,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
457,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
458,Bareland,NULL,Water,Water,Water,NULL,NULL,Cropland
459,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
460,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
461,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
462,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
463,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
464,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
465,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
466,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
467,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
468,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
469,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
471,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
472,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
473,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
474,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
475,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
476,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
477,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
478,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
479,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
481,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
482,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
483,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
485,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
486,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
487,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
488,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
489,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
490,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
491,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
492,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
493,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
494,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
495,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
496,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
497,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
498,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
499,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
500,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
501,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
502,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
504,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
505,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
506,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
507,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
508,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
509,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
510,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
511,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
513,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
515,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
516,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
517,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
518,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
519,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
520,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
521,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
522,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
523,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
524,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
525,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
528,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
529,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
530,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
531,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
532,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
533,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
534,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
535,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
536,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
537,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
538,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
539,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
540,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
541,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
542,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
544,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
545,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
546,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
547,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
548,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
549,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
550,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
551,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
552,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
553,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
554,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
555,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
556,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
557,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
558,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
559,Water,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
560,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
561,Water,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
562,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
563,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
566,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
567,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
568,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
569,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
570,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
572,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
573,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
574,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
576,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
577,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
578,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
579,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
580,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
581,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
582,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
583,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
584,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
585,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
586,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
587,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
588,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
589,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Water,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
591,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
592,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
593,Water,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
594,Water,NULL,Water,NULL,Water,NULL,NULL,NULL
595,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
596,Water,NULL,Water,NULL,Water,NULL,NULL,Cropland
597,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
598,Water,NULL,Water,NULL,Water,NULL,NULL,Water
599,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
600,Water,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
601,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
602,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
603,Water,NULL,Water,Water,Water,NULL,NULL,NULL
604,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
605,Water,NULL,Water,Water,Water,NULL,NULL,Cropland
606,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
607,Water,NULL,Water,Water,Water,NULL,NULL,Water
608,Water,NULL,Water,Water,Water,NULL,NULL,Forest
609,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
610,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
611,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
612,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
613,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
614,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
615,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
616,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
617,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
618,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
619,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
620,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
621,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
622,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
623,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
624,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
625,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
626,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
628,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
630,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
631,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
632,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
633,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
634,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
635,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
638,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
639,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
640,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
641,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
642,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
643,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
644,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
645,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
646,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
647,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
648,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
649,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
650,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
651,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
652,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
653,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
654,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Forest
655,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Grassland
656,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Bareland
657,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Built-up
658,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
659,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Forest
660,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
661,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
662,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
664,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
665,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
666,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
667,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
668,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
669,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
671,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
672,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
673,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
674,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
675,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
676,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
