Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKS_M_R
2322,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2323,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2324,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2325,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2326,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2327,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2328,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2329,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2330,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2331,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2332,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
2333,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2334,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
2335,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
2336,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2337,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
2338,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
2339,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
2340,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
2341,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2342,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2343,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
2344,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
2345,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2346,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
2347,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2348,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
2349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
2350,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
2351,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2352,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2353,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
2354,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
2355,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
2356,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
2357,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
2358,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2359,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
2360,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
2361,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
2362,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
2363,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2364,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2365,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
2366,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2367,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2368,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2369,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2370,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2371,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2372,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2373,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
2374,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2375,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2376,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2377,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2378,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2379,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2380,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2381,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2382,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2383,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
2384,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
2385,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2386,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2387,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2388,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2389,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2390,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2391,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2392,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2393,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2394,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2395,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2396,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2397,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2398,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2399,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2400,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2401,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2402,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2403,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2404,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
2405,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
2406,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2407,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2408,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2409,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2410,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2411,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2412,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2413,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2414,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
2415,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
2416,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2417,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2418,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2419,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2420,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2421,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2422,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2423,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2424,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2425,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
2426,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2427,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2428,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2429,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Forest
2430,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2431,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2432,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
2433,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
2434,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
2435,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2436,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2437,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2438,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
2439,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
2440,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
2441,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2442,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2443,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2444,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2445,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2446,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
2447,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2448,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
2449,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2450,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
2451,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2452,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
2453,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
2454,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
2455,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2456,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2457,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2458,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2459,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2460,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2461,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2462,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2463,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2464,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2465,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
2466,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2467,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
2468,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2469,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2470,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
2471,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2472,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
2473,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2474,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2475,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
2476,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
2477,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
2478,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2479,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
2480,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
2481,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
2482,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2483,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
2484,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
2485,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2486,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
2487,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2488,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2489,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2490,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
2491,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
2492,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2493,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
2494,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
2495,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
2496,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
2497,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2498,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
2499,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2500,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
2501,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2502,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
2503,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
2504,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2505,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2506,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
2507,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2508,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2509,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2510,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2511,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2512,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
2513,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2514,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
2515,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2516,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2517,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
2518,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
2519,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2520,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
2521,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2522,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
2523,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
2524,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
2525,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
2526,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
2527,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
2528,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2529,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
2530,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
2531,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2532,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
2533,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2534,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2535,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
2536,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2537,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
2538,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
2539,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
2540,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
2541,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
2542,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
2543,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
2544,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2545,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2546,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2547,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
2548,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
2549,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2550,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
2551,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
2552,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2553,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
2554,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
2555,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2556,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
2557,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
2558,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
2559,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
2560,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
2561,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
2562,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
2563,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
2564,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2565,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
2566,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Cropland
2567,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2568,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
2569,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
2570,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
2571,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
2572,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Cropland
2573,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
2574,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2575,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
2576,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2577,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2578,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2579,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
2580,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
2581,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2582,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2583,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2584,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2585,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
2586,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2587,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2588,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2589,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
2590,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2591,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2592,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
2593,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,NULL
2594,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
2595,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2596,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2597,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2598,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2599,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
2600,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2601,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2602,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
2603,Grassland,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
2604,Grassland,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
2605,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2606,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2607,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
2608,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2609,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2610,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2611,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
2612,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2613,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
2614,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
2615,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
2616,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2617,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2618,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2619,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2620,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
2621,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2622,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2623,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
2624,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
2625,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2626,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
2627,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2628,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2629,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2630,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2631,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
2632,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2633,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2634,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
2635,Grassland,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
2636,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2637,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2638,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2639,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2640,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2641,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2642,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
