Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQN_M_R
3373,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3374,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
3375,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3385,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3386,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3387,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3388,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3389,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3390,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3391,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3392,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3393,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3394,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3395,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3396,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
3397,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3398,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3399,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3400,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3401,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3402,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
3403,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3404,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3405,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3406,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3407,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3408,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3409,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3410,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3411,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3412,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3413,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3414,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3415,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3416,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3417,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3418,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3419,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3420,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3421,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3422,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3423,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3424,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3425,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3426,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
3427,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3428,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3429,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3430,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3431,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3432,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3433,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3434,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
3435,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
3436,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3437,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3438,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3439,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3440,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
3441,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3442,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3443,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3444,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
3445,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3446,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3447,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Forest
3448,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Built-up,Forest
3449,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Water
3450,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3451,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3452,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3453,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3454,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3455,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3456,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3457,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3458,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3459,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3460,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
3461,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3462,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3463,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3464,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3465,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3466,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3467,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3468,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3469,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3470,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3471,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3473,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3475,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3476,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3477,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3478,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3479,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3480,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3481,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3482,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3483,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3484,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3485,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3486,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3487,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3488,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3489,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3490,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3491,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3492,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3493,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
3494,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3495,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3496,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3497,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
3498,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3499,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3500,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3501,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3502,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3503,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3504,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3505,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3506,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
3507,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
3508,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3509,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3510,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3511,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
3512,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
3513,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3514,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3515,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
3516,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
3517,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3518,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3519,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3520,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
3521,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3522,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3523,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3524,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3525,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3526,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3527,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3528,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3529,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3530,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3531,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3532,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3533,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3534,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3535,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3536,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3537,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3538,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3539,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3540,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3541,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3542,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3543,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3544,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3545,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3546,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3547,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3548,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3549,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3550,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3551,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3552,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3553,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3554,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3555,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3556,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3557,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3558,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3559,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3560,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3561,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3562,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3563,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3564,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3565,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3566,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3567,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3568,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3569,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3574,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3575,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3576,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3577,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3578,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3579,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3580,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3581,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3582,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3583,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3584,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3585,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3586,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3587,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3588,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3589,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3590,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3591,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3592,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3593,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3594,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3595,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3596,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3597,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3598,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3599,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3600,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3603,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3604,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3605,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3606,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3607,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3608,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3609,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3610,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3611,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3612,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3613,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3614,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3615,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3616,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3617,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3618,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3619,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3620,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3621,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3622,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3623,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3624,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3625,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
3626,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
3627,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3628,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
3629,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3630,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
3631,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3632,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3633,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3634,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3635,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3636,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3637,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
3638,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3639,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3640,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3641,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3642,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
3643,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3644,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3645,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
3646,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3647,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3648,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3649,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3650,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3651,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
3652,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Bareland
3653,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
3654,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3655,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
3656,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3657,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3658,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
3659,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3660,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3661,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Built-up
3662,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
3663,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Built-up
3664,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Forest
3665,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3666,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3667,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Water
3668,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
3669,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
3670,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
3671,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Forest
3672,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
3673,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
3674,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
3675,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Built-up
3676,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Water,Forest
3677,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
3678,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
3679,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3680,NULL,Built-up,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
3681,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3682,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
3683,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Built-up,Forest
3684,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Water,Forest
3685,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Forest
3686,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
