Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHD_M_R
3280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
3286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
3287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
3289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
3290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
3294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
3297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
3300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
3301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
3302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
3305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
3308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
3309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
3310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
3312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
3313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
3319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
3322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
3324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
3325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
3326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Forest,NULL
3327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3328,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3329,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
3330,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
3331,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3332,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3333,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3334,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3335,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3336,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3337,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
3338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
3339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
3340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
3341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
3342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
3343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
3344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
3345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
3348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
3349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3350,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3351,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3352,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3353,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3354,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
3355,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3356,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3357,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
3358,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3359,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
3360,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3361,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
3362,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3363,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3364,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3365,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3366,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3368,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
3369,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3370,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
3371,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
3372,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3373,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
3374,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3375,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3376,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3377,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
3378,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3379,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3380,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3381,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3382,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3383,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
3384,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
3385,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3386,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
3387,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
3388,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
3389,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
3390,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3391,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3392,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
3393,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
3394,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
3395,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3396,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3397,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3398,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
3399,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
3400,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
3401,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
3402,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3403,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
3404,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
3405,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3406,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3407,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
3408,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
3409,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3410,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3411,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3412,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3413,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3414,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3415,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3416,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3417,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3418,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3419,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3420,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3421,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3422,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3423,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3424,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3425,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3426,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3427,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3428,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
3429,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3430,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
3431,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3432,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3433,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3434,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
3435,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3436,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3437,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3438,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3439,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3440,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3441,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3442,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3443,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,NULL
3444,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3445,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
3446,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
3447,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
3448,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3449,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3450,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3451,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3452,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
3453,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
3454,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3455,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3456,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3457,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3458,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3459,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3460,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3461,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3462,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3463,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3464,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3465,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3466,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3467,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3468,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3469,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3470,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3471,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3472,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3473,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3474,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
3475,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3476,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3477,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3478,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3479,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3480,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3481,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3482,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Built-up
3483,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3484,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3485,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
3486,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3487,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3488,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3489,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3490,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3491,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3492,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
3493,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3494,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3495,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3496,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3497,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3498,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3499,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3500,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3501,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3502,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3503,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3504,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3505,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3506,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3507,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
3508,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3509,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3510,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3511,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3512,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
3513,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3514,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3515,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3516,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3517,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
3518,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
3519,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3520,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
3521,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3522,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3523,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3524,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
3525,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3526,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3527,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3528,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
3529,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3530,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3531,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3532,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
3533,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
3534,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Bareland,Built-up
3535,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
3536,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3537,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
3538,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
3539,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3540,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3541,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
3542,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3543,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3544,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
3545,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3546,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
3547,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,NULL
3548,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
3549,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
3550,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3551,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3552,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3553,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3554,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3555,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3556,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
3557,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3558,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3559,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3560,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3561,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3562,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3563,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3564,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3565,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3566,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3567,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3568,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3569,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3570,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
3571,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
3572,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
3573,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3574,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3575,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3576,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3577,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3578,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
3579,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3580,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3581,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3582,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
3583,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
3584,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
3585,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
3586,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
3587,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3588,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
3589,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
3590,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
3591,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3592,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
