Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NZJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NZJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NZJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NZJ_M_R
342,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
344,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
345,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
349,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
350,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
351,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
353,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
354,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
355,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
358,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
359,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
360,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
361,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
362,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
363,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
364,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
365,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
366,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
367,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
368,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
369,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
371,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
372,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
375,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
376,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
377,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
379,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
380,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
382,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
384,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
386,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
390,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
392,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
393,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
394,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
395,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
396,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
397,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
398,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
399,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
400,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
401,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
402,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
404,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
405,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
407,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
408,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
409,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
410,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
412,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
414,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
417,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
418,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
420,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
421,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
422,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
423,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
424,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
425,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
426,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
427,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
430,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
431,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
432,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
433,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
434,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
436,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
437,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
438,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
439,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
440,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
441,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
442,Cropland,Water,Water,Water,Water,NULL,NULL,Water
443,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
444,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
445,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
448,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
449,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
450,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
451,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
452,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
453,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
454,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
455,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
456,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
457,Cropland,Forest,Water,Water,Water,NULL,NULL,Wetland
458,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
459,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
460,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
462,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
463,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
465,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
466,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
467,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
468,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
469,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
470,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
471,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
472,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
473,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
474,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
475,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
476,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
477,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
478,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
479,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
480,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
481,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
482,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
483,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
484,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
485,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
486,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
487,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
488,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
489,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
490,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
493,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
494,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
495,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
496,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
498,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
499,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
500,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
501,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
502,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
503,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
504,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
505,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
506,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
508,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
510,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
511,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
512,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
513,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
514,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
515,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
516,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
517,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
518,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
519,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
520,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
521,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
523,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
524,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
526,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
527,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
528,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
529,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
530,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
531,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
532,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
533,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
534,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
535,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
536,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
537,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
538,Wetland,Water,Water,Water,Water,NULL,NULL,Water
539,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
540,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
541,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
542,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
543,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
544,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
545,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
546,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
548,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
552,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
553,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
554,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
555,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
556,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
558,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
559,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
560,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
561,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
562,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
564,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
566,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
567,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
568,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
569,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
570,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
571,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
572,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
573,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
574,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
575,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
576,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
577,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
578,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
579,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
580,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
581,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
582,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
583,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
584,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
585,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
586,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
587,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
588,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
589,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
590,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
591,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
593,Bareland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
594,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
595,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
597,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
599,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
600,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
601,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
602,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
603,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
604,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
605,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
606,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
607,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
608,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
609,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
610,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
611,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
612,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
613,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
614,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
615,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
616,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
617,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
618,Bareland,Water,Water,Water,Water,NULL,NULL,Grassland
619,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
620,Bareland,Water,Water,Water,Water,NULL,NULL,Water
621,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
622,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
624,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
625,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
626,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
627,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
628,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
629,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
630,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
631,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
632,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
633,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
634,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
635,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
637,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
638,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
639,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
640,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
641,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
642,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
644,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
645,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
646,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
647,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
648,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
649,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
650,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
651,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
652,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
653,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
654,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
655,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
656,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
657,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
658,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
659,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
660,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
661,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
662,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
663,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
664,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
665,Water,NULL,Water,Water,Water,NULL,NULL,Water
666,Water,NULL,Water,Water,Water,NULL,NULL,Forest
667,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
668,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
669,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
670,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
672,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
673,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
674,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
676,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
677,Water,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
678,Water,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
679,Water,Cropland,Water,Water,Water,NULL,NULL,Water
680,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
681,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
682,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
683,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
684,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
685,Water,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
687,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
688,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
689,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
690,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
691,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
692,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
693,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
694,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
695,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
696,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
697,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
698,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
