Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQV_M_R
1209,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1210,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1211,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1212,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1213,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1214,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1215,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1216,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1217,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1218,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1220,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1221,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1222,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1223,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1224,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1225,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1226,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1227,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1228,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1229,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1230,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1231,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
1232,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1233,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1234,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1235,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1236,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1237,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1238,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1239,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1240,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1241,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1242,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1243,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1244,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1245,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1246,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1247,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1248,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1249,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1250,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1251,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1252,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1253,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1254,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1255,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1256,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1257,NULL,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1258,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1259,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1260,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1261,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1262,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1263,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1264,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1265,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1266,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1267,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1268,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1269,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1270,NULL,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1271,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1272,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1273,NULL,Forest,Wetland,Water,Wetland,Water,Water,Wetland
1274,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
1275,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1276,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1277,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1278,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1279,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1280,NULL,Forest,Bareland,Water,Non_Wetland,Grassland,Bareland,Forest
1281,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1282,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1283,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1284,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1285,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1286,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1287,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1288,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1289,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1290,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
1291,NULL,Forest,Built-up,Water,Non_Wetland,Grassland,Forest,Forest
1292,NULL,Forest,Water,Water,Water,Water,Water,Wetland
1293,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1294,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1295,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1296,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1297,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1298,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1299,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1300,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1301,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1302,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1303,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1304,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1305,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1306,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1307,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1308,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1309,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1310,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1311,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1312,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1313,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1314,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1315,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1316,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1317,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1318,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1319,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1320,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1321,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1322,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1323,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
1324,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1325,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1326,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1327,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1328,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1329,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1330,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1331,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1332,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1333,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1335,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1336,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1337,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1338,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1339,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1340,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1341,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1342,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1343,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1344,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1345,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1346,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1347,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1348,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1349,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1350,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1351,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1352,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1353,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1354,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1355,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1356,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1357,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1358,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
1359,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1360,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1361,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
1362,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1363,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1364,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1365,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1366,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1367,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1368,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1369,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1370,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1371,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1372,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1373,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1374,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1375,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1376,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1377,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1380,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1381,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1382,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1383,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1384,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1385,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1386,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1387,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1388,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1389,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1390,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1391,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
1392,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1393,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1394,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1395,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1396,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1397,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1398,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1399,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1400,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1401,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1402,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1403,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1404,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1405,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1406,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1407,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1408,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1409,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1410,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1411,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1412,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1413,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1414,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1415,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1416,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1417,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1418,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1419,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1420,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1421,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1422,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1423,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1424,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1425,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1426,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1427,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1428,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1429,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1430,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1431,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1432,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1433,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1434,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1435,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1436,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1437,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1438,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1439,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
1440,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
1441,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1442,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1443,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1444,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1445,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1446,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1447,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1448,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1449,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1450,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1451,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
1452,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1453,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1454,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1455,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1456,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
1457,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1458,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1459,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
1460,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1461,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1462,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1463,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1464,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1465,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1466,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1467,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
1468,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1469,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1470,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1471,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1472,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1473,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1474,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1475,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1476,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1477,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1478,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1479,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1480,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1481,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1482,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1483,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1484,Grassland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1485,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1486,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1487,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1488,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Wetland
1489,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1490,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1491,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
1492,Grassland,NULL,Water,Water,Water,Wetland,Water,Forest
1493,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1494,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
1495,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1496,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
1497,Grassland,NULL,Water,Water,Water,Water,Water,Water
1498,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1499,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1500,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1501,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1502,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1503,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1504,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1505,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1506,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1507,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1508,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1509,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1510,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1511,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1512,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1513,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1514,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1515,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1516,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1517,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1518,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1519,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1520,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1521,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1522,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1523,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1524,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1525,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1526,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1527,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1528,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1529,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1530,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1531,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1532,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1533,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1534,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1535,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1536,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1537,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
