Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWM_M_R
10843,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10844,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10845,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
10846,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10847,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10848,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10849,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
10850,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10851,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
10852,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
10853,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
10854,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
10855,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10856,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
10857,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10858,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10859,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10860,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10861,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10862,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10863,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10864,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
10865,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
10866,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10867,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10868,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10869,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
10870,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10871,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10872,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10873,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10874,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
10875,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10876,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
10877,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
10878,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
10879,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10880,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10881,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
10882,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
10883,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
10884,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
10885,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
10886,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
10887,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
10888,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
10889,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
10890,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
10891,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
10892,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
10893,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
10894,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
10895,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
10896,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
10897,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
10898,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
10899,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
10900,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
10901,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
10902,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10903,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10904,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
10905,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
10906,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10907,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10908,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10909,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
10910,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10911,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10912,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10913,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
10914,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10915,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10916,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10917,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10918,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
10919,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10920,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
10921,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10922,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10923,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10924,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10925,Cropland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
10926,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10927,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10928,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
10929,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10930,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10931,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10932,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
10933,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
10934,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
10935,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10936,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
10937,Cropland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Water
10938,Cropland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10939,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
10940,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10941,Cropland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Cropland
10942,Cropland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
10943,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10944,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10945,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
10946,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10947,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
10948,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10949,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
10950,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
10951,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
10952,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
10953,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
10954,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10955,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10956,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
10957,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
10958,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
10959,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10960,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
10961,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10962,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
10963,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
10964,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
10965,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
10966,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
10967,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
10968,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10969,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
10970,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10971,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10972,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10973,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
10974,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10975,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10976,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10977,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
10978,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10979,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
10980,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10981,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
10982,Cropland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10983,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10984,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10985,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
10986,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
10987,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
10988,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10989,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10990,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
10991,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10992,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10993,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10994,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
10995,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
10996,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10997,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
10998,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
10999,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
11000,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
11001,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
11002,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
11003,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
11004,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
11005,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11006,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11007,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11008,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11009,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11010,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11011,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
11012,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
11013,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
11014,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
11015,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
11016,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
11017,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
11018,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
11019,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
11020,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
11021,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11022,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Cropland
11023,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
11024,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11025,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
11026,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Cropland
11027,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Built-up
11028,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
11029,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
11030,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
11031,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
11032,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
11033,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
11034,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
11035,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
11036,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
11037,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
11038,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
11039,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11040,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
11041,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11042,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
11043,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Cropland
11044,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
11045,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
11046,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
11047,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
11048,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11049,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
11050,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11051,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
11052,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11053,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
11054,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
11055,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,NULL,Forest
11056,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
11057,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
11058,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11059,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
11060,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11061,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
11062,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11063,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11064,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
11065,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
11066,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11067,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
11068,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
11069,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11070,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
11071,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
11072,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
11073,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
11074,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11075,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
11076,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11077,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
11078,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11079,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11080,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
11081,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
11082,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11083,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11084,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11085,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11086,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11087,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11088,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11089,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11090,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
11091,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11092,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
11093,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
11094,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11095,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
11096,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11097,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11098,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11099,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11100,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11101,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
11102,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11103,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11104,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
11105,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
11106,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
11107,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
11108,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
11109,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
11110,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
11111,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
11112,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
11113,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
11114,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
11115,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11116,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
11117,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11118,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11119,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
11120,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
11121,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
11122,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
11123,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
11124,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
11125,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11126,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
11127,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
11128,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
11129,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
11130,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
11131,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
11132,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
11133,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
11134,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
11135,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11136,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
11137,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11138,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
11140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
11141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
11142,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11143,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
11144,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11145,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
11146,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11147,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
11148,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11149,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11150,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
11151,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
11152,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11153,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11154,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11155,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
11156,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11157,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
